ccaa_iso,fecha,num_casos
ES-NC,2020-03-19,153
ES-PV,2020-03-19,462
ES-RI,2020-03-19,169
ES-VC,2020-03-19,471
ES-AN,2020-03-20,760
ES-AR,2020-03-20,240
ES-AS,2020-03-20,83
ES-CB,2020-03-20,143
ES-CE,2020-03-20,6
ES-CL,2020-03-20,847
ES-CM,2020-03-20,852
ES-CN,2020-03-20,121
ES-CT,2020-03-20,2076
ES-EX,2020-03-20,140
ES-GA,2020-03-20,465
ES-IB,2020-03-20,97
ES-MC,2020-03-20,92
ES-MD,2020-03-20,3104
ES-ML,2020-03-20,4
ES-NC,2020-03-20,225
ES-PV,2020-03-20,592
ES-RI,2020-03-20,190
ES-VC,2020-03-20,526
ES-AN,2020-03-21,523
ES-AR,2020-03-21,178
ES-AS,2020-03-21,68
ES-CB,2020-03-21,99
ES-CE,2020-03-21,6
ES-CL,2020-03-21,705
ES-CM,2020-03-21,563
ES-CN,2020-03-21,75
ES-CT,2020-03-21,1547
ES-EX,2020-03-21,115
ES-GA,2020-03-21,267
ES-IB,2020-03-21,62
ES-MC,2020-03-21,70
ES-MD,2020-03-21,1959
ES-ML,2020-03-21,3
ES-NC,2020-03-21,151
ES-PV,2020-03-21,433
ES-RI,2020-03-21,134
ES-VC,2020-03-21,423
ES-AN,2020-03-22,492
ES-AR,2020-03-22,165
ES-AS,2020-03-22,76
ES-CB,2020-03-22,84
ES-CE,2020-03-22,7
ES-CL,2020-03-22,650
ES-CM,2020-03-22,588
ES-CN,2020-03-22,73
ES-CT,2020-03-22,1414
ES-EX,2020-03-22,117
ES-GA,2020-03-22,242
ES-IB,2020-03-22,90
ES-MC,2020-03-22,65
ES-MD,2020-03-22,1673
ES-ML,2020-03-22,5
ES-NC,2020-03-22,142
ES-PV,2020-03-22,393
ES-RI,2020-03-22,108
ES-VC,2020-03-22,375
ES-AN,2020-03-23,534
ES-AR,2020-03-23,264
ES-AS,2020-03-23,70
ES-CB,2020-03-23,88
ES-CE,2020-03-23,3
ES-CL,2020-03-23,687
ES-CM,2020-03-23,670
ES-CN,2020-03-23,99
ES-CT,2020-03-23,1657
ES-EX,2020-03-23,210
ES-GA,2020-03-23,375
ES-IB,2020-03-23,81
ES-MC,2020-03-23,103
ES-MD,2020-03-23,2130
ES-ML,2020-03-23,5
ES-NC,2020-03-23,157
ES-PV,2020-03-23,474
ES-RI,2020-03-23,158
ES-VC,2020-03-23,441
ES-AN,2020-03-24,475
ES-AR,2020-03-24,191
ES-AS,2020-03-24,58
ES-CB,2020-03-24,58
ES-CE,2020-03-24,7
ES-CL,2020-03-24,579
ES-CM,2020-03-24,546
ES-CN,2020-03-24,54
ES-CT,2020-03-24,1501
ES-EX,2020-03-24,138
ES-GA,2020-03-24,287
ES-IB,2020-03-24,65
ES-MC,2020-03-24,62
ES-MD,2020-03-24,2035
ES-ML,2020-03-24,1
ES-NC,2020-03-24,196
ES-PV,2020-03-24,390
ES-RI,2020-03-24,119
ES-VC,2020-03-24,323
ES-AN,2020-03-25,497
ES-AR,2020-03-25,185
ES-AS,2020-03-25,57
ES-CB,2020-03-25,57
ES-CE,2020-03-25,7
ES-CL,2020-03-25,612
ES-CM,2020-03-25,544
ES-CN,2020-03-25,57
ES-CT,2020-03-25,1446
ES-EX,2020-03-25,126
ES-GA,2020-03-25,286
ES-IB,2020-03-25,82
ES-MC,2020-03-25,69
ES-MD,2020-03-25,1767
ES-ML,2020-03-25,3
ES-NC,2020-03-25,187
ES-PV,2020-03-25,400
ES-RI,2020-03-25,130
ES-VC,2020-03-25,386
ES-AN,2020-03-26,437
ES-AR,2020-03-26,166
ES-AS,2020-03-26,77
ES-CB,2020-03-26,39
ES-CE,2020-03-26,4
ES-CL,2020-03-26,499
ES-CM,2020-03-26,554
ES-CN,2020-03-26,63
ES-CT,2020-03-26,1501
ES-EX,2020-03-26,125
ES-GA,2020-03-26,290
ES-IB,2020-03-26,70
ES-MC,2020-03-26,36
ES-MD,2020-03-26,1579
ES-ML,2020-03-26,5
ES-NC,2020-03-26,120
ES-PV,2020-03-26,356
ES-RI,2020-03-26,118
ES-VC,2020-03-26,284
ES-AN,2020-03-27,402
ES-AR,2020-03-27,212
ES-AS,2020-03-27,69
ES-CB,2020-03-27,73
ES-CE,2020-03-27,1
ES-CL,2020-03-27,466
ES-CM,2020-03-27,423
ES-CN,2020-03-27,66
ES-CT,2020-03-27,1394
ES-EX,2020-03-27,91
ES-GA,2020-03-27,295
ES-IB,2020-03-27,38
ES-MC,2020-03-27,39
ES-MD,2020-03-27,1499
ES-ML,2020-03-27,5
ES-NC,2020-03-27,113
ES-PV,2020-03-27,394
ES-RI,2020-03-27,131
ES-VC,2020-03-27,307
ES-AN,2020-03-28,297
ES-AR,2020-03-28,147
ES-AS,2020-03-28,53
ES-CB,2020-03-28,68
ES-CE,2020-03-28,4
ES-CL,2020-03-28,471
ES-CM,2020-03-28,392
ES-CN,2020-03-28,38
ES-CT,2020-03-28,1419
ES-EX,2020-03-28,75
ES-GA,2020-03-28,338
ES-IB,2020-03-28,35
ES-MC,2020-03-28,31
ES-MD,2020-03-28,1251
ES-ML,2020-03-28,3
ES-NC,2020-03-28,107
ES-PV,2020-03-28,285
ES-RI,2020-03-28,103
ES-VC,2020-03-28,227
ES-AN,2020-03-29,326
ES-AR,2020-03-29,136
ES-AS,2020-03-29,42
ES-CB,2020-03-29,39
ES-CE,2020-03-29,7
ES-CL,2020-03-29,393
ES-CM,2020-03-29,377
ES-CN,2020-03-29,38
ES-CT,2020-03-29,1065
ES-EX,2020-03-29,51
ES-GA,2020-03-29,199
ES-IB,2020-03-29,37
ES-MC,2020-03-29,25
ES-MD,2020-03-29,884
ES-ML,2020-03-29,5
ES-NC,2020-03-29,79
ES-PV,2020-03-29,247
ES-RI,2020-03-29,90
ES-VC,2020-03-29,197
ES-AN,2020-03-30,305
ES-AR,2020-03-30,129
ES-AS,2020-03-30,44
ES-CB,2020-03-30,27
ES-CE,2020-03-30,3
ES-CL,2020-03-30,443
ES-CM,2020-03-30,462
ES-CN,2020-03-30,57
ES-CT,2020-03-30,1260
ES-EX,2020-03-30,69
ES-GA,2020-03-30,250
ES-IB,2020-03-30,63
ES-MC,2020-03-30,30
ES-MD,2020-03-30,1091
ES-ML,2020-03-30,3
ES-NC,2020-03-30,211
ES-PV,2020-03-30,310
ES-RI,2020-03-30,114
ES-VC,2020-03-30,234
ES-AN,2020-03-31,248
ES-AR,2020-03-31,116
ES-AS,2020-03-31,42
ES-CB,2020-03-31,33
ES-CE,2020-03-31,1
ES-CL,2020-03-31,371
ES-CM,2020-03-31,303
ES-CN,2020-03-31,22
ES-CT,2020-03-31,1231
ES-EX,2020-03-31,41
ES-GA,2020-03-31,159
ES-IB,2020-03-31,47
ES-MC,2020-03-31,23
ES-MD,2020-03-31,1104
ES-ML,2020-03-31,3
ES-NC,2020-03-31,125
ES-PV,2020-03-31,261
ES-RI,2020-03-31,107
ES-VC,2020-03-31,162
ES-AN,2020-04-01,331
ES-AR,2020-04-01,156
ES-AS,2020-04-01,29
ES-CB,2020-04-01,72
ES-CE,2020-04-01,2
ES-CL,2020-04-01,475
ES-CM,2020-04-01,350
ES-CN,2020-04-01,58
ES-CT,2020-04-01,1386
ES-EX,2020-04-01,96
ES-GA,2020-04-01,246
ES-IB,2020-04-01,83
ES-MC,2020-04-01,23
ES-MD,2020-04-01,1338
ES-ML,2020-04-01,5
ES-NC,2020-04-01,195
ES-PV,2020-04-01,276
ES-RI,2020-04-01,109
ES-VC,2020-04-01,214
ES-AN,2020-04-02,225
ES-AR,2020-04-02,127
ES-AS,2020-04-02,53
ES-CB,2020-04-02,53
ES-CE,2020-04-02,0
ES-CL,2020-04-02,454
ES-CM,2020-04-02,266
ES-CN,2020-04-02,30
ES-CT,2020-04-02,1152
ES-EX,2020-04-02,60
ES-GA,2020-04-02,269
ES-IB,2020-04-02,35
ES-MC,2020-04-02,20
ES-MD,2020-04-02,1004
ES-ML,2020-04-02,3
ES-NC,2020-04-02,127
ES-PV,2020-04-02,244
ES-RI,2020-04-02,103
ES-VC,2020-04-02,194
ES-AN,2020-04-03,178
ES-AR,2020-04-03,108
ES-AS,2020-04-03,37
ES-CB,2020-04-03,34
ES-CE,2020-04-03,1
ES-CL,2020-04-03,506
ES-CM,2020-04-03,245
ES-CN,2020-04-03,17
ES-CT,2020-04-03,1336
ES-EX,2020-04-03,67
ES-GA,2020-04-03,209
ES-IB,2020-04-03,45
ES-MC,2020-04-03,16
ES-MD,2020-04-03,932
ES-ML,2020-04-03,3
ES-NC,2020-04-03,128
ES-PV,2020-04-03,319
ES-RI,2020-04-03,79
ES-VC,2020-04-03,195
ES-AN,2020-04-04,179
ES-AR,2020-04-04,92
ES-AS,2020-04-04,45
ES-CB,2020-04-04,63
ES-CE,2020-04-04,2
ES-CL,2020-04-04,509
ES-CM,2020-04-04,271
ES-CN,2020-04-04,26
ES-CT,2020-04-04,1032
ES-EX,2020-04-04,52
ES-GA,2020-04-04,130
ES-IB,2020-04-04,25
ES-MC,2020-04-04,20
ES-MD,2020-04-04,730
ES-ML,2020-04-04,2
ES-NC,2020-04-04,80
ES-PV,2020-04-04,207
ES-RI,2020-04-04,56
ES-VC,2020-04-04,134
ES-AN,2020-04-05,172
ES-AR,2020-04-05,95
ES-AS,2020-04-05,44
ES-CB,2020-04-05,25
ES-CE,2020-04-05,2
ES-CL,2020-04-05,332
ES-CM,2020-04-05,298
ES-CN,2020-04-05,14
ES-CT,2020-04-05,908
ES-EX,2020-04-05,31
ES-GA,2020-04-05,129
ES-IB,2020-04-05,29
ES-MC,2020-04-05,12
ES-MD,2020-04-05,651
ES-ML,2020-04-05,0
ES-NC,2020-04-05,84
ES-PV,2020-04-05,223
ES-RI,2020-04-05,38
ES-VC,2020-04-05,116
ES-AN,2020-04-06,145
ES-AR,2020-04-06,124
ES-AS,2020-04-06,44
ES-CB,2020-04-06,27
ES-CE,2020-04-06,2
ES-CL,2020-04-06,485
ES-CM,2020-04-06,307
ES-CN,2020-04-06,21
ES-CT,2020-04-06,855
ES-EX,2020-04-06,41
ES-GA,2020-04-06,181
ES-IB,2020-04-06,23
ES-MC,2020-04-06,12
ES-MD,2020-04-06,630
ES-ML,2020-04-06,0
ES-NC,2020-04-06,136
ES-PV,2020-04-06,293
ES-RI,2020-04-06,42
ES-VC,2020-04-06,152
ES-AN,2020-04-07,172
ES-AR,2020-04-07,108
ES-AS,2020-04-07,45
ES-CB,2020-04-07,13
ES-CE,2020-04-07,0
ES-CL,2020-04-07,355
ES-CM,2020-04-07,208
ES-CN,2020-04-07,17
ES-CT,2020-04-07,818
ES-EX,2020-04-07,29
ES-GA,2020-04-07,147
ES-IB,2020-04-07,19
ES-MC,2020-04-07,4
ES-MD,2020-04-07,755
ES-ML,2020-04-07,2
ES-NC,2020-04-07,85
ES-PV,2020-04-07,235
ES-RI,2020-04-07,50
ES-VC,2020-04-07,132
ES-AN,2020-04-08,145
ES-AR,2020-04-08,109
ES-AS,2020-04-08,48
ES-CB,2020-04-08,27
ES-CE,2020-04-08,0
ES-CL,2020-04-08,383
ES-CM,2020-04-08,211
ES-CN,2020-04-08,12
ES-CT,2020-04-08,1106
ES-EX,2020-04-08,42
ES-GA,2020-04-08,151
ES-IB,2020-04-08,23
ES-MC,2020-04-08,18
ES-MD,2020-04-08,686
ES-ML,2020-04-08,0
ES-NC,2020-04-08,92
ES-PV,2020-04-08,227
ES-RI,2020-04-08,47
ES-VC,2020-04-08,136
ES-AN,2020-04-09,94
ES-AR,2020-04-09,98
ES-AS,2020-04-09,42
ES-CB,2020-04-09,23
ES-CE,2020-04-09,2
ES-CL,2020-04-09,381
ES-CM,2020-04-09,176
ES-CN,2020-04-09,21
ES-CT,2020-04-09,1151
ES-EX,2020-04-09,22
ES-GA,2020-04-09,161
ES-IB,2020-04-09,11
ES-MC,2020-04-09,7
ES-MD,2020-04-09,638
ES-ML,2020-04-09,0
ES-NC,2020-04-09,79
ES-PV,2020-04-09,193
ES-RI,2020-04-09,47
ES-VC,2020-04-09,134
ES-AN,2020-04-10,104
ES-AR,2020-04-10,98
ES-AS,2020-04-10,59
ES-CB,2020-04-10,29
ES-CE,2020-04-10,1
ES-CL,2020-04-10,351
ES-CM,2020-04-10,156
ES-CN,2020-04-10,14
ES-CT,2020-04-10,1091
ES-EX,2020-04-10,47
ES-GA,2020-04-10,74
ES-IB,2020-04-10,21
ES-MC,2020-04-10,7
ES-MD,2020-04-10,711
ES-ML,2020-04-10,1
ES-NC,2020-04-10,70
ES-PV,2020-04-10,190
ES-RI,2020-04-10,40
ES-VC,2020-04-10,104
ES-AN,2020-04-11,106
ES-AR,2020-04-11,68
ES-AS,2020-04-11,51
ES-CB,2020-04-11,24
ES-CE,2020-04-11,0
ES-CL,2020-04-11,336
ES-CM,2020-04-11,117
ES-CN,2020-04-11,13
ES-CT,2020-04-11,1164
ES-EX,2020-04-11,30
ES-GA,2020-04-11,67
ES-IB,2020-04-11,15
ES-MC,2020-04-11,7
ES-MD,2020-04-11,586
ES-ML,2020-04-11,0
ES-NC,2020-04-11,46
ES-PV,2020-04-11,129
ES-RI,2020-04-11,26
ES-VC,2020-04-11,84
ES-AN,2020-04-12,89
ES-AR,2020-04-12,54
ES-AS,2020-04-12,24
ES-CB,2020-04-12,46
ES-CE,2020-04-12,0
ES-CL,2020-04-12,179
ES-CM,2020-04-12,147
ES-CN,2020-04-12,8
ES-CT,2020-04-12,792
ES-EX,2020-04-12,26
ES-GA,2020-04-12,63
ES-IB,2020-04-12,15
ES-MC,2020-04-12,4
ES-MD,2020-04-12,496
ES-ML,2020-04-12,1
ES-NC,2020-04-12,59
ES-PV,2020-04-12,154
ES-RI,2020-04-12,22
ES-VC,2020-04-12,71
ES-AN,2020-04-13,79
ES-AR,2020-04-13,81
ES-AS,2020-04-13,31
ES-CB,2020-04-13,35
ES-CE,2020-04-13,1
ES-CL,2020-04-13,258
ES-CM,2020-04-13,182
ES-CN,2020-04-13,10
ES-CT,2020-04-13,692
ES-EX,2020-04-13,35
ES-GA,2020-04-13,105
ES-IB,2020-04-13,13
ES-MC,2020-04-13,1
ES-MD,2020-04-13,371
ES-ML,2020-04-13,1
ES-NC,2020-04-13,58
ES-PV,2020-04-13,119
ES-RI,2020-04-13,29
ES-VC,2020-04-13,71
ES-AN,2020-04-14,67
ES-AR,2020-04-14,57
ES-AS,2020-04-14,30
ES-CB,2020-04-14,14
ES-CE,2020-04-14,0
ES-CL,2020-04-14,228
ES-CM,2020-04-14,147
ES-CN,2020-04-14,14
ES-CT,2020-04-14,848
ES-EX,2020-04-14,32
ES-GA,2020-04-14,67
ES-IB,2020-04-14,9
ES-MC,2020-04-14,3
ES-MD,2020-04-14,499
ES-ML,2020-04-14,0
ES-NC,2020-04-14,49
ES-PV,2020-04-14,94
ES-RI,2020-04-14,25
ES-VC,2020-04-14,70
ES-AN,2020-04-15,107
ES-AR,2020-04-15,80
ES-AS,2020-04-15,39
ES-CB,2020-04-15,17
ES-CE,2020-04-15,0
ES-CL,2020-04-15,187
ES-CM,2020-04-15,139
ES-CN,2020-04-15,14
ES-CT,2020-04-15,921
ES-EX,2020-04-15,28
ES-GA,2020-04-15,101
ES-IB,2020-04-15,8
ES-MC,2020-04-15,3
ES-MD,2020-04-15,474
ES-ML,2020-04-15,0
ES-NC,2020-04-15,31
ES-PV,2020-04-15,107
ES-RI,2020-04-15,14
ES-VC,2020-04-15,80
ES-AN,2020-04-16,57
ES-AR,2020-04-16,69
ES-AS,2020-04-16,12
ES-CB,2020-04-16,18
ES-CE,2020-04-16,1
ES-CL,2020-04-16,159
ES-CM,2020-04-16,98
ES-CN,2020-04-16,13
ES-CT,2020-04-16,920
ES-EX,2020-04-16,25
ES-GA,2020-04-16,73
ES-IB,2020-04-16,14
ES-MC,2020-04-16,1
ES-MD,2020-04-16,585
ES-ML,2020-04-16,0
ES-NC,2020-04-16,30
ES-PV,2020-04-16,111
ES-RI,2020-04-16,30
ES-VC,2020-04-16,60
ES-AN,2020-04-17,71
ES-AR,2020-04-17,58
ES-AS,2020-04-17,12
ES-CB,2020-04-17,26
ES-CE,2020-04-17,0
ES-CL,2020-04-17,162
ES-CM,2020-04-17,82
ES-CN,2020-04-17,12
ES-CT,2020-04-17,698
ES-EX,2020-04-17,32
ES-GA,2020-04-17,59
ES-IB,2020-04-17,8
ES-MC,2020-04-17,3
ES-MD,2020-04-17,395
ES-ML,2020-04-17,0
ES-NC,2020-04-17,47
ES-PV,2020-04-17,135
ES-RI,2020-04-17,23
ES-VC,2020-04-17,90
ES-AN,2020-04-18,47
ES-AR,2020-04-18,57
ES-AS,2020-04-18,10
ES-CB,2020-04-18,13
ES-CE,2020-04-18,0
ES-CL,2020-04-18,106
ES-CM,2020-04-18,85
ES-CN,2020-04-18,9
ES-CT,2020-04-18,548
ES-EX,2020-04-18,20
ES-GA,2020-04-18,66
ES-IB,2020-04-18,12
ES-MC,2020-04-18,2
ES-MD,2020-04-18,466
ES-ML,2020-04-18,0
ES-NC,2020-04-18,38
ES-PV,2020-04-18,104
ES-RI,2020-04-18,17
ES-VC,2020-04-18,59
ES-AN,2020-04-19,40
ES-AR,2020-04-19,35
ES-AS,2020-04-19,7
ES-CB,2020-04-19,15
ES-CE,2020-04-19,0
ES-CL,2020-04-19,144
ES-CM,2020-04-19,76
ES-CN,2020-04-19,12
ES-CT,2020-04-19,339
ES-EX,2020-04-19,15
ES-GA,2020-04-19,51
ES-IB,2020-04-19,10
ES-MC,2020-04-19,3
ES-MD,2020-04-19,260
ES-ML,2020-04-19,0
ES-NC,2020-04-19,35
ES-PV,2020-04-19,52
ES-RI,2020-04-19,14
ES-VC,2020-04-19,35
ES-AN,2020-04-20,42
ES-AR,2020-04-20,31
ES-AS,2020-04-20,7
ES-CB,2020-04-20,25
ES-CE,2020-04-20,1
ES-CL,2020-04-20,206
ES-CM,2020-04-20,138
ES-CN,2020-04-20,14
ES-CT,2020-04-20,449
ES-EX,2020-04-20,37
ES-GA,2020-04-20,66
ES-IB,2020-04-20,16
ES-MC,2020-04-20,1
ES-MD,2020-04-20,263
ES-ML,2020-04-20,2
ES-NC,2020-04-20,29
ES-PV,2020-04-20,81
ES-RI,2020-04-20,11
ES-VC,2020-04-20,40
ES-AN,2020-04-21,45
ES-AR,2020-04-21,45
ES-AS,2020-04-21,15
ES-CB,2020-04-21,10
ES-CE,2020-04-21,0
ES-CL,2020-04-21,131
ES-CM,2020-04-21,79
ES-CN,2020-04-21,7
ES-CT,2020-04-21,277
ES-EX,2020-04-21,20
ES-GA,2020-04-21,47
ES-IB,2020-04-21,10
ES-MC,2020-04-21,3
ES-MD,2020-04-21,469
ES-ML,2020-04-21,0
ES-NC,2020-04-21,11
ES-PV,2020-04-21,77
ES-RI,2020-04-21,14
ES-VC,2020-04-21,58
ES-AN,2020-04-22,30
ES-AR,2020-04-22,59
ES-AS,2020-04-22,8
ES-CB,2020-04-22,26
ES-CE,2020-04-22,1
ES-CL,2020-04-22,173
ES-CM,2020-04-22,84
ES-CN,2020-04-22,6
ES-CT,2020-04-22,383
ES-EX,2020-04-22,36
ES-GA,2020-04-22,55
ES-IB,2020-04-22,6
ES-MC,2020-04-22,2
ES-MD,2020-04-22,462
ES-ML,2020-04-22,1
ES-NC,2020-04-22,22
ES-PV,2020-04-22,55
ES-RI,2020-04-22,22
ES-VC,2020-04-22,42
ES-AN,2020-04-23,41
ES-AR,2020-04-23,20
ES-AS,2020-04-23,9
ES-CB,2020-04-23,26
ES-CE,2020-04-23,0
ES-CL,2020-04-23,91
ES-CM,2020-04-23,73
ES-CN,2020-04-23,2
ES-CT,2020-04-23,335
ES-EX,2020-04-23,19
ES-GA,2020-04-23,59
ES-IB,2020-04-23,5
ES-MC,2020-04-23,2
ES-MD,2020-04-23,356
ES-ML,2020-04-23,0
ES-NC,2020-04-23,19
ES-PV,2020-04-23,63
ES-RI,2020-04-23,13
ES-VC,2020-04-23,50
ES-AN,2020-04-24,51
ES-AR,2020-04-24,26
ES-AS,2020-04-24,16
ES-CB,2020-04-24,14
ES-CE,2020-04-24,0
ES-CL,2020-04-24,148
ES-CM,2020-04-24,52
ES-CN,2020-04-24,8
ES-CT,2020-04-24,325
ES-EX,2020-04-24,18
ES-GA,2020-04-24,41
ES-IB,2020-04-24,10
ES-MC,2020-04-24,0
ES-MD,2020-04-24,237
ES-ML,2020-04-24,1
ES-NC,2020-04-24,22
ES-PV,2020-04-24,93
ES-RI,2020-04-24,5
ES-VC,2020-04-24,45
ES-AN,2020-04-25,28
ES-AR,2020-04-25,19
ES-AS,2020-04-25,3
ES-CB,2020-04-25,13
ES-CE,2020-04-25,1
ES-CL,2020-04-25,95
ES-CM,2020-04-25,68
ES-CN,2020-04-25,4
ES-CT,2020-04-25,212
ES-EX,2020-04-25,24
ES-GA,2020-04-25,26
ES-IB,2020-04-25,11
ES-MC,2020-04-25,3
ES-MD,2020-04-25,130
ES-ML,2020-04-25,1
ES-NC,2020-04-25,23
ES-PV,2020-04-25,43
ES-RI,2020-04-25,5
ES-VC,2020-04-25,40
ES-AN,2020-04-26,20
ES-AR,2020-04-26,17
ES-AS,2020-04-26,5
ES-CB,2020-04-26,4
ES-CE,2020-04-26,0
ES-CL,2020-04-26,41
ES-CM,2020-04-26,81
ES-CN,2020-04-26,2
ES-CT,2020-04-26,169
ES-EX,2020-04-26,13
ES-GA,2020-04-26,20
ES-IB,2020-04-26,0
ES-MC,2020-04-26,3
ES-MD,2020-04-26,120
ES-ML,2020-04-26,0
ES-NC,2020-04-26,7
ES-PV,2020-04-26,32
ES-RI,2020-04-26,2
ES-VC,2020-04-26,21
ES-AN,2020-04-27,22
ES-AR,2020-04-27,28
ES-AS,2020-04-27,5
ES-CB,2020-04-27,2
ES-CE,2020-04-27,1
ES-CL,2020-04-27,56
ES-CM,2020-04-27,87
ES-CN,2020-04-27,3
ES-CT,2020-04-27,156
ES-EX,2020-04-27,14
ES-GA,2020-04-27,32
ES-IB,2020-04-27,3
ES-MC,2020-04-27,0
ES-MD,2020-04-27,202
ES-ML,2020-04-27,0
ES-NC,2020-04-27,20
ES-PV,2020-04-27,36
ES-RI,2020-04-27,4
ES-VC,2020-04-27,25
ES-AN,2020-04-28,22
ES-AR,2020-04-28,37
ES-AS,2020-04-28,10
ES-CB,2020-04-28,5
ES-CE,2020-04-28,1
ES-CL,2020-04-28,70
ES-CM,2020-04-28,83
ES-CN,2020-04-28,3
ES-CT,2020-04-28,213
ES-EX,2020-04-28,7
ES-GA,2020-04-28,23
ES-IB,2020-04-28,4
ES-MC,2020-04-28,2
ES-MD,2020-04-28,257
ES-ML,2020-04-28,0
ES-NC,2020-04-28,13
ES-PV,2020-04-28,46
ES-RI,2020-04-28,9
ES-VC,2020-04-28,46
ES-AN,2020-04-29,35
ES-AR,2020-04-29,28
ES-AS,2020-04-29,3
ES-CB,2020-04-29,4
ES-CE,2020-04-29,4
ES-CL,2020-04-29,53
ES-CM,2020-04-29,57
ES-CN,2020-04-29,4
ES-CT,2020-04-29,175
ES-EX,2020-04-29,19
ES-GA,2020-04-29,45
ES-IB,2020-04-29,3
ES-MC,2020-04-29,2
ES-MD,2020-04-29,215
ES-ML,2020-04-29,1
ES-NC,2020-04-29,19
ES-PV,2020-04-29,37
ES-RI,2020-04-29,5
ES-VC,2020-04-29,39
ES-AN,2020-04-30,24
ES-AR,2020-04-30,32
ES-AS,2020-04-30,9
ES-CB,2020-04-30,12
ES-CE,2020-04-30,0
ES-CL,2020-04-30,73
ES-CM,2020-04-30,63
ES-CN,2020-04-30,6
ES-CT,2020-04-30,215
ES-EX,2020-04-30,14
ES-GA,2020-04-30,27
ES-IB,2020-04-30,5
ES-MC,2020-04-30,1
ES-MD,2020-04-30,180
ES-ML,2020-04-30,1
ES-NC,2020-04-30,16
ES-PV,2020-04-30,32
ES-RI,2020-04-30,2
ES-VC,2020-04-30,26
ES-AN,2020-05-01,17
ES-AR,2020-05-01,15
ES-AS,2020-05-01,2
ES-CB,2020-05-01,16
ES-CE,2020-05-01,1
ES-CL,2020-05-01,58
ES-CM,2020-05-01,52
ES-CN,2020-05-01,8
ES-CT,2020-05-01,218
ES-EX,2020-05-01,25
ES-GA,2020-05-01,23
ES-IB,2020-05-01,10
ES-MC,2020-05-01,1
ES-MD,2020-05-01,185
ES-ML,2020-05-01,0
ES-NC,2020-05-01,24
ES-PV,2020-05-01,37
ES-RI,2020-05-01,1
ES-VC,2020-05-01,28
ES-AN,2020-05-02,17
ES-AR,2020-05-02,22
ES-AS,2020-05-02,3
ES-CB,2020-05-02,0
ES-CE,2020-05-02,2
ES-CL,2020-05-02,65
ES-CM,2020-05-02,45
ES-CN,2020-05-02,5
ES-CT,2020-05-02,184
ES-EX,2020-05-02,14
ES-GA,2020-05-02,23
ES-IB,2020-05-02,2
ES-MC,2020-05-02,2
ES-MD,2020-05-02,177
ES-ML,2020-05-02,0
ES-NC,2020-05-02,16
ES-PV,2020-05-02,47
ES-RI,2020-05-02,1
ES-VC,2020-05-02,36
ES-AN,2020-05-03,13
ES-AR,2020-05-03,19
ES-AS,2020-05-03,3
ES-CB,2020-05-03,3
ES-CE,2020-05-03,0
ES-CL,2020-05-03,64
ES-CM,2020-05-03,36
ES-CN,2020-05-03,0
ES-CT,2020-05-03,157
ES-EX,2020-05-03,6
ES-GA,2020-05-03,7
ES-IB,2020-05-03,4
ES-MC,2020-05-03,1
ES-MD,2020-05-03,70
ES-ML,2020-05-03,0
ES-NC,2020-05-03,9
ES-PV,2020-05-03,35
ES-RI,2020-05-03,2
ES-VC,2020-05-03,19
ES-AN,2020-05-04,23
ES-AR,2020-05-04,40
ES-AS,2020-05-04,4
ES-CB,2020-05-04,2
ES-CE,2020-05-04,0
ES-CL,2020-05-04,30
ES-CM,2020-05-04,73
ES-CN,2020-05-04,3
ES-CT,2020-05-04,152
ES-EX,2020-05-04,13
ES-GA,2020-05-04,15
ES-IB,2020-05-04,1
ES-MC,2020-05-04,4
ES-MD,2020-05-04,86
ES-ML,2020-05-04,0
ES-NC,2020-05-04,14
ES-PV,2020-05-04,22
ES-RI,2020-05-04,3
ES-VC,2020-05-04,10
ES-AN,2020-05-05,13
ES-AR,2020-05-05,8
ES-AS,2020-05-05,4
ES-CB,2020-05-05,0
ES-CE,2020-05-05,0
ES-CL,2020-05-05,14
ES-CM,2020-05-05,70
ES-CN,2020-05-05,2
ES-CT,2020-05-05,80
ES-EX,2020-05-05,3
ES-GA,2020-05-05,9
ES-IB,2020-05-05,4
ES-MC,2020-05-05,1
ES-MD,2020-05-05,51
ES-ML,2020-05-05,0
ES-NC,2020-05-05,5
ES-PV,2020-05-05,25
ES-RI,2020-05-05,0
ES-VC,2020-05-05,12
ES-AN,2020-05-06,4
ES-AR,2020-05-06,13
ES-AS,2020-05-06,4
ES-CB,2020-05-06,1
ES-CE,2020-05-06,1
ES-CL,2020-05-06,15
ES-CM,2020-05-06,80
ES-CN,2020-05-06,0
ES-CT,2020-05-06,62
ES-EX,2020-05-06,7
ES-GA,2020-05-06,16
ES-IB,2020-05-06,4
ES-MC,2020-05-06,3
ES-MD,2020-05-06,44
ES-ML,2020-05-06,0
ES-NC,2020-05-06,7
ES-PV,2020-05-06,23
ES-RI,2020-05-06,0
ES-VC,2020-05-06,14
ES-AN,2020-05-07,4
ES-AR,2020-05-07,17
ES-AS,2020-05-07,3
ES-CB,2020-05-07,0
ES-CE,2020-05-07,1
ES-CL,2020-05-07,18
ES-CM,2020-05-07,49
ES-CN,2020-05-07,0
ES-CT,2020-05-07,91
ES-EX,2020-05-07,5
ES-GA,2020-05-07,10
ES-IB,2020-05-07,2
ES-MC,2020-05-07,1
ES-MD,2020-05-07,73
