ccaa_iso,fecha,num_casos
ES-CL,2021-01-25,2613
ES-CM,2021-01-25,1764
ES-CN,2021-01-25,268
ES-CT,2021-01-25,3752
ES-EX,2021-01-25,768
ES-GA,2021-01-25,1606
ES-IB,2021-01-25,345
ES-MC,2021-01-25,1067
ES-MD,2021-01-25,5010
ES-ML,2021-01-25,70
ES-NC,2021-01-25,247
ES-PV,2021-01-25,1133
ES-RI,2021-01-25,301
ES-VC,2021-01-25,5757
ES-AN,2021-01-26,6615
ES-AR,2021-01-26,698
ES-AS,2021-01-26,539
ES-CB,2021-01-26,139
ES-CE,2021-01-26,35
ES-CL,2021-01-26,2116
ES-CM,2021-01-26,1798
ES-CN,2021-01-26,287
ES-CT,2021-01-26,3244
ES-EX,2021-01-26,735
ES-GA,2021-01-26,1430
ES-IB,2021-01-26,330
ES-MC,2021-01-26,970
ES-MD,2021-01-26,5956
ES-ML,2021-01-26,62
ES-NC,2021-01-26,206
ES-PV,2021-01-26,986
ES-RI,2021-01-26,265
ES-VC,2021-01-26,5246
ES-AN,2021-01-27,7423
ES-AR,2021-01-27,614
ES-AS,2021-01-27,440
ES-CB,2021-01-27,157
ES-CE,2021-01-27,34
ES-CL,2021-01-27,2036
ES-CM,2021-01-27,1707
ES-CN,2021-01-27,279
ES-CT,2021-01-27,3143
ES-EX,2021-01-27,595
ES-GA,2021-01-27,1396
ES-IB,2021-01-27,312
ES-MC,2021-01-27,791
ES-MD,2021-01-27,3981
ES-ML,2021-01-27,50
ES-NC,2021-01-27,233
ES-PV,2021-01-27,954
ES-RI,2021-01-27,256
ES-VC,2021-01-27,5034
ES-AN,2021-01-28,5953
ES-AR,2021-01-28,602
ES-AS,2021-01-28,343
ES-CB,2021-01-28,140
ES-CE,2021-01-28,28
ES-CL,2021-01-28,1780
ES-CM,2021-01-28,1489
ES-CN,2021-01-28,232
ES-CT,2021-01-28,3036
ES-EX,2021-01-28,533
ES-GA,2021-01-28,1328
ES-IB,2021-01-28,271
ES-MC,2021-01-28,728
ES-MD,2021-01-28,3809
ES-ML,2021-01-28,59
ES-NC,2021-01-28,256
ES-PV,2021-01-28,982
ES-RI,2021-01-28,229
ES-VC,2021-01-28,4501
ES-AN,2021-01-29,5367
ES-AR,2021-01-29,566
ES-AS,2021-01-29,453
ES-CB,2021-01-29,138
ES-CE,2021-01-29,29
ES-CL,2021-01-29,1838
ES-CM,2021-01-29,1400
ES-CN,2021-01-29,252
ES-CT,2021-01-29,2870
ES-EX,2021-01-29,523
ES-GA,2021-01-29,1277
ES-IB,2021-01-29,210
ES-MC,2021-01-29,612
ES-MD,2021-01-29,4990
ES-ML,2021-01-29,38
ES-NC,2021-01-29,207
ES-PV,2021-01-29,805
ES-RI,2021-01-29,216
ES-VC,2021-01-29,3903
ES-AN,2021-01-30,4215
ES-AR,2021-01-30,498
ES-AS,2021-01-30,442
ES-CB,2021-01-30,108
ES-CE,2021-01-30,27
ES-CL,2021-01-30,1405
ES-CM,2021-01-30,744
ES-CN,2021-01-30,227
ES-CT,2021-01-30,1863
ES-EX,2021-01-30,293
ES-GA,2021-01-30,1096
ES-IB,2021-01-30,176
ES-MC,2021-01-30,584
ES-MD,2021-01-30,3174
ES-ML,2021-01-30,59
ES-NC,2021-01-30,200
ES-PV,2021-01-30,898
ES-RI,2021-01-30,151
ES-VC,2021-01-30,3146
ES-AN,2021-01-31,2979
ES-AR,2021-01-31,373
ES-AS,2021-01-31,383
ES-CB,2021-01-31,83
ES-CE,2021-01-31,36
ES-CL,2021-01-31,995
ES-CM,2021-01-31,643
ES-CN,2021-01-31,227
ES-CT,2021-01-31,1524
ES-EX,2021-01-31,212
ES-GA,2021-01-31,866
ES-IB,2021-01-31,87
ES-MC,2021-01-31,308
ES-MD,2021-01-31,2408
ES-ML,2021-01-31,35
ES-NC,2021-01-31,150
ES-PV,2021-01-31,906
ES-RI,2021-01-31,73
ES-VC,2021-01-31,1998
ES-AN,2021-02-01,4498
ES-AR,2021-02-01,588
ES-AS,2021-02-01,444
ES-CB,2021-02-01,109
ES-CE,2021-02-01,40
ES-CL,2021-02-01,1494
ES-CM,2021-02-01,1001
ES-CN,2021-02-01,225
ES-CT,2021-02-01,2975
ES-EX,2021-02-01,324
ES-GA,2021-02-01,1027
ES-IB,2021-02-01,348
ES-MC,2021-02-01,487
ES-MD,2021-02-01,3822
ES-ML,2021-02-01,50
ES-NC,2021-02-01,216
ES-PV,2021-02-01,889
ES-RI,2021-02-01,118
ES-VC,2021-02-01,3053
ES-AN,2021-02-02,4076
ES-AR,2021-02-02,524
ES-AS,2021-02-02,416
ES-CB,2021-02-02,123
ES-CE,2021-02-02,32
ES-CL,2021-02-02,1224
ES-CM,2021-02-02,1008
ES-CN,2021-02-02,227
ES-CT,2021-02-02,2648
ES-EX,2021-02-02,282
ES-GA,2021-02-02,905
ES-IB,2021-02-02,322
ES-MC,2021-02-02,478
ES-MD,2021-02-02,4342
ES-ML,2021-02-02,35
ES-NC,2021-02-02,159
ES-PV,2021-02-02,881
ES-RI,2021-02-02,165
ES-VC,2021-02-02,2851
ES-AN,2021-02-03,4018
ES-AR,2021-02-03,461
ES-AS,2021-02-03,282
ES-CB,2021-02-03,81
ES-CE,2021-02-03,29
ES-CL,2021-02-03,1221
ES-CM,2021-02-03,898
ES-CN,2021-02-03,186
ES-CT,2021-02-03,2338
ES-EX,2021-02-03,244
ES-GA,2021-02-03,848
ES-IB,2021-02-03,254
ES-MC,2021-02-03,453
ES-MD,2021-02-03,2955
ES-ML,2021-02-03,39
ES-NC,2021-02-03,183
ES-PV,2021-02-03,726
ES-RI,2021-02-03,121
ES-VC,2021-02-03,2583
ES-AN,2021-02-04,3518
ES-AR,2021-02-04,467
ES-AS,2021-02-04,268
ES-CB,2021-02-04,123
ES-CE,2021-02-04,21
ES-CL,2021-02-04,1049
ES-CM,2021-02-04,668
ES-CN,2021-02-04,190
ES-CT,2021-02-04,2230
ES-EX,2021-02-04,212
ES-GA,2021-02-04,739
ES-IB,2021-02-04,165
ES-MC,2021-02-04,334
ES-MD,2021-02-04,2682
ES-ML,2021-02-04,40
ES-NC,2021-02-04,135
ES-PV,2021-02-04,675
ES-RI,2021-02-04,100
ES-VC,2021-02-04,2135
ES-AN,2021-02-05,3380
ES-AR,2021-02-05,449
ES-AS,2021-02-05,230
ES-CB,2021-02-05,81
ES-CE,2021-02-05,46
ES-CL,2021-02-05,1001
ES-CM,2021-02-05,655
ES-CN,2021-02-05,215
ES-CT,2021-02-05,2136
ES-EX,2021-02-05,199
ES-GA,2021-02-05,685
ES-IB,2021-02-05,137
ES-MC,2021-02-05,283
ES-MD,2021-02-05,3475
ES-ML,2021-02-05,55
ES-NC,2021-02-05,146
ES-PV,2021-02-05,682
ES-RI,2021-02-05,77
ES-VC,2021-02-05,1962
ES-AN,2021-02-06,2471
ES-AR,2021-02-06,288
ES-AS,2021-02-06,270
ES-CB,2021-02-06,84
ES-CE,2021-02-06,31
ES-CL,2021-02-06,686
ES-CM,2021-02-06,419
ES-CN,2021-02-06,199
ES-CT,2021-02-06,1359
ES-EX,2021-02-06,140
ES-GA,2021-02-06,598
ES-IB,2021-02-06,115
ES-MC,2021-02-06,287
ES-MD,2021-02-06,2081
ES-ML,2021-02-06,33
ES-NC,2021-02-06,110
ES-PV,2021-02-06,670
ES-RI,2021-02-06,49
ES-VC,2021-02-06,1356
ES-AN,2021-02-07,1651
ES-AR,2021-02-07,262
ES-AS,2021-02-07,279
ES-CB,2021-02-07,60
ES-CE,2021-02-07,23
ES-CL,2021-02-07,522
ES-CM,2021-02-07,281
ES-CN,2021-02-07,211
ES-CT,2021-02-07,1154
ES-EX,2021-02-07,84
ES-GA,2021-02-07,445
ES-IB,2021-02-07,87
ES-MC,2021-02-07,155
ES-MD,2021-02-07,1502
ES-ML,2021-02-07,26
ES-NC,2021-02-07,92
ES-PV,2021-02-07,647
ES-RI,2021-02-07,47
ES-VC,2021-02-07,772
ES-AN,2021-02-08,2327
ES-AR,2021-02-08,368
ES-AS,2021-02-08,252
ES-CB,2021-02-08,114
ES-CE,2021-02-08,22
ES-CL,2021-02-08,733
ES-CM,2021-02-08,492
ES-CN,2021-02-08,191
ES-CT,2021-02-08,2114
ES-EX,2021-02-08,165
ES-GA,2021-02-08,606
ES-IB,2021-02-08,149
ES-MC,2021-02-08,228
ES-MD,2021-02-08,2622
ES-ML,2021-02-08,33
ES-NC,2021-02-08,108
ES-PV,2021-02-08,611
ES-RI,2021-02-08,40
ES-VC,2021-02-08,1296
ES-AN,2021-02-09,2445
ES-AR,2021-02-09,347
ES-AS,2021-02-09,214
ES-CB,2021-02-09,82
ES-CE,2021-02-09,32
ES-CL,2021-02-09,645
ES-CM,2021-02-09,403
ES-CN,2021-02-09,194
ES-CT,2021-02-09,1852
ES-EX,2021-02-09,92
ES-GA,2021-02-09,518
ES-IB,2021-02-09,145
ES-MC,2021-02-09,245
ES-MD,2021-02-09,2657
ES-ML,2021-02-09,28
ES-NC,2021-02-09,83
ES-PV,2021-02-09,604
ES-RI,2021-02-09,40
ES-VC,2021-02-09,1245
ES-AN,2021-02-10,2291
ES-AR,2021-02-10,327
ES-AS,2021-02-10,200
ES-CB,2021-02-10,74
ES-CE,2021-02-10,26
ES-CL,2021-02-10,607
ES-CM,2021-02-10,368
ES-CN,2021-02-10,190
ES-CT,2021-02-10,1702
ES-EX,2021-02-10,124
ES-GA,2021-02-10,560
ES-IB,2021-02-10,126
ES-MC,2021-02-10,190
ES-MD,2021-02-10,2098
ES-ML,2021-02-10,27
ES-NC,2021-02-10,88
ES-PV,2021-02-10,483
ES-RI,2021-02-10,35
ES-VC,2021-02-10,1037
ES-AN,2021-02-11,1983
ES-AR,2021-02-11,245
ES-AS,2021-02-11,145
ES-CB,2021-02-11,79
ES-CE,2021-02-11,19
ES-CL,2021-02-11,498
ES-CM,2021-02-11,299
ES-CN,2021-02-11,195
ES-CT,2021-02-11,1627
ES-EX,2021-02-11,129
ES-GA,2021-02-11,479
ES-IB,2021-02-11,98
ES-MC,2021-02-11,159
ES-MD,2021-02-11,1626
ES-ML,2021-02-11,33
ES-NC,2021-02-11,80
ES-PV,2021-02-11,496
ES-RI,2021-02-11,43
ES-VC,2021-02-11,976
ES-AN,2021-02-12,1961
ES-AR,2021-02-12,277
ES-AS,2021-02-12,133
ES-CB,2021-02-12,82
ES-CE,2021-02-12,17
ES-CL,2021-02-12,506
ES-CM,2021-02-12,301
ES-CN,2021-02-12,178
ES-CT,2021-02-12,1724
ES-EX,2021-02-12,67
ES-GA,2021-02-12,402
ES-IB,2021-02-12,108
ES-MC,2021-02-12,216
ES-MD,2021-02-12,2176
ES-ML,2021-02-12,45
ES-NC,2021-02-12,59
ES-PV,2021-02-12,438
ES-RI,2021-02-12,31
ES-VC,2021-02-12,885
ES-AN,2021-02-13,1315
ES-AR,2021-02-13,193
ES-AS,2021-02-13,163
ES-CB,2021-02-13,46
ES-CE,2021-02-13,22
ES-CL,2021-02-13,383
ES-CM,2021-02-13,182
ES-CN,2021-02-13,152
ES-CT,2021-02-13,1191
ES-EX,2021-02-13,96
ES-GA,2021-02-13,366
ES-IB,2021-02-13,73
ES-MC,2021-02-13,133
ES-MD,2021-02-13,1425
ES-ML,2021-02-13,12
ES-NC,2021-02-13,55
ES-PV,2021-02-13,413
ES-RI,2021-02-13,27
ES-VC,2021-02-13,635
ES-AN,2021-02-14,1034
ES-AR,2021-02-14,156
ES-AS,2021-02-14,191
ES-CB,2021-02-14,59
ES-CE,2021-02-14,11
ES-CL,2021-02-14,254
ES-CM,2021-02-14,132
ES-CN,2021-02-14,143
ES-CT,2021-02-14,1066
ES-EX,2021-02-14,34
ES-GA,2021-02-14,353
ES-IB,2021-02-14,107
ES-MC,2021-02-14,85
ES-MD,2021-02-14,1108
ES-ML,2021-02-14,18
ES-NC,2021-02-14,53
ES-PV,2021-02-14,479
ES-RI,2021-02-14,25
ES-VC,2021-02-14,394
ES-AN,2021-02-15,1366
ES-AR,2021-02-15,261
ES-AS,2021-02-15,192
ES-CB,2021-02-15,95
ES-CE,2021-02-15,23
ES-CL,2021-02-15,412
ES-CM,2021-02-15,247
ES-CN,2021-02-15,125
ES-CT,2021-02-15,1754
ES-EX,2021-02-15,86
ES-GA,2021-02-15,365
ES-IB,2021-02-15,96
ES-MC,2021-02-15,129
ES-MD,2021-02-15,1986
ES-ML,2021-02-15,21
ES-NC,2021-02-15,64
ES-PV,2021-02-15,448
ES-RI,2021-02-15,25
ES-VC,2021-02-15,673
ES-AN,2021-02-16,1498
ES-AR,2021-02-16,230
ES-AS,2021-02-16,162
ES-CB,2021-02-16,58
ES-CE,2021-02-16,23
ES-CL,2021-02-16,384
ES-CM,2021-02-16,219
ES-CN,2021-02-16,182
ES-CT,2021-02-16,1731
ES-EX,2021-02-16,49
ES-GA,2021-02-16,325
ES-IB,2021-02-16,77
ES-MC,2021-02-16,156
ES-MD,2021-02-16,1819
ES-ML,2021-02-16,32
ES-NC,2021-02-16,73
ES-PV,2021-02-16,445
ES-RI,2021-02-16,16
ES-VC,2021-02-16,612
ES-AN,2021-02-17,1259
ES-AR,2021-02-17,204
ES-AS,2021-02-17,142
ES-CB,2021-02-17,51
ES-CE,2021-02-17,18
ES-CL,2021-02-17,370
ES-CM,2021-02-17,208
ES-CN,2021-02-17,162
ES-CT,2021-02-17,1622
ES-EX,2021-02-17,34
ES-GA,2021-02-17,306
ES-IB,2021-02-17,84
ES-MC,2021-02-17,135
ES-MD,2021-02-17,1552
ES-ML,2021-02-17,21
ES-NC,2021-02-17,58
ES-PV,2021-02-17,361
ES-RI,2021-02-17,19
ES-VC,2021-02-17,519
ES-AN,2021-02-18,1114
ES-AR,2021-02-18,184
ES-AS,2021-02-18,116
ES-CB,2021-02-18,80
ES-CE,2021-02-18,8
ES-CL,2021-02-18,310
ES-CM,2021-02-18,180
ES-CN,2021-02-18,153
ES-CT,2021-02-18,1613
ES-EX,2021-02-18,49
ES-GA,2021-02-18,308
ES-IB,2021-02-18,69
ES-MC,2021-02-18,115
ES-MD,2021-02-18,1343
ES-ML,2021-02-18,16
ES-NC,2021-02-18,78
ES-PV,2021-02-18,368
ES-RI,2021-02-18,21
ES-VC,2021-02-18,411
ES-AN,2021-02-19,1075
ES-AR,2021-02-19,193
ES-AS,2021-02-19,122
ES-CB,2021-02-19,54
ES-CE,2021-02-19,13
ES-CL,2021-02-19,374
ES-CM,2021-02-19,176
ES-CN,2021-02-19,162
ES-CT,2021-02-19,1443
ES-EX,2021-02-19,65
ES-GA,2021-02-19,250
ES-IB,2021-02-19,55
ES-MC,2021-02-19,127
ES-MD,2021-02-19,1528
ES-ML,2021-02-19,29
ES-NC,2021-02-19,55
ES-PV,2021-02-19,410
ES-RI,2021-02-19,20
ES-VC,2021-02-19,422
ES-AN,2021-02-20,870
ES-AR,2021-02-20,162
ES-AS,2021-02-20,151
ES-CB,2021-02-20,53
ES-CE,2021-02-20,6
ES-CL,2021-02-20,250
ES-CM,2021-02-20,114
ES-CN,2021-02-20,177
ES-CT,2021-02-20,1115
ES-EX,2021-02-20,43
ES-GA,2021-02-20,252
ES-IB,2021-02-20,51
ES-MC,2021-02-20,96
ES-MD,2021-02-20,1138
ES-ML,2021-02-20,20
ES-NC,2021-02-20,55
ES-PV,2021-02-20,357
ES-RI,2021-02-20,7
ES-VC,2021-02-20,347
ES-AN,2021-02-21,561
ES-AR,2021-02-21,126
ES-AS,2021-02-21,151
ES-CB,2021-02-21,39
ES-CE,2021-02-21,14
ES-CL,2021-02-21,196
ES-CM,2021-02-21,86
ES-CN,2021-02-21,163
ES-CT,2021-02-21,928
ES-EX,2021-02-21,36
ES-GA,2021-02-21,205
ES-IB,2021-02-21,42
ES-MC,2021-02-21,66
ES-MD,2021-02-21,1021
ES-ML,2021-02-21,17
ES-NC,2021-02-21,65
ES-PV,2021-02-21,334
ES-RI,2021-02-21,11
ES-VC,2021-02-21,224
ES-AN,2021-02-22,980
ES-AR,2021-02-22,192
ES-AS,2021-02-22,142
ES-CB,2021-02-22,55
ES-CE,2021-02-22,7
ES-CL,2021-02-22,320
ES-CM,2021-02-22,147
ES-CN,2021-02-22,181
ES-CT,2021-02-22,1684
ES-EX,2021-02-22,29
ES-GA,2021-02-22,269
ES-IB,2021-02-22,58
ES-MC,2021-02-22,101
ES-MD,2021-02-22,1501
ES-ML,2021-02-22,20
ES-NC,2021-02-22,62
ES-PV,2021-02-22,360
ES-RI,2021-02-22,18
ES-VC,2021-02-22,326
ES-AN,2021-02-23,1046
ES-AR,2021-02-23,180
ES-AS,2021-02-23,165
ES-CB,2021-02-23,47
ES-CE,2021-02-23,21
ES-CL,2021-02-23,271
ES-CM,2021-02-23,160
ES-CN,2021-02-23,184
ES-CT,2021-02-23,1585
ES-EX,2021-02-23,43
ES-GA,2021-02-23,238
ES-IB,2021-02-23,54
ES-MC,2021-02-23,119
ES-MD,2021-02-23,1388
ES-ML,2021-02-23,27
ES-NC,2021-02-23,68
ES-PV,2021-02-23,317
ES-RI,2021-02-23,21
ES-VC,2021-02-23,356
ES-AN,2021-02-24,916
ES-AR,2021-02-24,154
ES-AS,2021-02-24,112
ES-CB,2021-02-24,53
ES-CE,2021-02-24,12
ES-CL,2021-02-24,230
ES-CM,2021-02-24,140
ES-CN,2021-02-24,180
ES-CT,2021-02-24,1410
ES-EX,2021-02-24,43
ES-GA,2021-02-24,231
ES-IB,2021-02-24,40
ES-MC,2021-02-24,83
ES-MD,2021-02-24,1211
ES-ML,2021-02-24,18
ES-NC,2021-02-24,80
ES-PV,2021-02-24,298
ES-RI,2021-02-24,15
ES-VC,2021-02-24,284
ES-AN,2021-02-25,805
ES-AR,2021-02-25,171
ES-AS,2021-02-25,103
ES-CB,2021-02-25,44
ES-CE,2021-02-25,13
ES-CL,2021-02-25,226
ES-CM,2021-02-25,192
ES-CN,2021-02-25,177
ES-CT,2021-02-25,1248
ES-EX,2021-02-25,36
ES-GA,2021-02-25,228
ES-IB,2021-02-25,48
ES-MC,2021-02-25,87
ES-MD,2021-02-25,1068
ES-ML,2021-02-25,16
ES-NC,2021-02-25,47
ES-PV,2021-02-25,280
ES-RI,2021-02-25,13
ES-VC,2021-02-25,287
ES-AN,2021-02-26,924
ES-AR,2021-02-26,163
ES-AS,2021-02-26,151
ES-CB,2021-02-26,47
ES-CE,2021-02-26,30
ES-CL,2021-02-26,257
ES-CM,2021-02-26,164
ES-CN,2021-02-26,164
ES-CT,2021-02-26,1263
ES-EX,2021-02-26,37
ES-GA,2021-02-26,195
ES-IB,2021-02-26,32
ES-MC,2021-02-26,90
ES-MD,2021-02-26,1248
ES-ML,2021-02-26,37
ES-NC,2021-02-26,46
ES-PV,2021-02-26,365
ES-RI,2021-02-26,16
ES-VC,2021-02-26,290
ES-AN,2021-02-27,699
ES-AR,2021-02-27,133
ES-AS,2021-02-27,147
ES-CB,2021-02-27,27
ES-CE,2021-02-27,11
ES-CL,2021-02-27,175
ES-CM,2021-02-27,133
ES-CN,2021-02-27,172
ES-CT,2021-02-27,901
ES-EX,2021-02-27,25
ES-GA,2021-02-27,163
ES-IB,2021-02-27,26
ES-MC,2021-02-27,61
ES-MD,2021-02-27,980
ES-ML,2021-02-27,16
ES-NC,2021-02-27,42
ES-PV,2021-02-27,242
ES-RI,2021-02-27,11
ES-VC,2021-02-27,179
ES-AN,2021-02-28,592
ES-AR,2021-02-28,128
ES-AS,2021-02-28,130
ES-CB,2021-02-28,42
ES-CE,2021-02-28,11
ES-CL,2021-02-28,156
ES-CM,2021-02-28,73
ES-CN,2021-02-28,138
ES-CT,2021-02-28,792
ES-EX,2021-02-28,21
ES-GA,2021-02-28,107
ES-IB,2021-02-28,15
ES-MC,2021-02-28,68
ES-MD,2021-02-28,955
ES-ML,2021-02-28,20
ES-NC,2021-02-28,59
ES-PV,2021-02-28,272
ES-RI,2021-02-28,21
ES-VC,2021-02-28,144
ES-AN,2021-03-01,742
ES-AR,2021-03-01,156
ES-AS,2021-03-01,161
ES-CB,2021-03-01,56
ES-CE,2021-03-01,65
ES-CL,2021-03-01,280
ES-CM,2021-03-01,131
ES-CN,2021-03-01,180
ES-CT,2021-03-01,1545
ES-EX,2021-03-01,40
ES-GA,2021-03-01,155
ES-IB,2021-03-01,48
ES-MC,2021-03-01,90
ES-MD,2021-03-01,1290
ES-ML,2021-03-01,34
ES-NC,2021-03-01,59
ES-PV,2021-03-01,338
ES-RI,2021-03-01,31
ES-VC,2021-03-01,241
ES-AN,2021-03-02,826
ES-AR,2021-03-02,159
ES-AS,2021-03-02,141
ES-CB,2021-03-02,42
ES-CE,2021-03-02,20
ES-CL,2021-03-02,184
ES-CM,2021-03-02,153
ES-CN,2021-03-02,194
ES-CT,2021-03-02,1353
ES-EX,2021-03-02,34
ES-GA,2021-03-02,171
ES-IB,2021-03-02,87
ES-MC,2021-03-02,93
ES-MD,2021-03-02,1228
ES-ML,2021-03-02,30
ES-NC,2021-03-02,60
ES-PV,2021-03-02,276
ES-RI,2021-03-02,18
ES-VC,2021-03-02,212
ES-AN,2021-03-03,992
ES-AR,2021-03-03,132
ES-AS,2021-03-03,144
ES-CB,2021-03-03,39
ES-CE,2021-03-03,15
ES-CL,2021-03-03,205
ES-CM,2021-03-03,155
ES-CN,2021-03-03,195
ES-CT,2021-03-03,1252
ES-EX,2021-03-03,26
ES-GA,2021-03-03,178
ES-IB,2021-03-03,49
ES-MC,2021-03-03,76
ES-MD,2021-03-03,1130
ES-ML,2021-03-03,32
ES-NC,2021-03-03,59
ES-PV,2021-03-03,276
ES-RI,2021-03-03,18
ES-VC,2021-03-03,266
ES-AN,2021-03-04,926
ES-AR,2021-03-04,140
ES-AS,2021-03-04,132
ES-CB,2021-03-04,34
ES-CE,2021-03-04,14
ES-CL,2021-03-04,227
ES-CM,2021-03-04,135
ES-CN,2021-03-04,191
ES-CT,2021-03-04,1024
ES-EX,2021-03-04,26
ES-GA,2021-03-04,156
ES-IB,2021-03-04,45
ES-MC,2021-03-04,95
ES-MD,2021-03-04,1007
ES-ML,2021-03-04,29
ES-NC,2021-03-04,57
ES-PV,2021-03-04,216
ES-RI,2021-03-04,16
ES-VC,2021-03-04,188
ES-AN,2021-03-05,861
ES-AR,2021-03-05,130
ES-AS,2021-03-05,105
ES-CB,2021-03-05,34
ES-CE,2021-03-05,7
ES-CL,2021-03-05,213
ES-CM,2021-03-05,131
ES-CN,2021-03-05,205
ES-CT,2021-03-05,1189
ES-EX,2021-03-05,31
ES-GA,2021-03-05,155
ES-IB,2021-03-05,28
ES-MC,2021-03-05,72
ES-MD,2021-03-05,1235
ES-ML,2021-03-05,35
ES-NC,2021-03-05,59
ES-PV,2021-03-05,302
ES-RI,2021-03-05,11
ES-VC,2021-03-05,178
ES-AN,2021-03-06,686
ES-AR,2021-03-06,120
ES-AS,2021-03-06,98
ES-CB,2021-03-06,30
ES-CE,2021-03-06,8
ES-CL,2021-03-06,148
ES-CM,2021-03-06,109
ES-CN,2021-03-06,223
ES-CT,2021-03-06,835
ES-EX,2021-03-06,32
ES-GA,2021-03-06,112
ES-IB,2021-03-06,44
ES-MC,2021-03-06,78
ES-MD,2021-03-06,923
ES-ML,2021-03-06,25
ES-NC,2021-03-06,71
ES-PV,2021-03-06,269
ES-RI,2021-03-06,10
ES-VC,2021-03-06,149
ES-AN,2021-03-07,546
ES-AR,2021-03-07,100
ES-AS,2021-03-07,104
ES-CB,2021-03-07,46
ES-CE,2021-03-07,10
ES-CL,2021-03-07,140
ES-CM,2021-03-07,94
ES-CN,2021-03-07,165
ES-CT,2021-03-07,755
ES-EX,2021-03-07,37
ES-GA,2021-03-07,92
ES-IB,2021-03-07,31
ES-MC,2021-03-07,37
ES-MD,2021-03-07,913
ES-ML,2021-03-07,10
ES-NC,2021-03-07,56
ES-PV,2021-03-07,280
ES-RI,2021-03-07,16
ES-VC,2021-03-07,117
ES-AN,2021-03-08,866
ES-AR,2021-03-08,148
ES-AS,2021-03-08,144
ES-CB,2021-03-08,34
ES-CE,2021-03-08,13
ES-CL,2021-03-08,219
ES-CM,2021-03-08,123
ES-CN,2021-03-08,224
ES-CT,2021-03-08,1291
ES-EX,2021-03-08,38
ES-GA,2021-03-08,159
ES-IB,2021-03-08,30
ES-MC,2021-03-08,90
ES-MD,2021-03-08,1318
ES-ML,2021-03-08,30
ES-NC,2021-03-08,55
ES-PV,2021-03-08,305
ES-RI,2021-03-08,17
ES-VC,2021-03-08,136
ES-AN,2021-03-09,878
ES-AR,2021-03-09,125
ES-AS,2021-03-09,146
ES-CB,2021-03-09,38
ES-CE,2021-03-09,13
ES-CL,2021-03-09,192
ES-CM,2021-03-09,120
ES-CN,2021-03-09,198
ES-CT,2021-03-09,1161
ES-EX,2021-03-09,73
ES-GA,2021-03-09,140
ES-IB,2021-03-09,48
ES-MC,2021-03-09,51
ES-MD,2021-03-09,1284
ES-ML,2021-03-09,32
ES-NC,2021-03-09,65
ES-PV,2021-03-09,284
ES-RI,2021-03-09,19
ES-VC,2021-03-09,161
ES-AN,2021-03-10,833
ES-AR,2021-03-10,117
ES-AS,2021-03-10,106
ES-CB,2021-03-10,44
ES-CE,2021-03-10,18
ES-CL,2021-03-10,191
ES-CM,2021-03-10,169
ES-CN,2021-03-10,213
ES-CT,2021-03-10,1204
ES-EX,2021-03-10,51
ES-GA,2021-03-10,161
ES-IB,2021-03-10,36
ES-MC,2021-03-10,83
ES-MD,2021-03-10,1142
ES-ML,2021-03-10,38
ES-NC,2021-03-10,63
ES-PV,2021-03-10,306
ES-RI,2021-03-10,21
ES-VC,2021-03-10,140
ES-AN,2021-03-11,755
ES-AR,2021-03-11,133
ES-AS,2021-03-11,114
ES-CB,2021-03-11,34
ES-CE,2021-03-11,15
ES-CL,2021-03-11,189
ES-CM,2021-03-11,122
ES-CN,2021-03-11,216
ES-CT,2021-03-11,1126
ES-EX,2021-03-11,68
ES-GA,2021-03-11,185
ES-IB,2021-03-11,38
ES-MC,2021-03-11,69
ES-MD,2021-03-11,1054
ES-ML,2021-03-11,37
ES-NC,2021-03-11,65
ES-PV,2021-03-11,279
ES-RI,2021-03-11,18
ES-VC,2021-03-11,154
ES-AN,2021-03-12,896
ES-AR,2021-03-12,108
ES-AS,2021-03-12,108
ES-CB,2021-03-12,51
ES-CE,2021-03-12,19
ES-CL,2021-03-12,226
ES-CM,2021-03-12,119
ES-CN,2021-03-12,241
ES-CT,2021-03-12,1187
ES-EX,2021-03-12,88
ES-GA,2021-03-12,140
ES-IB,2021-03-12,42
ES-MC,2021-03-12,62
ES-MD,2021-03-12,1246
ES-ML,2021-03-12,29
ES-NC,2021-03-12,72
ES-PV,2021-03-12,325
ES-RI,2021-03-12,22
ES-VC,2021-03-12,131
ES-AN,2021-03-13,654
ES-AR,2021-03-13,114
ES-AS,2021-03-13,148
ES-CB,2021-03-13,37
ES-CE,2021-03-13,16
ES-CL,2021-03-13,142
ES-CM,2021-03-13,108
ES-CN,2021-03-13,201
ES-CT,2021-03-13,911
ES-EX,2021-03-13,57
ES-GA,2021-03-13,128
ES-IB,2021-03-13,31
ES-MC,2021-03-13,71
ES-MD,2021-03-13,962
ES-ML,2021-03-13,28
ES-NC,2021-03-13,60
ES-PV,2021-03-13,297
ES-RI,2021-03-13,9
ES-VC,2021-03-13,89
ES-AN,2021-03-14,555
ES-AR,2021-03-14,86
ES-AS,2021-03-14,123
ES-CB,2021-03-14,37
ES-CE,2021-03-14,12
ES-CL,2021-03-14,144
ES-CM,2021-03-14,86
ES-CN,2021-03-14,164
ES-CT,2021-03-14,784
ES-EX,2021-03-14,50
ES-GA,2021-03-14,114
ES-IB,2021-03-14,36
ES-MC,2021-03-14,40
ES-MD,2021-03-14,936
