fecha,cod_ine,CCAA,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,ccaa_iso
2021-09-24,4,Baleares,1570785,129.26,843512.0,818661.0,67.37,ES-IB
2021-09-27,4,Baleares,1572911,129.44,844590.0,820127.0,67.49,ES-IB
2021-09-28,4,Baleares,1575684,129.67,845231.0,822552.0,67.69,ES-IB
2021-09-29,4,Baleares,1577773,129.84,845967.0,824220.0,67.83,ES-IB
2021-09-30,4,Baleares,1578890,129.93,846587.0,824886.0,67.88,ES-IB
2021-10-01,4,Baleares,1580474,130.06,847017.0,826194.0,67.99,ES-IB
2021-10-04,4,Baleares,1581683,130.16,847577.0,826997.0,68.06,ES-IB
2021-10-05,4,Baleares,1583287,130.29,847965.0,828316.0,68.16,ES-IB
2021-10-06,4,Baleares,1584533,130.4,848373.0,829278.0,68.24,ES-IB
2021-10-07,4,Baleares,1586235,130.54,849656.0,829982.0,68.3,ES-IB
2021-10-08,4,Baleares,1587474,130.64,850017.0,830974.0,68.38,ES-IB
2021-10-11,4,Baleares,1588647,130.73,850545.0,831763.0,68.45,ES-IB
2021-10-13,4,Baleares,1590620,130.9,851037.0,833391.0,68.58,ES-IB
2021-10-14,4,Baleares,1597167,131.44,852554.0,834289.0,68.66,ES-IB
2021-10-15,4,Baleares,1597772,131.49,852811.0,834662.0,68.69,ES-IB
2021-10-18,4,Baleares,1599036,131.59,853205.0,835294.0,68.74,ES-IB
2021-10-19,4,Baleares,1599599,131.64,853451.0,835539.0,68.76,ES-IB
2021-10-20,4,Baleares,1600506,131.71,853651.0,836118.0,68.81,ES-IB
2021-10-21,4,Baleares,1603409,131.95,854963.0,837122.0,68.89,ES-IB
2021-10-22,4,Baleares,1604156,132.01,855215.0,837532.0,68.92,ES-IB
2021-10-25,4,Baleares,1605357,132.11,855619.0,838207.0,68.98,ES-IB
2021-10-26,4,Baleares,1606091,132.17,855941.0,838647.0,69.01,ES-IB
2021-10-27,4,Baleares,1606667,132.22,856202.0,838992.0,69.04,ES-IB
2021-10-28,4,Baleares,1609341,132.44,857354.0,840344.0,69.15,ES-IB
2021-10-30,4,Baleares,1609925,132.49,857609.0,840618.0,69.18,ES-IB
2021-11-02,4,Baleares,1610000,132.49,857609.0,840618.0,69.18,ES-IB
2021-11-03,4,Baleares,1611567,132.62,858327.0,841565.0,69.25,ES-IB
2021-11-04,4,Baleares,1613907,132.81,859214.0,842976.0,69.37,ES-IB
2021-11-05,4,Baleares,1614465,132.86,859469.0,843260.0,69.39,ES-IB
2021-11-08,4,Baleares,1615210,132.92,859888.0,843635.0,69.43,ES-IB
2021-11-10,4,Baleares,1630352,134.17,860419.0,844140.0,69.47,ES-IB
2021-11-11,4,Baleares,1638116,134.81,861048.0,845202.0,69.55,ES-IB
2021-11-12,4,Baleares,1645688,135.43,861343.0,845481.0,69.58,ES-IB
2021-11-15,4,Baleares,1663074,136.86,861847.0,845883.0,69.61,ES-IB
2021-11-16,4,Baleares,1670003,137.43,862154.0,846209.0,69.64,ES-IB
2021-11-17,4,Baleares,1676099,137.93,862431.0,846462.0,69.66,ES-IB
2021-11-18,4,Baleares,1682803,138.48,863330.0,847481.0,69.74,ES-IB
2021-11-19,4,Baleares,1688407,138.94,863675.0,847769.0,69.77,ES-IB
2021-11-22,4,Baleares,1699016,139.82,864323.0,848311.0,69.81,ES-IB
2021-11-23,4,Baleares,1703536,140.19,864768.0,848568.0,69.83,ES-IB
2021-11-24,4,Baleares,1707302,140.5,865094.0,848854.0,69.85,ES-IB
2021-11-25,4,Baleares,1712591,140.93,866539.0,849855.0,69.94,ES-IB
2021-11-26,4,Baleares,1720490,141.58,866823.0,849945.0,69.94,ES-IB
2021-11-29,4,Baleares,1721463,141.66,867240.0,850069.0,69.95,ES-IB
2021-11-30,4,Baleares,1728802,142.27,868347.0,850916.0,70.02,ES-IB
2021-12-01,4,Baleares,1730682,142.42,868933.0,851199.0,70.05,ES-IB
2021-12-02,4,Baleares,1736618,142.91,870994.0,853665.0,70.25,ES-IB
2021-12-03,4,Baleares,1738495,143.07,871614.0,853977.0,70.28,ES-IB
2021-12-07,4,Baleares,1743104,143.44,873435.0,854818.0,70.35,ES-IB
2021-12-09,4,Baleares,1745730,143.66,874564.0,855408.0,70.39,ES-IB
2021-12-10,4,Baleares,1748168,143.86,875548.0,855954.0,70.44,ES-IB
2021-12-13,4,Baleares,1800681,148.18,876818.0,856533.0,70.49,ES-IB
2021-12-14,4,Baleares,1800699,148.18,876835.0,856526.0,70.49,ES-IB
2021-12-15,4,Baleares,1808459,148.82,877393.0,856803.0,70.51,ES-IB
2021-12-16,4,Baleares,1817838,149.59,879050.0,858867.0,70.68,ES-IB
2021-12-17,4,Baleares,1824148,150.11,879561.0,859090.0,70.7,ES-IB
2021-12-20,4,Baleares,1838287,151.28,884604.0,859586.0,70.74,ES-IB
2021-12-21,4,Baleares,1846783,151.98,886359.0,860139.0,70.78,ES-IB
2021-12-22,4,Baleares,1856475,152.77,887699.0,860685.0,70.83,ES-IB
2021-12-23,4,Baleares,1863408,153.34,890343.0,862502.0,70.98,ES-IB
2021-12-27,4,Baleares,1872577,154.1,891887.0,862951.0,71.01,ES-IB
2021-12-28,4,Baleares,1883542,155.0,893409.0,863454.0,71.06,ES-IB
2021-12-29,4,Baleares,1893798,155.85,894560.0,863615.0,71.07,ES-IB
2021-12-30,4,Baleares,1837833,151.24,897043.0,864235.0,71.12,ES-IB
2022-01-03,4,Baleares,1844983,151.83,898719.0,866963.0,71.34,ES-IB
2022-01-04,4,Baleares,1850670,152.3,899901.0,867533.0,71.39,ES-IB
2022-01-05,4,Baleares,1856630,152.79,901206.0,868328.0,71.46,ES-IB
2022-01-07,4,Baleares,1859220,153.0,901873.0,869080.0,71.52,ES-IB
2022-01-10,4,Baleares,1870791,153.95,906293.0,870699.0,71.65,ES-IB
2022-01-11,4,Baleares,1876516,154.42,907451.0,871141.0,71.69,ES-IB
2022-01-12,4,Baleares,1882467,154.91,908649.0,871579.0,71.72,ES-IB
2022-01-13,4,Baleares,1889278,155.47,910973.0,873325.0,71.87,ES-IB
2022-01-14,4,Baleares,1895032,155.95,912323.0,873704.0,71.9,ES-IB
2022-01-17,4,Baleares,1905249,156.79,915871.0,874229.0,71.94,ES-IB
2022-01-18,4,Baleares,1909394,157.13,916561.0,874495.0,71.96,ES-IB
2022-01-19,4,Baleares,1914708,157.57,917228.0,874736.0,71.98,ES-IB
2022-01-20,4,Baleares,1914708,157.57,917228.0,874736.0,71.98,ES-IB
2022-01-21,4,Baleares,1918934,157.91,917969.0,874930.0,72.0,ES-IB
2022-01-24,4,Baleares,1928573,158.71,920078.0,875166.0,72.02,ES-IB
2022-01-25,4,Baleares,1932720,159.05,920402.0,875482.0,72.05,ES-IB
2022-01-26,4,Baleares,1953496,160.76,920721.0,875805.0,72.07,ES-IB
2022-01-27,4,Baleares,1958716,161.19,921596.0,877144.0,72.18,ES-IB
2022-01-28,4,Baleares,1961956,161.45,921805.0,877346.0,72.2,ES-IB
2022-01-31,4,Baleares,1968138,161.96,922679.0,877784.0,72.24,ES-IB
2022-02-01,4,Baleares,1970419,162.15,922818.0,878138.0,72.26,ES-IB
2022-02-02,4,Baleares,1972063,162.29,922942.0,878351.0,72.28,ES-IB
2022-02-03,4,Baleares,1974607,162.5,923346.0,879294.0,72.36,ES-IB
2022-02-04,4,Baleares,1976343,162.64,923455.0,879437.0,72.37,ES-IB
2022-02-07,4,Baleares,1979861,162.93,923834.0,879827.0,72.4,ES-IB
2022-02-08,4,Baleares,1980879,163.01,923960.0,879978.0,72.42,ES-IB
2022-02-09,4,Baleares,1981717,163.08,924058.0,880107.0,72.43,ES-IB
2022-02-10,4,Baleares,1983090,163.19,924354.0,880367.0,72.45,ES-IB
2022-02-11,4,Baleares,1983805,163.25,924469.0,880448.0,72.45,ES-IB
2022-02-14,4,Baleares,1986068,163.44,924775.0,880669.0,72.47,ES-IB
2022-02-15,4,Baleares,1986685,163.49,924844.0,880740.0,72.48,ES-IB
2022-02-16,4,Baleares,1987265,163.54,924894.0,880783.0,72.48,ES-IB
2022-02-17,4,Baleares,1991358,163.87,925019.0,886174.0,72.93,ES-IB
2022-02-18,4,Baleares,1992168,163.94,925066.0,886517.0,72.95,ES-IB
2022-02-21,4,Baleares,1993797,164.08,925221.0,886767.0,72.97,ES-IB
2022-02-22,4,Baleares,1995812,164.24,925407.0,887619.0,73.04,ES-IB
2022-02-23,4,Baleares,1996625,164.31,925447.0,888000.0,73.08,ES-IB
2022-02-24,4,Baleares,1996625,164.31,925447.0,888000.0,73.08,ES-IB
2022-02-25,4,Baleares,1999066,164.51,925599.0,888869.0,73.15,ES-IB
2022-02-28,4,Baleares,1999529,164.55,925637.0,888954.0,73.15,ES-IB
2022-03-01,4,Baleares,2001897,164.74,925788.0,889825.0,73.23,ES-IB
2022-03-02,4,Baleares,2002635,164.8,925810.0,890329.0,73.27,ES-IB
2022-03-03,4,Baleares,2004380,164.95,925866.0,890553.0,73.29,ES-IB
2022-03-04,4,Baleares,2004779,164.98,925884.0,890621.0,73.29,ES-IB
2021-01-04,10,C Valenciana,3252,0.06,3252.0,0.0,0.0,ES-VC
2021-01-05,10,C Valenciana,8586,0.17,11838.0,0.0,0.0,ES-VC
2021-01-07,10,C Valenciana,11677,0.23,23515.0,0.0,0.0,ES-VC
2021-01-08,10,C Valenciana,15965,0.32,39480.0,0.0,0.0,ES-VC
2021-01-11,10,C Valenciana,45674,0.91,85154.0,0.0,0.0,ES-VC
2021-01-12,10,C Valenciana,57223,1.14,142377.0,0.0,0.0,ES-VC
2021-01-13,10,C Valenciana,70870,1.41,213247.0,0.0,0.0,ES-VC
2021-01-14,10,C Valenciana,80429,1.6,293676.0,0.0,0.0,ES-VC
2021-01-15,10,C Valenciana,86927,1.73,380603.0,0.0,0.0,ES-VC
2021-01-18,10,C Valenciana,93695,1.86,474298.0,152.0,0.0,ES-VC
2021-01-19,10,C Valenciana,95260,1.89,569558.0,588.0,0.01,ES-VC
2021-01-20,10,C Valenciana,99932,1.98,669490.0,1737.0,0.03,ES-VC
2021-01-21,10,C Valenciana,101437,2.01,770927.0,2956.0,0.06,ES-VC
2021-01-22,10,C Valenciana,103426,2.05,874353.0,4139.0,0.08,ES-VC
2021-01-25,10,C Valenciana,104449,2.07,978802.0,4532.0,0.09,ES-VC
2021-01-26,10,C Valenciana,105490,2.09,1084292.0,5393.0,0.11,ES-VC
2021-01-27,10,C Valenciana,108454,2.15,1192746.0,7304.0,0.15,ES-VC
2021-01-28,10,C Valenciana,109716,2.18,1302462.0,8948.0,0.18,ES-VC
2021-01-29,10,C Valenciana,112272,2.23,1414734.0,11317.0,0.22,ES-VC
2021-02-01,10,C Valenciana,136109,2.7,1550843.0,33395.0,0.66,ES-VC
2021-02-02,10,C Valenciana,147945,2.94,1698788.0,44979.0,0.89,ES-VC
2021-02-03,10,C Valenciana,162563,3.23,1861351.0,58452.0,1.16,ES-VC
2021-02-04,10,C Valenciana,172754,3.43,2034105.0,67840.0,1.35,ES-VC
2021-02-05,10,C Valenciana,182225,3.62,2216330.0,75577.0,1.5,ES-VC
2021-02-08,10,C Valenciana,190902,3.79,2407232.0,83171.0,1.65,ES-VC
2021-02-09,10,C Valenciana,196489,3.9,2603721.0,87353.0,1.73,ES-VC
2021-02-10,10,C Valenciana,201983,4.01,2805704.0,89522.0,1.78,ES-VC
2021-02-11,10,C Valenciana,208242,4.13,3013946.0,90760.0,1.8,ES-VC
2021-02-12,10,C Valenciana,214010,4.25,3227956.0,92433.0,1.84,ES-VC
2021-02-15,10,C Valenciana,219822,4.36,3447778.0,94255.0,1.87,ES-VC
2021-02-16,10,C Valenciana,224560,4.46,3672338.0,95559.0,1.9,ES-VC
2021-02-17,10,C Valenciana,228180,4.53,3900518.0,96040.0,1.91,ES-VC
2021-02-18,10,C Valenciana,233828,4.64,4134346.0,96724.0,1.92,ES-VC
2021-02-19,10,C Valenciana,254502,5.05,4388848.0,97384.0,1.93,ES-VC
2021-02-22,10,C Valenciana,270007,5.36,4658855.0,98606.0,1.96,ES-VC
2021-02-23,10,C Valenciana,273978,5.44,4932833.0,99045.0,1.97,ES-VC
2021-02-24,10,C Valenciana,286962,5.7,5219795.0,100209.0,1.99,ES-VC
2021-02-25,10,C Valenciana,301372,5.98,5521167.0,100793.0,2.0,ES-VC
2021-02-26,10,C Valenciana,313175,6.22,5834342.0,101330.0,2.01,ES-VC
2021-03-01,10,C Valenciana,323505,6.42,6157847.0,102016.0,2.03,ES-VC
2021-03-02,10,C Valenciana,323505,6.42,6481352.0,102016.0,2.03,ES-VC
2021-03-03,10,C Valenciana,349392,6.94,6830744.0,105717.0,2.1,ES-VC
2021-03-04,10,C Valenciana,370712,7.36,7201456.0,109409.0,2.17,ES-VC
2021-03-05,10,C Valenciana,394016,7.82,7595472.0,113075.0,2.25,ES-VC
2021-03-08,10,C Valenciana,394021,7.82,7989493.0,113077.0,2.25,ES-VC
2021-03-09,10,C Valenciana,426373,8.47,8415866.0,120409.0,2.39,ES-VC
2021-03-10,10,C Valenciana,436903,8.68,8852769.0,124344.0,2.47,ES-VC
2021-03-11,10,C Valenciana,448396,8.9,9301165.0,130387.0,2.59,ES-VC
2021-03-12,10,C Valenciana,465589,9.24,9766754.0,143105.0,2.84,ES-VC
2021-03-15,10,C Valenciana,480454,9.54,10247208.0,153418.0,3.05,ES-VC
2021-03-16,10,C Valenciana,486767,9.67,10733975.0,154732.0,3.07,ES-VC
2021-03-17,10,C Valenciana,486769,9.67,11220744.0,154732.0,3.07,ES-VC
2021-03-18,10,C Valenciana,530413,10.53,11751157.0,176797.0,3.51,ES-VC
2021-03-22,10,C Valenciana,560267,11.12,12311424.0,198337.0,3.94,ES-VC
2021-03-23,10,C Valenciana,569061,11.3,12880485.0,201548.0,4.0,ES-VC
2021-03-24,10,C Valenciana,590395,11.72,13470880.0,215050.0,4.27,ES-VC
2021-03-25,10,C Valenciana,612340,12.16,14083220.0,227657.0,4.52,ES-VC
2021-03-26,10,C Valenciana,636120,12.63,14719340.0,238199.0,4.73,ES-VC
2021-03-29,10,C Valenciana,734893,14.59,15454233.0,245326.0,4.87,ES-VC
2021-03-30,10,C Valenciana,742020,14.73,16196253.0,246023.0,4.89,ES-VC
2021-03-31,10,C Valenciana,768217,15.25,16964470.0,251514.0,4.99,ES-VC
2021-04-01,10,C Valenciana,821536,16.31,17786006.0,257143.0,5.11,ES-VC
2021-04-03,10,C Valenciana,864575,17.17,18650581.0,262265.0,5.21,ES-VC
2021-04-05,10,C Valenciana,870686,17.29,19521267.0,262860.0,5.22,ES-VC
2021-04-06,10,C Valenciana,870750,17.29,607889.0,262861.0,5.22,ES-VC
2021-04-07,10,C Valenciana,926076,18.39,663216.0,262860.0,5.22,ES-VC
2021-04-08,10,C Valenciana,991439,19.69,713678.0,277761.0,5.52,ES-VC
2021-04-09,10,C Valenciana,1035843,20.57,751737.0,284106.0,5.64,ES-VC
2021-04-12,10,C Valenciana,1035842,20.57,751735.0,284107.0,5.64,ES-VC
2021-04-13,10,C Valenciana,1080973,21.46,794429.0,286544.0,5.69,ES-VC
2021-04-14,10,C Valenciana,1125277,22.34,835363.0,289914.0,5.76,ES-VC
2021-04-15,10,C Valenciana,1194050,23.71,896713.0,297337.0,5.9,ES-VC
2021-04-16,10,C Valenciana,1236279,24.55,931748.0,304531.0,6.05,ES-VC
2021-04-19,10,C Valenciana,1270968,25.24,962284.0,308684.0,6.13,ES-VC
2021-04-20,10,C Valenciana,1307612,25.96,993150.0,314462.0,6.24,ES-VC
2021-04-21,10,C Valenciana,1357860,26.96,1023943.0,333917.0,6.63,ES-VC
2021-04-22,10,C Valenciana,1391648,27.63,1034931.0,356717.0,7.08,ES-VC
2021-04-23,10,C Valenciana,1426532,28.33,1049308.0,377224.0,7.49,ES-VC
2021-04-26,10,C Valenciana,1459296,28.98,1071336.0,390622.0,7.76,ES-VC
2021-04-27,10,C Valenciana,1508083,29.94,1116189.0,396305.0,7.87,ES-VC
2021-04-28,10,C Valenciana,1568215,31.14,1165727.0,409245.0,8.13,ES-VC
2021-04-29,10,C Valenciana,1613235,32.03,1182763.0,438808.0,8.71,ES-VC
2021-04-30,10,C Valenciana,1666527,33.09,1197668.0,478277.0,9.5,ES-VC
2021-05-03,10,C Valenciana,1699445,33.74,1202518.0,507293.0,10.07,ES-VC
2021-05-04,10,C Valenciana,1723087,34.21,1221939.0,517502.0,10.28,ES-VC
2021-05-05,10,C Valenciana,1806822,35.88,1286949.0,541465.0,10.75,ES-VC
2021-05-06,10,C Valenciana,1882334,37.38,1332435.0,573882.0,11.39,ES-VC
2021-05-07,10,C Valenciana,1936976,38.46,1353296.0,607863.0,12.07,ES-VC
2021-05-10,10,C Valenciana,1988597,39.49,1374874.0,638127.0,12.67,ES-VC
2021-05-11,10,C Valenciana,2030951,40.33,1406410.0,649248.0,12.89,ES-VC
2021-05-12,10,C Valenciana,2091434,41.53,1444489.0,671781.0,13.34,ES-VC
2021-05-13,10,C Valenciana,2144330,42.58,1488047.0,681403.0,13.53,ES-VC
2021-05-14,10,C Valenciana,2195619,43.6,1523321.0,697519.0,13.85,ES-VC
2021-05-17,10,C Valenciana,2217729,44.04,1533622.0,709438.0,14.09,ES-VC
2021-05-18,10,C Valenciana,2243004,44.54,1555816.0,718385.0,14.26,ES-VC
2021-05-19,10,C Valenciana,2243089,44.54,1555899.0,718390.0,14.26,ES-VC
2021-05-20,10,C Valenciana,2359667,46.85,1626128.0,764907.0,15.19,ES-VC
2021-05-21,10,C Valenciana,2413113,47.91,1668460.0,776451.0,15.42,ES-VC
2021-05-24,10,C Valenciana,2413113,47.91,1668460.0,776451.0,15.42,ES-VC
2021-05-25,10,C Valenciana,2506543,49.77,1737096.0,811694.0,16.12,ES-VC
2021-05-26,10,C Valenciana,2565940,50.95,1756168.0,854060.0,16.96,ES-VC
2021-05-27,10,C Valenciana,2632543,52.27,1797349.0,881810.0,17.51,ES-VC
2021-05-28,10,C Valenciana,2644995,52.52,1804127.0,890399.0,17.68,ES-VC
2021-05-31,10,C Valenciana,2665032,52.92,1812778.0,904088.0,17.95,ES-VC
2021-06-01,10,C Valenciana,2679175,53.2,1821055.0,913453.0,18.14,ES-VC
2021-06-02,10,C Valenciana,2739554,54.4,1853652.0,952405.0,18.91,ES-VC
2021-06-03,10,C Valenciana,2840184,56.39,1898860.0,1012909.0,20.11,ES-VC
2021-06-04,10,C Valenciana,2925664,58.09,1969186.0,1034551.0,20.54,ES-VC
2021-06-07,10,C Valenciana,2980160,59.17,2011956.0,1053837.0,20.92,ES-VC
2021-06-08,10,C Valenciana,3027516,60.11,2021513.0,1096969.0,21.78,ES-VC
2021-06-09,10,C Valenciana,3097164,61.5,2052724.0,1141901.0,22.67,ES-VC
2021-06-10,10,C Valenciana,3188730,63.32,2110908.0,1180744.0,23.44,ES-VC
2021-06-11,10,C Valenciana,3279669,65.12,2149741.0,1238296.0,24.59,ES-VC
2021-06-14,10,C Valenciana,3347500,66.47,2179433.0,1282011.0,25.46,ES-VC
2021-06-15,10,C Valenciana,3347509,66.47,2179433.0,1282020.0,25.46,ES-VC
2021-06-16,10,C Valenciana,3427034,68.05,2230209.0,1320074.0,26.21,ES-VC
2021-06-17,10,C Valenciana,3507158,69.64,2268072.0,1364147.0,27.09,ES-VC
2021-06-18,10,C Valenciana,3570491,70.9,2317863.0,1377972.0,27.36,ES-VC
2021-06-21,10,C Valenciana,3607658,71.63,2338084.0,1396630.0,27.73,ES-VC
2021-06-22,10,C Valenciana,3632418,72.13,2344812.0,1419161.0,28.18,ES-VC
2021-06-23,10,C Valenciana,3699663,73.46,2373192.0,1465013.0,29.09,ES-VC
2021-06-24,10,C Valenciana,3812918,75.71,2401306.0,1554560.0,30.87,ES-VC
2021-06-25,10,C Valenciana,3813367,75.72,2401669.0,1554646.0,30.87,ES-VC
2021-06-28,10,C Valenciana,3926206,77.96,2461411.0,1609750.0,31.96,ES-VC
2021-06-29,10,C Valenciana,4021305,79.85,2462875.0,1703604.0,33.83,ES-VC
2021-06-30,10,C Valenciana,4095580,81.32,2492312.0,1749267.0,34.73,ES-VC
2021-07-01,10,C Valenciana,4209695,83.59,2538603.0,1817598.0,36.09,ES-VC
2021-07-02,10,C Valenciana,4304364,85.47,2587564.0,1866610.0,37.06,ES-VC
2021-07-05,10,C Valenciana,4379539,86.96,2634927.0,1901688.0,37.76,ES-VC
2021-07-06,10,C Valenciana,4470606,88.77,2663816.0,1963897.0,39.0,ES-VC
2021-07-07,10,C Valenciana,4579857,90.94,2699173.0,2037913.0,40.46,ES-VC
2021-07-08,10,C Valenciana,4671818,92.76,2724359.0,2104882.0,41.79,ES-VC
2021-07-09,10,C Valenciana,4731234,93.94,2732032.0,2157083.0,42.83,ES-VC
2021-07-12,10,C Valenciana,4878003,96.86,2800784.0,2236307.0,44.4,ES-VC
2021-07-13,10,C Valenciana,4915607,97.6,2834678.0,2240623.0,44.49,ES-VC
2021-07-14,10,C Valenciana,5002915,99.34,2899174.0,2263906.0,44.95,ES-VC
2021-07-15,10,C Valenciana,5087099,101.01,2910506.0,2337451.0,46.41,ES-VC
2021-07-16,10,C Valenciana,5142576,102.11,2918188.0,2386986.0,47.4,ES-VC
2021-07-19,10,C Valenciana,5153811,102.33,2924568.0,2393169.0,47.52,ES-VC
2021-07-20,10,C Valenciana,5203057,103.31,2971943.0,2408398.0,47.82,ES-VC
2021-07-21,10,C Valenciana,5318289,105.6,3025903.0,2470103.0,49.05,ES-VC
2021-07-22,10,C Valenciana,5413270,107.49,3053596.0,2539159.0,50.42,ES-VC
2021-07-23,10,C Valenciana,5454018,108.29,3081460.0,2560969.0,50.85,ES-VC
2021-07-26,10,C Valenciana,5476746,108.75,3097327.0,2579421.0,51.22,ES-VC
2021-07-27,10,C Valenciana,5516303,109.53,3120679.0,2595918.0,51.54,ES-VC
2021-07-28,10,C Valenciana,5627530,111.74,3194745.0,2633534.0,52.29,ES-VC
2021-07-29,10,C Valenciana,5696891,113.12,3241938.0,2656163.0,52.74,ES-VC
2021-07-30,10,C Valenciana,5727125,113.72,3265803.0,2663300.0,52.88,ES-VC
2021-08-02,10,C Valenciana,5740113,113.98,3274054.0,2668721.0,52.99,ES-VC
2021-08-03,10,C Valenciana,5789802,114.96,3298341.0,2694406.0,53.5,ES-VC
2021-08-04,10,C Valenciana,5907933,117.31,3357472.0,2889063.0,57.37,ES-VC
2021-08-05,10,C Valenciana,5972074,118.58,3410989.0,2900166.0,57.59,ES-VC
2021-08-06,10,C Valenciana,5990766,118.95,3424408.0,2907504.0,57.73,ES-VC
2021-08-09,10,C Valenciana,5998909,119.11,3428321.0,2912977.0,57.84,ES-VC
2021-08-10,10,C Valenciana,6048528,120.1,3447961.0,2948549.0,58.55,ES-VC
2021-08-11,10,C Valenciana,6170428,122.52,3523650.0,2994958.0,59.47,ES-VC
2021-08-12,10,C Valenciana,6271436,124.53,3598369.0,3029731.0,60.16,ES-VC
2021-08-13,10,C Valenciana,6331233,125.71,3642261.0,3050789.0,60.58,ES-VC
2021-08-16,10,C Valenciana,6358785,126.26,3666095.0,3057838.0,60.72,ES-VC
2021-08-17,10,C Valenciana,6414146,127.36,3694063.0,3091441.0,61.38,ES-VC
2021-08-18,10,C Valenciana,6522112,129.5,3738708.0,3160915.0,62.76,ES-VC
2021-08-19,10,C Valenciana,6612929,131.31,3790070.0,3205358.0,63.65,ES-VC
2021-08-20,10,C Valenciana,6669844,132.44,3825339.0,3230582.0,64.15,ES-VC
2021-08-23,10,C Valenciana,6696829,132.97,3848218.0,3237321.0,64.28,ES-VC
2021-08-24,10,C Valenciana,6747401,133.98,3879583.0,3260475.0,64.74,ES-VC
2021-08-25,10,C Valenciana,6813878,135.3,3899908.0,3308993.0,65.7,ES-VC
2021-08-26,10,C Valenciana,6872586,136.46,3910225.0,3358717.0,66.69,ES-VC
2021-08-27,10,C Valenciana,6894553,136.9,3919660.0,3372369.0,66.96,ES-VC
2021-08-30,10,C Valenciana,6914324,137.29,3931907.0,3403774.0,67.59,ES-VC
2021-08-31,10,C Valenciana,6951279,138.02,3943243.0,3434658.0,68.2,ES-VC
2021-09-01,10,C Valenciana,7082120,140.62,3953628.0,3555747.0,70.6,ES-VC
2021-09-02,10,C Valenciana,7147233,141.91,3966876.0,3613566.0,71.75,ES-VC
2021-09-03,10,C Valenciana,7171825,142.4,3979856.0,3630720.0,72.09,ES-VC
2021-09-06,10,C Valenciana,7176165,142.49,3981106.0,3634067.0,72.16,ES-VC
2021-09-07,10,C Valenciana,7194163,142.85,3982172.0,3651240.0,72.5,ES-VC
2021-09-08,10,C Valenciana,7305468,145.06,3999605.0,3748867.0,74.44,ES-VC
2021-09-09,10,C Valenciana,7342220,145.79,4008273.0,3779021.0,75.04,ES-VC
2021-09-10,10,C Valenciana,7351728,145.98,4010509.0,3786786.0,75.19,ES-VC
2021-09-13,10,C Valenciana,7364990,146.24,4012918.0,3797871.0,75.41,ES-VC
2021-09-14,10,C Valenciana,7390399,146.74,4014050.0,3822282.0,75.89,ES-VC
2021-09-15,10,C Valenciana,7418746,147.31,4022615.0,3841785.0,76.28,ES-VC
2021-09-16,10,C Valenciana,7422367,147.38,4023583.0,3844699.0,76.34,ES-VC
2021-09-17,10,C Valenciana,7447196,147.87,4031680.0,3863368.0,76.71,ES-VC
2021-09-20,10,C Valenciana,7450805,147.94,4032517.0,3866367.0,76.77,ES-VC
2021-09-21,10,C Valenciana,7482373,148.57,4033425.0,3897147.0,77.38,ES-VC
2021-09-22,10,C Valenciana,7502385,148.97,4037502.0,3913944.0,77.72,ES-VC
2021-09-23,10,C Valenciana,7505181,149.02,4038187.0,3916225.0,77.76,ES-VC
2021-09-24,10,C Valenciana,7523495,149.39,4044334.0,3929907.0,78.03,ES-VC
2021-09-27,10,C Valenciana,7525039,149.42,4044812.0,3931121.0,78.06,ES-VC
2021-09-28,10,C Valenciana,7533939,149.59,4045630.0,3939480.0,78.22,ES-VC
2021-09-29,10,C Valenciana,7559988,150.11,4051360.0,3961156.0,78.65,ES-VC
2021-09-30,10,C Valenciana,7562286,150.16,4051864.0,3963647.0,78.7,ES-VC
2021-10-01,10,C Valenciana,7564456,150.2,4052657.0,3965310.0,78.73,ES-VC
2021-10-04,10,C Valenciana,7565810,150.23,4053121.0,3966318.0,78.75,ES-VC
2021-10-05,10,C Valenciana,7566589,150.24,4053311.0,3966989.0,78.77,ES-VC
2021-10-06,10,C Valenciana,7597050,150.85,4054265.0,3970857.0,78.85,ES-VC
2021-10-07,10,C Valenciana,7603661,150.98,4055486.0,3974880.0,78.92,ES-VC
2021-10-08,10,C Valenciana,7608972,151.08,4056374.0,3978198.0,78.99,ES-VC
2021-10-11,10,C Valenciana,7612527,151.15,4057045.0,3979900.0,79.02,ES-VC
2021-10-13,10,C Valenciana,7613228,151.17,4057103.0,3980079.0,79.03,ES-VC
2021-10-14,10,C Valenciana,7619414,151.29,4058382.0,3983849.0,79.1,ES-VC
2021-10-15,10,C Valenciana,7634375,151.59,4064301.0,3992155.0,79.27,ES-VC
2021-10-18,10,C Valenciana,7638173,151.66,4065184.0,3994031.0,79.31,ES-VC
2021-10-19,10,C Valenciana,7639679,151.69,4065623.0,3994563.0,79.32,ES-VC
2021-10-20,10,C Valenciana,7644082,151.78,4066681.0,3997303.0,79.37,ES-VC
2021-10-21,10,C Valenciana,7648790,151.87,4068208.0,3999906.0,79.42,ES-VC
2021-10-22,10,C Valenciana,7653468,151.97,4069552.0,4002363.0,79.47,ES-VC
2021-10-25,10,C Valenciana,7657132,152.04,4070533.0,4003935.0,79.5,ES-VC
