fecha;cod_ine;CCAA;dosis_Pfizer;dosis_Moderna;dosis_AstraZeneca;dosis_Janssen;dosis_totales;dosis_administradas;porcentaje_dosis_administradas;porcentaje_entregadas;personas_una_dosis;personas_pauta_completa;porcentaje_pauta_completa;fecha_ultima_vacuna
2021-01-22;16;País Vasco;55980;1400.0;;;57380.0;41474;1.89;72.3;;3044.0;0.14;21/01/2021
2021-01-22;18;Ceuta;1980;200.0;;;2180.0;1641;1.95;75.3;;373.0;0.44;21/01/2021
2021-01-22;19;Melilla;1980;200.0;;;2180.0;1500;1.78;68.8;;203.0;0.24;20/01/2021
2021-01-22;0;España;1310400;35700.0;;;1346100.0;1165825;2.46;86.6;;68456.0;0.14;
2021-01-25;1;Andalucía;244620;6800.0;;;251420.0;226309;2.67;90;;25516.0;0.30;24/01/2021
2021-01-25;2;Aragón;41265;1200.0;;;42465.0;42539;3.20;100.2;;2222.0;0.17;24/01/2021
2021-01-25;3;Asturias;44195;1200.0;;;45395.0;43926;4.33;96.8;;9030.0;0.89;22/01/2021
2021-01-25;4;Baleares;22590;600.0;;;23190.0;22083;1.82;95.2;;2713.0;0.22;23/01/2021
2021-01-25;5;Canarias;46185;1300.0;;;47485.0;50110;2.23;105.5;;3993.0;0.18;24/01/2021
2021-01-25;6;Cantabria;20625;500.0;;;21125.0;20463;3.51;96.9;;241.0;0.04;23/01/2021
2021-01-25;7;Castilla y Leon;93315;2500.0;;;95815.0;94057;3.93;98.2;;9593.0;0.40;24/01/2021
2021-01-25;8;Castilla La Mancha;61875;1700.0;;;63575.0;61388;3.00;96.6;;2008.0;0.10;24/01/2021
2021-01-25;9;Cataluña;211220;5800.0;;;217020.0;184778;2.41;85.1;;7472.0;0.10;24/01/2021
2021-01-25;10;C Valenciana;109000;2900.0;;;111900.0;104449;2.07;93.3;;4532.0;0.09;23/01/2021
2021-01-25;11;Extremadura;39275;1000.0;;;40275.0;33125;3.13;82.2;;638.0;0.06;23/01/2021
2021-01-25;12;Galicia;66805;1800.0;;;68605.0;66873;2.48;97.5;;8602.0;0.32;23/01/2021
2021-01-25;17;La Rioja;11765;200.0;;;11965.0;9166;2.90;76.6;;317.0;0.10;22/01/2021
2021-01-25;13;Madrid;171915;4700.0;;;176615.0;165514;2.45;93.7;;2634.0;0.04;24/01/2021
2021-01-25;14;Murcia;45185;1200.0;;;46385.0;46444;3.08;100.1;;4447.0;0.29;24/01/2021
2021-01-25;15;Navarra;20625;500.0;;;21125.0;17053;2.59;80.7;;809.0;0.12;22/01/2021
2021-01-25;16;País Vasco;55980;1400.0;;;57380.0;46124;2.11;80.4;;3355.0;0.15;23/01/2021
2021-01-25;18;Ceuta;1980;200.0;;;2180.0;1692;2.01;77.6;;373.0;0.44;21/01/2021
2021-01-25;19;Melilla;1980;200.0;;;2180.0;1500;1.78;68.8;;203.0;0.24;20/01/2021
2021-01-25;0;España;1310400;35700.0;;;1346100.0;1237593;2.61;91.9;;88698.0;0.19;
2021-01-26;1;Andalucía;244620;6800.0;;;251420.0;251172;2.96;99.9;;37978.0;0.45;25/01/2021
2021-01-26;2;Aragón;41265;1200.0;;;42465.0;43531;3.27;102.5;;2945.0;0.22;25/01/2021
2021-01-26;3;Asturias;44195;1200.0;;;45395.0;44087;4.34;97.1;;10694.0;1.05;25/01/2021
2021-01-26;4;Baleares;22590;600.0;;;23190.0;22372;1.84;96.5;;2879.0;0.24;25/01/2021
2021-01-26;5;Canarias;46185;1300.0;;;47485.0;52768;2.35;111.1;;5149.0;0.23;25/01/2021
2021-01-26;6;Cantabria;20625;500.0;;;21125.0;20743;3.56;98.2;;300.0;0.05;23/01/2021
2021-01-26;7;Castilla y Leon;93315;2500.0;;;95815.0;99536;4.16;103.9;;13245.0;0.55;25/01/2021
2021-01-26;8;Castilla La Mancha;61875;1700.0;;;63575.0;64349;3.15;101.2;;3623.0;0.18;25/01/2021
2021-01-26;9;Cataluña;211220;5800.0;;;217020.0;182713;2.39;84.2;;9620.0;0.13;25/01/2021
2021-01-26;10;C Valenciana;109000;2900.0;;;111900.0;105490;2.09;94.3;;5393.0;0.11;25/01/2021
2021-01-26;11;Extremadura;39275;1000.0;;;40275.0;35441;3.35;88;;1721.0;0.16;25/01/2021
2021-01-26;12;Galicia;66805;1800.0;;;68605.0;70384;2.61;102.6;;12042.0;0.45;25/01/2021
2021-01-26;17;La Rioja;11765;200.0;;;11965.0;9387;2.97;78.5;;455.0;0.14;25/01/2021
2021-01-26;13;Madrid;171915;4700.0;;;176615.0;169501;2.51;96;;4073.0;0.06;25/01/2021
2021-01-26;14;Murcia;45185;1200.0;;;46385.0;48652;3.22;104.9;;5829.0;0.39;25/01/2021
2021-01-26;15;Navarra;20625;500.0;;;21125.0;18703;2.85;88.5;;1757.0;0.27;25/01/2021
2021-01-26;16;País Vasco;55980;1400.0;;;57380.0;48927;2.23;85.3;;5159.0;0.24;25/01/2021
2021-01-26;18;Ceuta;1980;200.0;;;2180.0;1829;2.18;83.9;;503.0;0.60;25/01/2021
2021-01-26;19;Melilla;1980;200.0;;;2180.0;1631;1.94;74.8;;332.0;0.39;25/01/2021
2021-01-26;0;España;1310400;35700.0;;;1346100.0;1291216;2.73;95.9;;123697.0;0.26;
2021-01-27;1;Andalucía;324180;6800.0;;;330980.0;257976;3.04;77.9;;50951.0;0.60;26/01/2021
2021-01-27;2;Aragón;55305;1200.0;;;56505.0;47835;3.59;84.7;;5860.0;0.44;26/01/2021
2021-01-27;3;Asturias;58235;1200.0;;;59435.0;49077;4.83;82.6;;13727.0;1.35;26/01/2021
2021-01-27;4;Baleares;29610;600.0;;;30210.0;23603;1.94;78.1;;3114.0;0.26;26/01/2021
2021-01-27;5;Canarias;64320;1300.0;;;65620.0;54653;2.43;83.3;;6434.0;0.29;26/01/2021
2021-01-27;6;Cantabria;27645;500.0;;;28145.0;20910;3.59;74.3;;300.0;0.05;26/01/2021
2021-01-27;7;Castilla y Leon;121395;2500.0;;;123895.0;104197;4.36;84.1;;18756.0;0.78;26/01/2021
2021-01-27;8;Castilla La Mancha;82935;1700.0;;;84635.0;68522;3.35;81;;6982.0;0.34;26/01/2021
2021-01-27;9;Cataluña;280250;5800.0;;;286050.0;201650;2.63;70.5;;18426.0;0.24;26/01/2021
2021-01-27;10;C Valenciana;142930;2900.0;;;145830.0;108454;2.15;74.4;;7304.0;0.15;26/01/2021
2021-01-27;11;Extremadura;50975;1000.0;;;51975.0;37790;3.57;72.7;;3134.0;0.30;26/01/2021
2021-01-27;12;Galicia;87865;1800.0;;;89665.0;72676;2.69;81.1;;14235.0;0.53;26/01/2021
2021-01-27;17;La Rioja;14105;200.0;;;14305.0;9618;3.04;67.2;;684.0;0.22;26/01/2021
2021-01-27;13;Madrid;228075;4700.0;;;232775.0;174094;2.58;74.8;;5611.0;0.08;26/01/2021
2021-01-27;14;Murcia;59225;1200.0;;;60425.0;50957;3.38;84.3;;7453.0;0.49;26/01/2021
2021-01-27;15;Navarra;27645;500.0;;;28145.0;20057;3.05;71.3;;2541.0;0.39;26/01/2021
2021-01-27;16;País Vasco;74700;1400.0;;;76100.0;50850;2.32;66.8;;6637.0;0.30;26/01/2021
2021-01-27;18;Ceuta;1980;200.0;;;2180.0;1829;2.18;83.9;;503.0;0.60;25/01/2021
2021-01-27;19;Melilla;1980;200.0;;;2180.0;1713;2.03;78.6;;414.0;0.49;26/01/2021
2021-01-27;0;España;1733355;35700.0;;;1769055.0;1356461;2.86;76.7;;173066.0;0.37;
2021-01-28;1;Andalucía;324180;6800.0;;;330980.0;265620;3.13;80.3;;55004.0;0.65;27/01/2021
2021-01-28;2;Aragón;55305;1200.0;;;56505.0;49453;3.71;87.5;;6806.0;0.51;27/01/2021
2021-01-28;3;Asturias;58235;1200.0;;;59435.0;49857;4.91;83.9;;14080.0;1.39;27/01/2021
2021-01-28;4;Baleares;29610;600.0;;;30210.0;23540;1.94;77.9;;3295.0;0.27;27/01/2021
2021-01-28;5;Canarias;64320;1300.0;;;65620.0;56385;2.51;85.9;;6864.0;0.31;27/01/2021
2021-01-28;6;Cantabria;27645;500.0;;;28145.0;21469;3.69;76.3;;782.0;0.13;27/01/2021
2021-01-28;7;Castilla y Leon;121395;2500.0;;;123895.0;108203;4.52;87.3;;19658.0;0.82;27/01/2021
2021-01-28;8;Castilla La Mancha;82935;1700.0;;;84635.0;71484;3.50;84.5;;7628.0;0.37;27/01/2021
2021-01-28;9;Cataluña;280250;5800.0;;;286050.0;208177;2.72;72.8;;23262.0;0.30;27/01/2021
2021-01-28;10;C Valenciana;142930;2900.0;;;145830.0;109716;2.18;75.2;;8948.0;0.18;27/01/2021
2021-01-28;11;Extremadura;50975;1000.0;;;51975.0;39821;3.76;76.6;;3135.0;0.30;27/01/2021
2021-01-28;12;Galicia;87865;1800.0;;;89665.0;74278;2.75;82.8;;15827.0;0.59;27/01/2021
2021-01-28;17;La Rioja;14105;200.0;;;14305.0;10283;3.25;71.9;;1084.0;0.34;27/01/2021
2021-01-28;13;Madrid;228075;4700.0;;;232775.0;177972;2.63;76.5;;6987.0;0.10;27/01/2021
2021-01-28;14;Murcia;59225;1200.0;;;60425.0;53447;3.54;88.5;;8713.0;0.58;27/01/2021
2021-01-28;15;Navarra;27645;500.0;;;28145.0;21007;3.20;74.6;;2797.0;0.43;27/01/2021
2021-01-28;16;País Vasco;74700;1400.0;;;76100.0;51436;2.35;67.6;;6906.0;0.32;27/01/2021
2021-01-28;18;Ceuta;1980;200.0;;;2180.0;1757;2.09;80.6;;569.0;0.68;26/01/2021
2021-01-28;19;Melilla;1980;200.0;;;2180.0;1713;2.03;78.6;;414.0;0.49;26/01/2021
2021-01-28;0;España;1733355;35700.0;;;1769055.0;1395618;2.95;78.9;;192759.0;0.41;
2021-01-29;1;Andalucía;324180;6800.0;;;330980.0;282995;3.34;85.5;;67511.0;0.80;28/01/2021
2021-01-29;2;Aragón;55305;1200.0;;;56505.0;53937;4.05;95.5;;9752.0;0.73;28/01/2021
2021-01-29;3;Asturias;58235;1200.0;;;59435.0;52919;5.21;89;;16266.0;1.60;28/01/2021
2021-01-29;4;Baleares;29610;600.0;;;30210.0;25041;2.06;82.9;;4369.0;0.36;28/01/2021
2021-01-29;5;Canarias;64320;1300.0;;;65620.0;60180;2.68;91.7;;8772.0;0.39;28/01/2021
2021-01-29;6;Cantabria;27645;500.0;;;28145.0;21641;3.72;76.9;;924.0;0.16;28/01/2021
2021-01-29;7;Castilla y Leon;121395;2500.0;;;123895.0;114743;4.80;92.6;;25020.0;1.05;28/01/2021
2021-01-29;8;Castilla La Mancha;82935;1700.0;;;84635.0;77765;3.81;91.9;;12486.0;0.61;28/01/2021
2021-01-29;9;Cataluña;280250;5800.0;;;286050.0;222572;2.91;77.8;;35424.0;0.46;28/01/2021
2021-01-29;10;C Valenciana;142930;2900.0;;;145830.0;112272;2.23;77;;11317.0;0.22;28/01/2021
2021-01-29;11;Extremadura;50975;1000.0;;;51975.0;41961;3.96;80.7;;4460.0;0.42;28/01/2021
2021-01-29;12;Galicia;87865;1800.0;;;89665.0;78772;2.92;87.9;;20268.0;0.75;28/01/2021
2021-01-29;17;La Rioja;14105;200.0;;;14305.0;10820;3.42;75.6;;1592.0;0.50;28/01/2021
2021-01-29;13;Madrid;228075;4700.0;;;232775.0;183458;2.72;78.8;;10595.0;0.16;28/01/2021
2021-01-29;14;Murcia;59225;1200.0;;;60425.0;55082;3.65;91.2;;9264.0;0.61;28/01/2021
2021-01-29;15;Navarra;27645;500.0;;;28145.0;22430;3.41;79.7;;3535.0;0.54;28/01/2021
2021-01-29;16;País Vasco;74700;1400.0;;;76100.0;53839;2.46;70.7;;9052.0;0.41;28/01/2021
2021-01-29;18;Ceuta;1980;200.0;;;2180.0;1828;2.18;83.9;;628.0;0.75;28/01/2021
2021-01-29;19;Melilla;1980;200.0;;;2180.0;1934;2.29;88.7;;631.0;0.75;28/01/2021
2021-01-29;0;España;1733355;35700.0;;;1769055.0;1474189;3.11;83.3;;251866.0;0.53;
2021-02-01;1;Andalucía;324180;6800.0;;;330980.0;299792;3.53;90.6;;78640.0;0.93;31/01/2021
2021-02-01;2;Aragón;55305;1200.0;;;56505.0;55292;4.15;97.9;;10364.0;0.78;31/01/2021
2021-02-01;3;Asturias;58235;1200.0;;;59435.0;58112;5.72;97.8;;19475.0;1.92;31/01/2021
2021-02-01;4;Baleares;29610;600.0;;;30210.0;25559;2.10;84.6;;4782.0;0.39;30/01/2021
2021-02-01;5;Canarias;64320;1300.0;;;65620.0;64475;2.87;98.3;;11501.0;0.51;31/01/2021
2021-02-01;6;Cantabria;27645;500.0;;;28145.0;23626;4.06;83.9;;2737.0;0.47;30/01/2021
2021-02-01;7;Castilla y Leon;121395;2500.0;;;123895.0;124225;5.19;100.3;;34446.0;1.44;31/01/2021
2021-02-01;8;Castilla La Mancha;82935;1700.0;;;84635.0;84605;4.14;100;;17460.0;0.85;31/01/2021
2021-02-01;9;Cataluña;280250;5800.0;;;286050.0;256555;3.35;89.7;;60676.0;0.79;31/01/2021
2021-02-01;10;C Valenciana;142930;2900.0;;;145830.0;136109;2.70;93.3;;33395.0;0.66;31/01/2021
2021-02-01;11;Extremadura;50975;1000.0;;;51975.0;47342;4.47;91.1;;8646.0;0.82;31/01/2021
2021-02-01;12;Galicia;87865;1800.0;;;89665.0;85718;3.18;95.6;;27098.0;1.00;31/01/2021
2021-02-01;17;La Rioja;14105;200.0;;;14305.0;11790;3.73;82.4;;2490.0;0.79;31/01/2021
2021-02-01;13;Madrid;228075;4700.0;;;232775.0;190943;2.83;82;;15837.0;0.23;31/01/2021
2021-02-01;14;Murcia;59225;1200.0;;;60425.0;58737;3.89;97.2;;11293.0;0.75;31/01/2021
2021-02-01;15;Navarra;27645;500.0;;;28145.0;25116;3.82;89.2;;5281.0;0.80;31/01/2021
2021-02-01;16;País Vasco;74700;1400.0;;;76100.0;57262;2.62;75.2;;12277.0;0.56;31/01/2021
2021-02-01;18;Ceuta;1980;200.0;;;2180.0;1890;2.25;86.7;;688.0;0.82;29/01/2021
2021-02-01;19;Melilla;1980;200.0;;;2180.0;2113;2.51;96.9;;806.0;0.96;29/01/2021
2021-02-01;0;España;1733355;35700.0;;;1769055.0;1609261;3.40;91;;357892.0;0.76;
2021-02-02;1;Andalucía;324180;6800.0;;;330980.0;313286;3.69;94.7;;90764.0;1.07;01/02/2021
2021-02-02;2;Aragón;55305;1200.0;;;56505.0;56482;4.24;100;;11119.0;0.84;01/02/2021
2021-02-02;3;Asturias;58235;1200.0;;;59435.0;58177;5.73;97.9;;19503.0;1.92;01/02/2021
2021-02-02;4;Baleares;29610;600.0;;;30210.0;25963;2.14;85.9;;5026.0;0.41;01/02/2021
2021-02-02;5;Canarias;64320;1300.0;;;65620.0;67783;3.02;103.3;;14647.0;0.65;01/02/2021
2021-02-02;6;Cantabria;27645;500.0;;;28145.0;25067;4.30;89.1;;4261.0;0.73;01/02/2021
2021-02-02;7;Castilla y Leon;121395;2500.0;;;123895.0;126362;5.28;102;;35051.0;1.47;01/02/2021
2021-02-02;8;Castilla La Mancha;82935;1700.0;;;84635.0;88888;4.35;105;;21360.0;1.05;01/02/2021
2021-02-02;9;Cataluña;280250;5800.0;;;286050.0;261562;3.42;91.4;;69431.0;0.91;01/02/2021
2021-02-02;10;C Valenciana;142930;2900.0;;;145830.0;147945;2.94;101.5;;44979.0;0.89;01/02/2021
2021-02-02;11;Extremadura;50975;1000.0;;;51975.0;49703;4.69;95.6;;10776.0;1.02;01/02/2021
2021-02-02;12;Galicia;87865;1800.0;;;89665.0;87736;3.25;97.8;;29065.0;1.08;01/02/2021
2021-02-02;17;La Rioja;14105;200.0;;;14305.0;13215;4.18;92.4;;3478.0;1.10;01/02/2021
2021-02-02;13;Madrid;228075;4700.0;;;232775.0;199495;2.95;85.7;;24312.0;0.36;01/02/2021
2021-02-02;14;Murcia;59225;1200.0;;;60425.0;60731;4.02;100.5;;12580.0;0.83;01/02/2021
2021-02-02;15;Navarra;27645;500.0;;;28145.0;26779;4.07;95.1;;6320.0;0.96;01/02/2021
2021-02-02;16;País Vasco;74700;1400.0;;;76100.0;59582;2.72;78.3;;14059.0;0.64;01/02/2021
2021-02-02;18;Ceuta;1980;200.0;;;2180.0;1950;2.32;89.4;;748.0;0.89;01/02/2021
2021-02-02;19;Melilla;1980;200.0;;;2180.0;2348;2.79;107.7;;1040.0;1.23;01/02/2021
2021-02-02;0;España;1733355;35700.0;;;1769055.0;1673054;3.53;94.6;;418519.0;0.88;
2021-02-03;1;Andalucía;400230;16600.0;;;416830.0;329258;3.88;79;;104529.0;1.23;02/02/2021
2021-02-03;2;Aragón;68175;2900.0;;;71075.0;61036;4.58;85.9;;15157.0;1.14;02/02/2021
2021-02-03;3;Asturias;69935;2900.0;;;72835.0;61483;6.05;84.4;;22227.0;2.19;02/02/2021
2021-02-03;4;Baleares;35460;1500.0;;;36960.0;26240;2.16;71;;5262.0;0.43;02/02/2021
2021-02-03;5;Canarias;79530;3200.0;;;82730.0;70794;3.15;85.6;;17129.0;0.76;02/02/2021
2021-02-03;6;Cantabria;33495;1300.0;;;34795.0;26718;4.59;76.8;;5861.0;1.01;02/02/2021
2021-02-03;7;Castilla y Leon;149475;6200.0;;;155675.0;132496;5.54;85.1;;40565.0;1.70;02/02/2021
2021-02-03;8;Castilla La Mancha;101655;4200.0;;;105855.0;92702;4.54;87.6;;24525.0;1.20;02/02/2021
2021-02-03;9;Cataluña;345770;14300.0;;;360070.0;273724;3.58;76;;80387.0;1.05;02/02/2021
2021-02-03;10;C Valenciana;175690;7000.0;;;182690.0;162563;3.23;89;;58452.0;1.16;02/02/2021
2021-02-03;11;Extremadura;62675;2500.0;;;65175.0;52880;4.99;81.1;;13202.0;1.25;02/02/2021
2021-02-03;12;Galicia;108925;4500.0;;;113425.0;90643;3.36;79.9;;31725.0;1.18;02/02/2021
2021-02-03;17;La Rioja;17615;600.0;;;18215.0;14118;4.47;77.5;;4301.0;1.36;02/02/2021
2021-02-03;13;Madrid;280725;11600.0;;;292325.0;211857;3.14;72.5;;35902.0;0.53;02/02/2021
2021-02-03;14;Murcia;73265;3000.0;;;76265.0;63008;4.18;82.6;;14117.0;0.94;02/02/2021
2021-02-03;15;Navarra;33495;1300.0;;;34795.0;28199;4.29;81;;7148.0;1.09;02/02/2021
2021-02-03;16;País Vasco;91080;3600.0;;;94680.0;62679;2.86;66.2;;16621.0;0.76;02/02/2021
2021-02-03;18;Ceuta;1980;200.0;;;2180.0;2008;2.39;92.1;;806.0;0.96;02/02/2021
2021-02-03;19;Melilla;1980;200.0;;;2180.0;2372;2.81;108.8;;1062.0;1.26;02/02/2021
2021-02-03;0;España;2131155;87600.0;;;2218755.0;1764778;3.73;79.5;;498978.0;1.05;
2021-02-04;1;Andalucía;400230;16600.0;;;416830.0;345648;4.07;82.9;;117953.0;1.39;03/02/2021
2021-02-04;2;Aragón;68175;2900.0;;;71075.0;65979;4.96;92.8;;19535.0;1.47;03/02/2021
2021-02-04;3;Asturias;69935;2900.0;;;72835.0;65301;6.43;89.7;;25710.0;2.53;03/02/2021
2021-02-04;4;Baleares;35460;1500.0;;;36960.0;29366;2.42;79.5;;7929.0;0.65;03/02/2021
2021-02-04;5;Canarias;79530;3200.0;;;82730.0;75334;3.36;91.1;;20260.0;0.90;03/02/2021
2021-02-04;6;Cantabria;33495;1300.0;;;34795.0;27989;4.81;80.4;;7122.0;1.22;03/02/2021
2021-02-04;7;Castilla y Leon;149475;6200.0;;;155675.0;138856;5.81;89.2;;45682.0;1.91;03/02/2021
2021-02-04;8;Castilla La Mancha;101655;4200.0;;;105855.0;97353;4.76;92;;27691.0;1.36;03/02/2021
2021-02-04;9;Cataluña;345770;14300.0;;;360070.0;285829;3.73;79.4;;91724.0;1.20;03/02/2021
2021-02-04;10;C Valenciana;175690;7000.0;;;182690.0;172754;3.43;94.6;;67840.0;1.35;03/02/2021
2021-02-04;11;Extremadura;62675;2500.0;;;65175.0;56839;5.37;87.2;;16996.0;1.60;03/02/2021
2021-02-04;12;Galicia;108925;4500.0;;;113425.0;96650;3.58;85.2;;37572.0;1.39;03/02/2021
2021-02-04;17;La Rioja;17615;600.0;;;18215.0;15374;4.86;84.4;;5433.0;1.72;03/02/2021
2021-02-04;13;Madrid;280725;11600.0;;;292325.0;226074;3.35;77.3;;49470.0;0.73;03/02/2021
2021-02-04;14;Murcia;73265;3000.0;;;76265.0;66361;4.40;87;;16462.0;1.09;03/02/2021
2021-02-04;15;Navarra;33495;1300.0;;;34795.0;29954;4.56;86.1;;8008.0;1.22;03/02/2021
2021-02-04;16;País Vasco;91080;3600.0;;;94680.0;65194;2.98;68.9;;18773.0;0.86;03/02/2021
2021-02-04;18;Ceuta;1980;200.0;;;2180.0;2104;2.50;96.5;;895.0;1.07;03/02/2021
2021-02-04;19;Melilla;1980;200.0;;;2180.0;2383;2.83;109.3;;1067.0;1.27;03/02/2021
2021-02-04;0;España;2131155;87600.0;;;2218755.0;1865342;3.94;84.1;;586122.0;1.24;
2021-02-05;1;Andalucía;400230;16600.0;;;416830.0;363482;4.28;87.2;;131693.0;1.55;04/02/2021
2021-02-05;2;Aragón;68175;2900.0;;;71075.0;72656;5.46;102.2;;23488.0;1.76;04/02/2021
2021-02-05;3;Asturias;69935;2900.0;;;72835.0;68626;6.76;94.2;;28740.0;2.83;04/02/2021
2021-02-05;4;Baleares;35460;1500.0;;;36960.0;31496;2.59;85.2;;9922.0;0.82;04/02/2021
2021-02-05;5;Canarias;79530;3200.0;;;82730.0;79839;3.56;96.5;;24049.0;1.07;04/02/2021
2021-02-05;6;Cantabria;33495;1300.0;;;34795.0;29864;5.13;85.8;;8806.0;1.51;04/02/2021
2021-02-05;7;Castilla y Leon;149475;6200.0;;;155675.0;151008;6.31;97;;56665.0;2.37;04/02/2021
2021-02-05;8;Castilla La Mancha;101655;4200.0;;;105855.0;102033;4.99;96.4;;30345.0;1.49;04/02/2021
2021-02-05;9;Cataluña;345770;14300.0;;;360070.0;308695;4.03;85.7;;107877.0;1.41;04/02/2021
2021-02-05;10;C Valenciana;175690;7000.0;;;182690.0;182225;3.62;99.7;;75577.0;1.50;04/02/2021
2021-02-05;11;Extremadura;62675;2500.0;;;65175.0;61952;5.85;95.1;;21662.0;2.04;04/02/2021
2021-02-05;12;Galicia;108925;4500.0;;;113425.0;96947;3.59;85.5;;37720.0;1.40;04/02/2021
2021-02-05;17;La Rioja;17615;600.0;;;18215.0;16622;5.26;91.3;;6521.0;2.06;04/02/2021
2021-02-05;13;Madrid;280725;11600.0;;;292325.0;246003;3.64;84.2;;67334.0;1.00;04/02/2021
2021-02-05;14;Murcia;73265;3000.0;;;76265.0;72359;4.79;94.9;;20388.0;1.35;04/02/2021
2021-02-05;15;Navarra;33495;1300.0;;;34795.0;31446;4.78;90.4;;9016.0;1.37;04/02/2021
2021-02-05;16;País Vasco;91080;3600.0;;;94680.0;68359;3.12;72.2;;21112.0;0.96;04/02/2021
2021-02-05;18;Ceuta;1980;200.0;;;2180.0;2156;2.57;98.9;;921.0;1.10;04/02/2021
2021-02-05;19;Melilla;1980;200.0;;;2180.0;2392;2.84;109.7;;1073.0;1.27;04/02/2021
2021-02-05;0;España;2131155;87600.0;;;2218755.0;1988160;4.20;89.6;;682909.0;1.44;
2021-02-08;1;Andalucía;400230;16600.0;;;416830.0;378943;4.47;90.9;;143552.0;1.69;07/02/2021
2021-02-08;2;Aragón;68175;2900.0;;;71075.0;74650;5.61;105;;24380.0;1.83;07/02/2021
2021-02-08;3;Asturias;69935;2900.0;;;72835.0;71784;7.07;98.6;;31467.0;3.10;07/02/2021
2021-02-08;4;Baleares;35460;1500.0;;;36960.0;35683;2.94;96.5;;13430.0;1.11;07/02/2021
2021-02-08;5;Canarias;79530;3200.0;;;82730.0;84330;3.76;101.9;;28158.0;1.25;07/02/2021
2021-02-08;6;Cantabria;33495;1300.0;;;34795.0;34215;5.88;98.3;;12427.0;2.13;07/02/2021
2021-02-08;7;Castilla y Leon;149475;6200.0;;;155675.0;161020;6.73;103.4;;62928.0;2.63;07/02/2021
2021-02-08;8;Castilla La Mancha;101655;4200.0;;;105855.0;104988;5.14;99.2;;32129.0;1.57;07/02/2021
2021-02-08;9;Cataluña;345770;14300.0;;;360070.0;317222;4.14;88.1;;120742.0;1.58;07/02/2021
2021-02-08;10;C Valenciana;175690;7000.0;;;182690.0;190902;3.79;104.5;;83171.0;1.65;07/02/2021
2021-02-08;11;Extremadura;62675;2500.0;;;65175.0;68006;6.42;104.3;;26605.0;2.51;07/02/2021
2021-02-08;12;Galicia;108925;4500.0;;;113425.0;110996;4.11;97.9;;51424.0;1.91;07/02/2021
2021-02-08;17;La Rioja;17615;600.0;;;18215.0;17803;5.63;97.7;;7561.0;2.39;07/02/2021
2021-02-08;13;Madrid;280725;11600.0;;;292325.0;266831;3.95;91.3;;86645.0;1.28;07/02/2021
2021-02-08;14;Murcia;73265;3000.0;;;76265.0;75792;5.02;99.4;;24312.0;1.61;07/02/2021
2021-02-08;15;Navarra;33495;1300.0;;;34795.0;34273;5.21;98.5;;11439.0;1.74;07/02/2021
2021-02-08;16;País Vasco;91080;3600.0;;;94680.0;72979;3.33;77.1;;24002.0;1.10;07/02/2021
2021-02-08;18;Ceuta;1980;200.0;;;2180.0;2218;2.64;101.7;;964.0;1.15;07/02/2021
2021-02-08;19;Melilla;1980;200.0;;;2180.0;2398;2.85;110;;1071.0;1.27;07/02/2021
2021-02-08;0;España;2131155;87600.0;;;2218755.0;2105033;4.45;94.9;;786407.0;1.66;
2021-02-09;1;Andalucía;400230;16600.0;34500.0;;451330.0;390077;4.60;86.4;;151577.0;1.79;08/02/2021
2021-02-09;2;Aragón;68175;2900.0;5400.0;;76475.0;75586;5.68;98.8;;25222.0;1.89;08/02/2021
2021-02-09;3;Asturias;69935;2900.0;4200.0;;77035.0;72787;7.17;94.5;;31944.0;3.15;08/02/2021
2021-02-09;4;Baleares;35460;1500.0;4800.0;;41760.0;36655;3.02;87.8;;14072.0;1.16;08/02/2021
2021-02-09;5;Canarias;79530;3200.0;8900.0;;91630.0;85250;3.80;93.0;;29047.0;1.29;08/02/2021
2021-02-09;6;Cantabria;33495;1300.0;2400.0;;37195.0;35347;6.07;95.0;;13470.0;2.31;08/02/2021
2021-02-09;7;Castilla y Leon;149475;6200.0;9800.0;;165475.0;161781;6.77;97.8;;64568.0;2.70;08/02/2021
2021-02-09;8;Castilla La Mancha;101655;4200.0;8300.0;;114155.0;106646;5.22;93.4;;33207.0;1.63;08/02/2021
2021-02-09;9;Cataluña;345770;14300.0;31800.0;;391870.0;328789;4.29;83.9;;129651.0;1.69;08/02/2021
2021-02-09;10;C Valenciana;175690;7000.0;20600.0;;203290.0;196489;3.90;96.7;;87353.0;1.73;08/02/2021
2021-02-09;11;Extremadura;62675;2500.0;4300.0;;69475.0;69271;6.54;99.7;;27390.0;2.59;08/02/2021
2021-02-09;12;Galicia;108925;4500.0;11000.0;;124425.0;114111;4.23;91.7;;54504.0;2.02;08/02/2021
2021-02-09;17;La Rioja;17615;600.0;1300.0;;19515.0;18324;5.80;93.9;;7777.0;2.46;08/02/2021
2021-02-09;13;Madrid;280725;11600.0;27700.0;;320025.0;282690;4.18;88.3;;102204.0;1.51;08/02/2021
2021-02-09;14;Murcia;73265;3000.0;6200.0;;82465.0;77602;5.14;94.1;;25944.0;1.72;08/02/2021
2021-02-09;15;Navarra;33495;1300.0;2700.0;;37495.0;35585;5.41;94.9;;12509.0;1.90;08/02/2021
2021-02-09;16;País Vasco;91080;3600.0;9100.0;;103780.0;75634;3.45;72.9;;26299.0;1.20;08/02/2021
