fecha;cod_ine;CCAA;dosis_Pfizer;dosis_Moderna;dosis_AstraZeneca;dosis_Janssen;dosis_totales;dosis_administradas;porcentaje_dosis_administradas;porcentaje_entregadas;personas_una_dosis;personas_pauta_completa;porcentaje_pauta_completa;fecha_ultima_vacuna
2021-05-11;19;Melilla;17190;2500.0;10000.0;450.0;30140.0;21973;26.07;72.9;15458.0;6766.0;8.03;06/05/2021
2021-05-11;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;75974;57.0;83.2;66489.0;9485.0;7.12;10/05/2021
2021-05-11;0;España;15350595;2087600.0;5397000.0;272400.0;23107595.0;20162661;42.58;87.3;14028954.0;6327447.0;13.36;
2021-05-12;1;Andalucía;2465280;337000.0;951000.0;48650.0;3801930.0;3482939;41.06;91.6;2397813.0;1119700.0;13.2;11/05/2021
2021-05-12;2;Aragón;496395;67300.0;149400.0;7600.0;720695.0;643819;48.36;89.3;438841.0;212832.0;15.99;11/05/2021
2021-05-12;3;Asturias;466565;60400.0;114600.0;5850.0;647415.0;600195;59.11;92.7;398717.0;207221.0;20.41;11/05/2021
2021-05-12;4;Baleares;274140;39600.0;131500.0;6700.0;451940.0;407370;33.52;90.1;291800.0;121931.0;10.03;11/05/2021
2021-05-12;5;Canarias;553380;76600.0;244500.0;12500.0;886980.0;747377;33.3;84.3;519168.0;239189.0;10.66;11/05/2021
2021-05-12;6;Cantabria;220695;29300.0;65400.0;3300.0;318695.0;280508;48.17;88.0;191376.0;90800.0;15.59;11/05/2021
2021-05-12;7;Castilla y Leon;1087815;144000.0;269100.0;13800.0;1514715.0;1332562;55.73;88.0;889728.0;455402.0;19.04;11/05/2021
2021-05-12;8;Castilla La Mancha;687825;94500.0;228800.0;11700.0;1022825.0;884665;43.3;86.5;614197.0;277031.0;13.56;11/05/2021
2021-05-12;9;Cataluña;2434220;336200.0;874100.0;44700.0;3689220.0;3238108;42.3;87.8;2237657.0;1029511.0;13.45;11/05/2021
2021-05-12;10;C Valenciana;1511830;207100.0;568100.0;29000.0;2316030.0;2091434;41.53;90.3;1444489.0;671781.0;13.34;11/05/2021
2021-05-12;11;Extremadura;401975;52900.0;119400.0;6100.0;580375.0;527973;49.84;91.0;356294.0;176217.0;16.64;11/05/2021
2021-05-12;12;Galicia;1135015;147400.0;303700.0;15550.0;1601665.0;1480127;54.85;92.4;1028809.0;461602.0;17.1;11/05/2021
2021-05-12;17;La Rioja;115895;15300.0;35700.0;1900.0;168795.0;154540;48.88;91.6;107635.0;48747.0;15.42;11/05/2021
2021-05-12;13;Madrid;1992435;276200.0;762000.0;38900.0;3069535.0;2716847;40.22;88.5;1942011.0;797465.0;11.8;11/05/2021
2021-05-12;14;Murcia;424265;57700.0;169800.0;8650.0;660415.0;539597;35.76;81.7;377867.0;162248.0;10.75;11/05/2021
2021-05-12;15;Navarra;220695;30200.0;74300.0;3850.0;329045.0;307748;46.83;93.5;214368.0;97255.0;14.8;11/05/2021
2021-05-12;16;País Vasco;805950;107400.0;249500.0;12750.0;1175600.0;1060076;48.42;90.2;763568.0;309205.0;14.12;11/05/2021
2021-05-12;18;Ceuta;17190;2600.0;10000.0;450.0;30240.0;27162;32.34;89.8;19361.0;8248.0;9.82;11/05/2021
2021-05-12;19;Melilla;17190;2500.0;10000.0;450.0;30140.0;23887;28.34;79.3;17272.0;7089.0;8.41;11/05/2021
2021-05-12;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;76881;57.68;84.2;67377.0;9504.0;7.13;11/05/2021
2021-05-12;0;España;15350595;2087600.0;5397000.0;272400.0;23107595.0;20623815;43.55;89.3;14318348.0;6502978.0;13.73;
2021-05-13;1;Andalucía;2465280;337000.0;951000.0;48650.0;3801930.0;3551351;41.87;93.4;2442005.0;1144670.0;13.49;12/05/2021
2021-05-13;2;Aragón;496395;67300.0;149400.0;7600.0;720695.0;668287;50.2;92.7;448908.0;227234.0;17.07;12/05/2021
2021-05-13;3;Asturias;466565;60400.0;114600.0;5850.0;647415.0;613773;60.44;94.8;405443.0;214076.0;21.08;12/05/2021
2021-05-13;4;Baleares;274140;39600.0;131500.0;6700.0;451940.0;416984;34.31;92.3;297117.0;126233.0;10.39;12/05/2021
2021-05-13;5;Canarias;553380;76600.0;244500.0;12500.0;886980.0;766366;34.14;86.4;530015.0;247468.0;11.03;12/05/2021
2021-05-13;6;Cantabria;220695;29300.0;65400.0;3300.0;318695.0;287063;49.29;90.1;196524.0;92243.0;15.84;12/05/2021
2021-05-13;7;Castilla y Leon;1087815;144000.0;269100.0;13800.0;1514715.0;1332562;55.73;88.0;889728.0;455402.0;19.04;11/05/2021
2021-05-13;8;Castilla La Mancha;687825;94500.0;228800.0;11700.0;1022825.0;915619;44.81;89.5;629262.0;292955.0;14.34;12/05/2021
2021-05-13;9;Cataluña;2434220;336200.0;874100.0;44700.0;3689220.0;3312963;43.28;89.8;2294659.0;1047955.0;13.69;12/05/2021
2021-05-13;10;C Valenciana;1511830;207100.0;568100.0;29000.0;2316030.0;2144330;42.58;92.6;1488047.0;681403.0;13.53;12/05/2021
2021-05-13;11;Extremadura;401975;52900.0;119400.0;6100.0;580375.0;542882;51.25;93.5;364929.0;182588.0;17.24;12/05/2021
2021-05-13;12;Galicia;1135015;147400.0;303700.0;15550.0;1601665.0;1533508;56.82;95.7;1029985.0;514070.0;19.05;12/05/2021
2021-05-13;17;La Rioja;115895;15300.0;35700.0;1900.0;168795.0;157406;49.79;93.3;108702.0;50551.0;15.99;12/05/2021
2021-05-13;13;Madrid;1992435;276200.0;762000.0;38900.0;3069535.0;2749920;40.71;89.6;1945081.0;827497.0;12.25;12/05/2021
2021-05-13;14;Murcia;424265;57700.0;169800.0;8650.0;660415.0;552805;36.63;83.7;382925.0;170427.0;11.29;12/05/2021
2021-05-13;15;Navarra;220695;30200.0;74300.0;3850.0;329045.0;315599;48.02;95.9;219378.0;100097.0;15.23;12/05/2021
2021-05-13;16;País Vasco;805950;107400.0;249500.0;12750.0;1175600.0;1080358;49.34;91.9;776645.0;316410.0;14.45;12/05/2021
2021-05-13;18;Ceuta;17190;2600.0;10000.0;450.0;30240.0;27936;33.26;92.4;20126.0;8257.0;9.83;12/05/2021
2021-05-13;19;Melilla;17190;2500.0;10000.0;450.0;30140.0;25015;29.68;83.0;18390.0;7090.0;8.41;12/05/2021
2021-05-13;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77213;57.93;84.5;67683.0;9530.0;7.15;12/05/2021
2021-05-13;0;España;15350595;2087600.0;5397000.0;272400.0;23107595.0;21071940;44.5;91.2;14555552.0;6716156.0;14.18;
2021-05-14;1;Andalucía;2465280;392000.0;1007500.0;73250.0;3938030.0;3667630;43.24;93.1;2511506.0;1192771.0;14.06;13/05/2021
2021-05-14;2;Aragón;496395;75900.0;158300.0;11400.0;741995.0;691335;51.93;93.2;458069.0;241121.0;18.11;13/05/2021
2021-05-14;3;Asturias;466565;67000.0;121400.0;8850.0;663815.0;627620;61.81;94.5;413428.0;219921.0;21.66;13/05/2021
2021-05-14;4;Baleares;282330;47200.0;139300.0;10100.0;478930.0;426217;35.07;89.0;302253.0;130513.0;10.74;13/05/2021
2021-05-14;5;Canarias;553380;90700.0;259000.0;18800.0;921880.0;790500;35.22;85.7;544850.0;256850.0;11.44;13/05/2021
2021-05-14;6;Cantabria;220695;33100.0;69300.0;4900.0;327995.0;294479;50.57;89.8;200198.0;96018.0;16.49;13/05/2021
2021-05-14;7;Castilla y Leon;1087815;159600.0;285100.0;20800.0;1553315.0;1395533;58.36;89.8;904934.0;503307.0;21.05;13/05/2021
2021-05-14;8;Castilla La Mancha;687825;107800.0;242500.0;17700.0;1055825.0;948942;46.45;89.9;645208.0;310370.0;15.19;13/05/2021
2021-05-14;9;Cataluña;2434220;386700.0;926100.0;67300.0;3814320.0;3398325;44.39;89.1;2354256.0;1074195.0;14.03;13/05/2021
2021-05-14;10;C Valenciana;1511830;239900.0;601900.0;43700.0;2397330.0;2195619;43.6;91.6;1523321.0;697519.0;13.85;13/05/2021
2021-05-14;11;Extremadura;401975;59800.0;126500.0;9200.0;597475.0;558070;52.68;93.4;371327.0;191508.0;18.08;13/05/2021
2021-05-14;12;Galicia;1135015;165000.0;321700.0;23450.0;1645165.0;1564268;57.96;95.1;1057691.0;517272.0;19.17;13/05/2021
2021-05-14;17;La Rioja;115895;17400.0;37800.0;2800.0;173895.0;161031;50.94;92.6;109704.0;53173.0;16.82;13/05/2021
2021-05-14;13;Madrid;1992435;320200.0;807300.0;58600.0;3178535.0;2840623;42.05;89.4;2005375.0;858113.0;12.7;13/05/2021
2021-05-14;14;Murcia;424265;67500.0;179800.0;13050.0;684615.0;573157;37.98;83.7;389545.0;185821.0;12.31;13/05/2021
2021-05-14;15;Navarra;220695;34500.0;78700.0;5750.0;339645.0;322392;49.05;94.9;223254.0;103015.0;15.67;13/05/2021
2021-05-14;16;País Vasco;805950;121800.0;264300.0;19250.0;1211300.0;1096376;50.07;90.5;789241.0;319840.0;14.61;13/05/2021
2021-05-14;18;Ceuta;17190;3200.0;10600.0;750.0;31740.0;28426;33.84;89.6;20603.0;8270.0;9.85;13/05/2021
2021-05-14;19;Melilla;17190;3100.0;10600.0;750.0;31640.0;25585;30.36;80.9;18558.0;7492.0;8.89;13/05/2021
2021-05-14;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77579;58.21;84.9;67985.0;9594.0;7.2;13/05/2021
2021-05-14;0;España;15358785;2395800.0;5713800.0;410400.0;23878785.0;21683707;45.79;90.8;14911306.0;6976683.0;14.73;
2021-05-17;1;Andalucía;2465280;392000.0;1007500.0;73250.0;3938030.0;3768883;44.43;95.7;2577517.0;1229767.0;14.5;16/05/2021
2021-05-17;2;Aragón;496395;75900.0;158300.0;11400.0;741995.0;700668;52.63;94.4;466699.0;241830.0;18.16;16/05/2021
2021-05-17;3;Asturias;466565;67000.0;121400.0;8850.0;663815.0;650728;64.08;98.0;426347.0;230361.0;22.69;16/05/2021
2021-05-17;4;Baleares;282330;47200.0;139300.0;10100.0;478930.0;443932;36.53;92.7;314701.0;135816.0;11.18;16/05/2021
2021-05-17;5;Canarias;553380;90700.0;259000.0;18800.0;921880.0;823733;36.7;89.4;570448.0;267073.0;11.9;16/05/2021
2021-05-17;6;Cantabria;220695;33100.0;69300.0;4900.0;327995.0;301950;51.85;92.1;204293.0;100371.0;17.24;16/05/2021
2021-05-17;7;Castilla y Leon;1087815;159600.0;285100.0;20800.0;1553315.0;1422494;59.49;91.6;920462.0;516360.0;21.59;16/05/2021
2021-05-17;8;Castilla La Mancha;687825;107800.0;242500.0;17700.0;1055825.0;991513;48.53;93.9;676614.0;324249.0;15.87;16/05/2021
2021-05-17;9;Cataluña;2434220;386700.0;926100.0;67300.0;3814320.0;3512534;45.88;92.1;2445125.0;1098215.0;14.35;16/05/2021
2021-05-17;10;C Valenciana;1511830;239900.0;601900.0;43700.0;2397330.0;2217729;44.04;92.5;1533622.0;709438.0;14.09;15/05/2021
2021-05-17;11;Extremadura;401975;59800.0;126500.0;9200.0;597475.0;570276;53.83;95.4;377207.0;198107.0;18.7;16/05/2021
2021-05-17;12;Galicia;1135015;165000.0;321700.0;23450.0;1645165.0;1607078;59.55;97.7;1075837.0;543552.0;20.14;16/05/2021
2021-05-17;17;La Rioja;115895;17400.0;37800.0;2800.0;173895.0;163215;51.63;93.9;109739.0;55335.0;17.5;15/05/2021
2021-05-17;13;Madrid;1992435;320200.0;807300.0;58600.0;3178535.0;2942235;43.55;92.6;2065290.0;900172.0;13.32;16/05/2021
2021-05-17;14;Murcia;424265;67500.0;179800.0;13050.0;684615.0;590226;39.11;86.2;403635.0;190707.0;12.64;16/05/2021
2021-05-17;15;Navarra;220695;34500.0;78700.0;5750.0;339645.0;332283;50.56;97.8;229538.0;108014.0;16.44;16/05/2021
2021-05-17;16;País Vasco;805950;121800.0;264300.0;19250.0;1211300.0;1140415;52.09;94.1;815059.0;338938.0;15.48;16/05/2021
2021-05-17;18;Ceuta;17190;3200.0;10600.0;750.0;31740.0;29229;34.8;92.1;21368.0;8323.0;9.91;15/05/2021
2021-05-17;19;Melilla;17190;3100.0;10600.0;750.0;31640.0;26269;31.17;83.0;19204.0;7531.0;8.94;14/05/2021
2021-05-17;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77698;58.3;85.1;68141.0;9557.0;7.17;15/05/2021
2021-05-17;0;España;15358785;2395800.0;5713800.0;410400.0;23878785.0;22313088;47.12;93.4;15320846.0;7213716.0;15.23;
2021-05-18;1;Andalucía;2768310;392000.0;1007500.0;73250.0;4241060.0;3828823;45.14;90.3;2618121.0;1249873.0;14.73;17/05/2021
2021-05-18;2;Aragón;544365;75900.0;158300.0;11400.0;789965.0;704822;52.94;89.2;469534.0;243149.0;18.26;17/05/2021
2021-05-18;3;Asturias;502835;67000.0;121400.0;8850.0;700085.0;659553;64.95;94.2;432729.0;232933.0;22.94;17/05/2021
2021-05-18;4;Baleares;315090;47200.0;139300.0;10100.0;511690.0;449449;36.99;87.8;319145.0;136894.0;11.27;17/05/2021
2021-05-18;5;Canarias;631770;90700.0;259000.0;18800.0;1000270.0;838680;37.37;83.8;581553.0;271536.0;12.1;17/05/2021
2021-05-18;6;Cantabria;241755;33100.0;69300.0;4900.0;349055.0;306240;52.59;87.7;206133.0;102874.0;17.67;17/05/2021
2021-05-18;7;Castilla y Leon;1173225;159600.0;285100.0;20800.0;1638725.0;1441310;60.27;88.0;929830.0;525858.0;21.99;17/05/2021
2021-05-18;8;Castilla La Mancha;761535;107800.0;242500.0;17700.0;1129535.0;1000956;48.99;88.6;683201.0;327915.0;16.05;17/05/2021
2021-05-18;9;Cataluña;2713850;386700.0;926100.0;67300.0;4093950.0;3543744;46.29;86.6;2473222.0;1101895.0;14.39;17/05/2021
2021-05-18;10;C Valenciana;1693180;239900.0;601900.0;43700.0;2578680.0;2243004;44.54;87.0;1555816.0;718385.0;14.26;17/05/2021
2021-05-18;11;Extremadura;440585;59800.0;126500.0;9200.0;636085.0;573681;54.16;90.2;379465.0;199337.0;18.82;17/05/2021
2021-05-18;12;Galicia;1232125;165000.0;321700.0;23450.0;1742275.0;1608119;59.59;92.3;1076105.0;544393.0;20.17;17/05/2021
2021-05-18;17;La Rioja;127595;17400.0;37800.0;2800.0;185595.0;166496;52.67;89.7;110902.0;58199.0;18.41;17/05/2021
2021-05-18;13;Madrid;2235795;320200.0;807300.0;58600.0;3421895.0;2998227;44.38;87.6;2094066.0;927467.0;13.73;17/05/2021
2021-05-18;14;Murcia;478085;67500.0;179800.0;13050.0;738435.0;596069;39.5;80.7;406768.0;193739.0;12.84;17/05/2021
2021-05-18;15;Navarra;244095;34500.0;78700.0;5750.0;363045.0;335504;51.05;92.4;230591.0;110203.0;16.77;17/05/2021
2021-05-18;16;País Vasco;885510;121800.0;264300.0;19250.0;1290860.0;1158120;52.89;89.7;818706.0;353216.0;16.13;17/05/2021
2021-05-18;18;Ceuta;20700;3200.0;10600.0;750.0;35250.0;29897;35.59;84.8;22035.0;8412.0;10.01;17/05/2021
2021-05-18;19;Melilla;20700;3100.0;10600.0;750.0;35150.0;26891;31.91;76.5;19779.0;7578.0;8.99;17/05/2021
2021-05-18;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77758;58.34;85.1;68188.0;9570.0;7.18;17/05/2021
2021-05-18;0;España;17052945;2395800.0;5713800.0;410400.0;25572945.0;22587343;47.7;88.3;15495889.0;7323426.0;15.47;
2021-05-19;1;Andalucía;2768310;392000.0;1007500.0;73250.0;4241060.0;3909377;46.09;92.2;2676444.0;1272655.0;15.0;18/05/2021
2021-05-19;2;Aragón;544365;75900.0;158300.0;11400.0;789965.0;717235;53.87;90.8;476322.0;248774.0;18.69;18/05/2021
2021-05-19;3;Asturias;502835;67000.0;121400.0;8850.0;700085.0;673092;66.29;96.1;439525.0;239695.0;23.61;18/05/2021
2021-05-19;4;Baleares;315090;47200.0;139300.0;10100.0;511690.0;455671;37.5;89.1;324518.0;137757.0;11.34;18/05/2021
2021-05-19;5;Canarias;631770;90700.0;259000.0;18800.0;1000270.0;853162;38.01;85.3;591026.0;276939.0;12.34;18/05/2021
2021-05-19;6;Cantabria;241755;33100.0;69300.0;4900.0;349055.0;312146;53.6;89.4;210697.0;104464.0;17.94;18/05/2021
2021-05-19;7;Castilla y Leon;1173225;159600.0;285100.0;20800.0;1638725.0;1460306;61.07;89.1;936096.0;539178.0;22.55;18/05/2021
2021-05-19;8;Castilla La Mancha;761535;107800.0;242500.0;17700.0;1129535.0;1018599;49.85;90.2;693438.0;336163.0;16.45;18/05/2021
2021-05-19;9;Cataluña;2713850;386700.0;926100.0;67300.0;4093950.0;3610271;47.16;88.2;2528296.0;1114139.0;14.55;18/05/2021
2021-05-19;10;C Valenciana;1693180;239900.0;601900.0;43700.0;2578680.0;2243089;44.54;87.0;1555899.0;718390.0;14.26;18/05/2021
2021-05-19;11;Extremadura;440585;59800.0;126500.0;9200.0;636085.0;586884;55.4;92.3;387907.0;204140.0;19.27;18/05/2021
2021-05-19;12;Galicia;1232125;165000.0;321700.0;23450.0;1742275.0;1644918;60.95;94.4;1109890.0;547541.0;20.29;18/05/2021
2021-05-19;17;La Rioja;127595;17400.0;37800.0;2800.0;185595.0;169190;53.52;91.2;112172.0;59629.0;18.86;18/05/2021
2021-05-19;13;Madrid;2235795;320200.0;807300.0;58600.0;3421895.0;3052598;45.19;89.2;2112932.0;963120.0;14.26;18/05/2021
2021-05-19;14;Murcia;478085;67500.0;179800.0;13050.0;738435.0;611085;40.49;82.8;415515.0;200056.0;13.26;18/05/2021
2021-05-19;15;Navarra;244095;34500.0;78700.0;5750.0;363045.0;340966;51.88;93.9;232551.0;113958.0;17.34;18/05/2021
2021-05-19;16;País Vasco;885510;121800.0;264300.0;19250.0;1290860.0;1178734;53.84;91.3;825973.0;366867.0;16.76;18/05/2021
2021-05-19;18;Ceuta;20700;3200.0;10600.0;750.0;35250.0;30687;36.53;87.1;22821.0;8522.0;10.15;18/05/2021
2021-05-19;19;Melilla;20700;3100.0;10600.0;750.0;35150.0;28118;33.36;80.0;20968.0;7616.0;9.04;18/05/2021
2021-05-19;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77827;58.39;85.2;68257.0;9570.0;7.18;18/05/2021
2021-05-19;0;España;17052945;2395800.0;5713800.0;410400.0;25572945.0;22973955;48.52;89.8;15741247.0;7469173.0;15.77;
2021-05-20;1;Andalucía;2768310;392000.0;1007500.0;73250.0;4241060.0;3998361;47.14;94.3;2742890.0;1296470.0;15.28;19/05/2021
2021-05-20;2;Aragón;544365;75900.0;158300.0;11400.0;789965.0;737369;55.39;93.3;485547.0;259683.0;19.51;19/05/2021
2021-05-20;3;Asturias;502835;67000.0;121400.0;8850.0;700085.0;681996;67.16;97.4;443444.0;244715.0;24.1;19/05/2021
2021-05-20;4;Baleares;315090;47200.0;139300.0;10100.0;511690.0;463768;38.16;90.6;330407.0;139965.0;11.52;19/05/2021
2021-05-20;5;Canarias;631770;90700.0;259000.0;18800.0;1000270.0;861664;38.39;86.1;598828.0;278022.0;12.39;19/05/2021
2021-05-20;6;Cantabria;241755;33100.0;69300.0;4900.0;349055.0;318056;54.62;91.1;212435.0;108988.0;18.72;19/05/2021
2021-05-20;7;Castilla y Leon;1173225;159600.0;285100.0;20800.0;1638725.0;1487806;62.22;90.8;947300.0;557145.0;23.3;19/05/2021
2021-05-20;8;Castilla La Mancha;761535;107800.0;242500.0;17700.0;1129535.0;1045725;51.18;92.6;709172.0;348337.0;17.05;19/05/2021
2021-05-20;9;Cataluña;2713850;386700.0;926100.0;67300.0;4093950.0;3677104;48.03;89.8;2586988.0;1123529.0;14.68;19/05/2021
2021-05-20;10;C Valenciana;1693180;239900.0;601900.0;43700.0;2578680.0;2359667;46.85;91.5;1626128.0;764907.0;15.19;19/05/2021
2021-05-20;11;Extremadura;440585;59800.0;126500.0;9200.0;636085.0;600826;56.72;94.5;396170.0;210047.0;19.83;19/05/2021
2021-05-20;12;Galicia;1232125;165000.0;321700.0;23450.0;1742275.0;1679867;62.25;96.4;1111174.0;581969.0;21.56;19/05/2021
2021-05-20;17;La Rioja;127595;17400.0;37800.0;2800.0;185595.0;171149;54.14;92.2;112369.0;61391.0;19.42;19/05/2021
2021-05-20;13;Madrid;2235795;320200.0;807300.0;58600.0;3421895.0;3108348;46.01;90.8;2139916.0;992121.0;14.69;19/05/2021
2021-05-20;14;Murcia;478085;67500.0;179800.0;13050.0;738435.0;624342;41.37;84.5;421907.0;207053.0;13.72;19/05/2021
2021-05-20;15;Navarra;244095;34500.0;78700.0;5750.0;363045.0;347979;52.95;95.9;234688.0;118837.0;18.08;19/05/2021
2021-05-20;16;País Vasco;885510;121800.0;264300.0;19250.0;1290860.0;1199412;54.78;92.9;835538.0;378271.0;17.28;19/05/2021
2021-05-20;18;Ceuta;20700;3200.0;10600.0;750.0;35250.0;32187;38.32;91.3;24310.0;8539.0;10.17;19/05/2021
2021-05-20;19;Melilla;20700;3100.0;10600.0;750.0;35150.0;29595;35.11;84.2;22354.0;7713.0;9.15;19/05/2021
2021-05-20;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77864;58.42;85.2;68278.0;9586.0;7.19;19/05/2021
2021-05-20;0;España;17052945;2395800.0;5713800.0;410400.0;25572945.0;23503085;49.64;91.9;16049843.0;7697288.0;16.26;
2021-05-21;1;Andalucía;2768310;392000.0;1007500.0;102800.0;4270610.0;4087772;48.19;95.7;2804632.0;1324848.0;15.62;20/05/2021
2021-05-21;2;Aragón;544365;75900.0;158300.0;16000.0;794565.0;757163;56.87;95.3;494372.0;270668.0;20.33;20/05/2021
2021-05-21;3;Asturias;502835;67000.0;121400.0;12400.0;703635.0;689279;67.88;98.0;447261.0;248389.0;24.46;20/05/2021
2021-05-21;4;Baleares;324450;47200.0;139300.0;14200.0;525150.0;471730;38.82;89.8;336944.0;141426.0;11.64;20/05/2021
2021-05-21;5;Canarias;631770;90700.0;259000.0;26400.0;1007870.0;883279;39.35;87.6;616270.0;283662.0;12.64;20/05/2021
2021-05-21;6;Cantabria;241755;33100.0;69300.0;6950.0;351105.0;323878;55.62;92.2;216835.0;110435.0;18.96;20/05/2021
2021-05-21;7;Castilla y Leon;1173225;159600.0;285100.0;29150.0;1647075.0;1510435;63.16;91.7;959720.0;567430.0;23.73;20/05/2021
2021-05-21;8;Castilla La Mancha;761535;107800.0;242500.0;24850.0;1136685.0;1073858;52.56;94.5;724018.0;362666.0;17.75;20/05/2021
2021-05-21;9;Cataluña;2713850;386700.0;926100.0;94450.0;4121100.0;3744065;48.91;90.9;2642992.0;1135792.0;14.84;20/05/2021
2021-05-21;10;C Valenciana;1693180;239900.0;601900.0;61400.0;2596380.0;2413113;47.91;92.9;1668460.0;776451.0;15.42;20/05/2021
2021-05-21;11;Extremadura;440585;59800.0;126500.0;12900.0;639785.0;615201;58.08;96.2;404699.0;216051.0;20.4;20/05/2021
2021-05-21;12;Galicia;1232125;165000.0;321700.0;32900.0;1751725.0;1705317;63.19;97.4;1115803.0;603245.0;22.35;20/05/2021
2021-05-21;17;La Rioja;127595;17400.0;37800.0;3900.0;186695.0;174544;55.21;93.5;115235.0;61926.0;19.59;20/05/2021
2021-05-21;13;Madrid;2235795;320200.0;807300.0;82300.0;3445595.0;3162722;46.82;91.8;2168152.0;1018574.0;15.08;20/05/2021
2021-05-21;14;Murcia;478085;67500.0;179800.0;18300.0;743685.0;638774;42.33;85.9;429379.0;214026.0;14.18;20/05/2021
2021-05-21;15;Navarra;244095;34500.0;78700.0;8050.0;365345.0;353577;53.8;96.8;237738.0;121398.0;18.47;20/05/2021
2021-05-21;16;País Vasco;885510;121800.0;264300.0;26950.0;1298560.0;1216832;55.58;93.7;849078.0;382394.0;17.46;20/05/2021
2021-05-21;18;Ceuta;20700;3200.0;10600.0;1050.0;35550.0;33283;39.62;93.6;25381.0;8631.0;10.28;20/05/2021
2021-05-21;19;Melilla;20700;3100.0;10600.0;1050.0;35450.0;29595;35.11;83.5;22354.0;7713.0;9.15;19/05/2021
2021-05-21;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;77948;58.48;85.3;68360.0;9588.0;7.19;20/05/2021
2021-05-21;0;España;17062305;2395800.0;5713800.0;576000.0;25747905.0;23962365;50.61;93.1;16347683.0;7865313.0;16.61;
2021-05-24;1;Andalucía;2768310;392000.0;1007500.0;102800.0;4270610.0;4182777;49.31;97.9;2869005.0;1356798.0;15.99;23/05/2021
2021-05-24;2;Aragón;544365;75900.0;158300.0;16000.0;794565.0;768752;57.74;96.8;499235.0;277619.0;20.85;23/05/2021
2021-05-24;3;Asturias;502835;67000.0;121400.0;12400.0;703635.0;703017;69.23;99.9;455396.0;254313.0;25.04;23/05/2021
2021-05-24;4;Baleares;324450;47200.0;139300.0;14200.0;525150.0;495130;40.75;94.3;356356.0;146494.0;12.06;23/05/2021
2021-05-24;5;Canarias;631770;90700.0;259000.0;26400.0;1007870.0;908910;40.5;90.2;637270.0;289781.0;12.91;23/05/2021
2021-05-24;6;Cantabria;241755;33100.0;69300.0;6950.0;351105.0;331596;56.94;94.4;221287.0;114345.0;19.63;23/05/2021
2021-05-24;7;Castilla y Leon;1173225;159600.0;285100.0;29150.0;1647075.0;1542088;64.49;93.6;970751.0;588243.0;24.6;23/05/2021
2021-05-24;8;Castilla La Mancha;761535;107800.0;242500.0;24850.0;1136685.0;1103092;53.99;97.0;744186.0;376232.0;18.41;23/05/2021
2021-05-24;9;Cataluña;2713850;386700.0;926100.0;94450.0;4121100.0;3859115;50.41;93.6;2698361.0;1197777.0;15.65;23/05/2021
2021-05-24;10;C Valenciana;1693180;239900.0;601900.0;61400.0;2596380.0;2413113;47.91;92.9;1668460.0;776451.0;15.42;20/05/2021
2021-05-24;11;Extremadura;440585;59800.0;126500.0;12900.0;639785.0;622596;58.77;97.3;412592.0;216911.0;20.48;22/05/2021
2021-05-24;12;Galicia;1232125;165000.0;321700.0;32900.0;1751725.0;1732228;64.19;98.9;1141495.0;610231.0;22.61;23/05/2021
2021-05-24;17;La Rioja;127595;17400.0;37800.0;3900.0;186695.0;177970;56.3;95.3;115263.0;65334.0;20.67;22/05/2021
2021-05-24;13;Madrid;2235795;320200.0;807300.0;82300.0;3445595.0;3264439;48.32;94.7;2229489.0;1081311.0;16.01;23/05/2021
2021-05-24;14;Murcia;478085;67500.0;179800.0;18300.0;743685.0;667235;44.21;89.7;448989.0;225998.0;14.98;23/05/2021
2021-05-24;15;Navarra;244095;34500.0;78700.0;8050.0;365345.0;365352;55.59;100.0;245970.0;127438.0;19.39;23/05/2021
2021-05-24;16;País Vasco;885510;121800.0;264300.0;26950.0;1298560.0;1252266;57.19;96.4;876681.0;398634.0;18.21;23/05/2021
2021-05-24;18;Ceuta;20700;3200.0;10600.0;1050.0;35550.0;34114;40.61;96.0;26205.0;8653.0;10.3;21/05/2021
2021-05-24;19;Melilla;20700;3100.0;10600.0;1050.0;35450.0;31725;37.64;89.5;24471.0;8021.0;9.52;21/05/2021
2021-05-24;0;Fuerzas Armadas;21840;3400.0;66100.0;0.0;91340.0;78541;58.93;86.0;68477.0;10064.0;7.55;22/05/2021
2021-05-24;0;España;17062305;2395800.0;5713800.0;576000.0;25747905.0;24534056;51.81;95.3;16709939.0;8130648.0;17.17;
2021-05-25;1;Andalucía;2919240;447000.0;1054200.0;102800.0;4523240.0;4236831;49.95;93.7;2905091.0;1376852.0;16.23;24/05/2021
2021-05-25;2;Aragón;567765;84500.0;165600.0;16000.0;833865.0;771132;57.92;92.5;501244.0;278112.0;20.89;24/05/2021
