ccaa_iso,fecha,num_casos,lug_ocio,lug_mercado,lug_parque,lug_estacion,lug_trabajo,lug_residencial,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,Fallecidos,Hospitalizados,UCI,CCAA,cod_ine
ES-MD,2020-03-30,1091,-89.0,-56.0,-88.0,-87.0,-82.0,36.0,,,,,,237,1235,76,Comunidad de Madrid,13
ES-ML,2020-03-30,3,-88.0,-55.0,-79.0,-87.0,-68.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-03-30,211,-87.0,-50.0,-76.0,-85.0,-71.0,30.0,,,,,,15,76,4,Comunidad Foral de Navarra,15
ES-PV,2020-03-30,310,-90.0,-52.0,-87.0,-82.0,-75.0,32.0,,,,,,41,202,10,País Vasco,16
ES-RI,2020-03-30,114,-88.0,-53.0,-79.0,-84.0,-66.0,28.0,,,,,,10,22,2,La Rioja,17
ES-VC,2020-03-30,234,-89.0,-55.0,-83.0,-85.0,-72.0,31.0,,,,,,54,258,34,Comunidad Valenciana,10
ES-AN,2020-03-31,248,-92.0,-58.0,-82.0,-85.0,-74.0,29.0,,,,,,47,217,23,Andalucía,1
ES-AR,2020-03-31,116,-92.0,-57.0,-79.0,-83.0,-73.0,31.0,,,,,,27,84,13,Aragón,2
ES-AS,2020-03-31,42,-93.0,-53.0,-77.0,-73.0,-72.0,28.0,,,,,,9,43,8,Principado de Asturias,3
ES-CB,2020-03-31,33,-93.0,-53.0,-79.0,-81.0,-73.0,31.0,,,,,,11,6,0,Cantabria,6
ES-CE,2020-03-31,1,-89.0,-68.0,-86.0,,-71.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-03-31,371,-93.0,-57.0,-74.0,-82.0,-71.0,28.0,,,,,,76,254,18,Castilla-León,7
ES-CM,2020-03-31,303,-92.0,-54.0,-81.0,-83.0,-72.0,30.0,,,,,,92,326,18,Castilla-La Mancha,8
ES-CN,2020-03-31,22,-92.0,-57.0,-87.0,-81.0,-73.0,27.0,,,,,,7,27,6,Canarias,5
ES-CT,2020-03-31,1231,-92.0,-50.0,-83.0,-84.0,-78.0,35.0,,,,,,196,656,55,Cataluña,9
ES-EX,2020-03-31,41,-93.0,-57.0,-72.0,-79.0,-68.0,25.0,,,,,,17,48,4,Extremadura,11
ES-GA,2020-03-31,159,-91.0,-50.0,-68.0,-82.0,-70.0,31.0,,,,,,20,108,13,Galicia,12
ES-IB,2020-03-31,47,-93.0,-54.0,-84.0,-84.0,-76.0,33.0,,,,,,8,35,6,Islas Baleares,4
ES-MC,2020-03-31,23,-90.0,-50.0,-80.0,-77.0,-68.0,30.0,,,,,,6,16,3,Región de Murcia,14
ES-MD,2020-03-31,1104,-92.0,-59.0,-89.0,-88.0,-83.0,37.0,,,,,,249,960,73,Comunidad de Madrid,13
ES-ML,2020-03-31,3,-93.0,-55.0,-82.0,-81.0,-69.0,,,,,,,0,4,0,Melilla,19
ES-NC,2020-03-31,125,-92.0,-53.0,-80.0,-86.0,-73.0,32.0,,,,,,15,67,5,Comunidad Foral de Navarra,15
ES-PV,2020-03-31,261,-93.0,-49.0,-84.0,-82.0,-77.0,34.0,,,,,,42,217,17,País Vasco,16
ES-RI,2020-03-31,107,-92.0,-56.0,-84.0,-85.0,-69.0,29.0,,,,,,13,41,4,La Rioja,17
ES-VC,2020-03-31,162,-93.0,-57.0,-84.0,-86.0,-75.0,32.0,,,,,,58,174,26,Comunidad Valenciana,10
ES-AN,2020-04-01,331,-92.0,-55.0,-79.0,-84.0,-73.0,29.0,,,,,,43,210,20,Andalucía,1
ES-AR,2020-04-01,156,-92.0,-52.0,-77.0,-82.0,-72.0,31.0,,,,,,29,91,11,Aragón,2
ES-AS,2020-04-01,29,-92.0,-51.0,-73.0,-72.0,-71.0,28.0,,,,,,1,16,4,Principado de Asturias,3
ES-CB,2020-04-01,72,-93.0,-53.0,-78.0,-81.0,-73.0,32.0,,,,,,4,6,1,Cantabria,6
ES-CE,2020-04-01,2,-90.0,-66.0,-86.0,,-70.0,,,,,,,0,1,1,Ceuta,18
ES-CL,2020-04-01,475,-93.0,-55.0,-73.0,-82.0,-70.0,29.0,,,,,,94,245,13,Castilla-León,7
ES-CM,2020-04-01,350,-92.0,-52.0,-79.0,-82.0,-72.0,30.0,,,,,,91,329,13,Castilla-La Mancha,8
ES-CN,2020-04-01,58,-92.0,-56.0,-87.0,-82.0,-73.0,28.0,,,,,,7,23,7,Canarias,5
ES-CT,2020-04-01,1386,-93.0,-54.0,-85.0,-85.0,-78.0,36.0,,,,,,199,557,47,Cataluña,9
ES-EX,2020-04-01,96,-92.0,-57.0,-70.0,-78.0,-67.0,25.0,,,,,,19,36,5,Extremadura,11
ES-GA,2020-04-01,246,-91.0,-51.0,-69.0,-82.0,-70.0,31.0,,,,,,22,86,9,Galicia,12
ES-IB,2020-04-01,83,-93.0,-53.0,-82.0,-86.0,-76.0,34.0,,,,,,7,52,7,Islas Baleares,4
ES-MC,2020-04-01,23,-90.0,-50.0,-77.0,-76.0,-67.0,29.0,,,,,,4,21,4,Región de Murcia,14
ES-MD,2020-04-01,1338,-91.0,-51.0,-87.0,-87.0,-83.0,38.0,,,,,,264,1015,87,Comunidad de Madrid,13
ES-ML,2020-04-01,5,-93.0,-56.0,-80.0,-83.0,-69.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-04-01,195,-92.0,-51.0,-79.0,-86.0,-73.0,33.0,,,,,,11,77,6,Comunidad Foral de Navarra,15
ES-PV,2020-04-01,276,-93.0,-48.0,-83.0,-82.0,-76.0,35.0,,,,,,43,202,11,País Vasco,16
ES-RI,2020-04-01,109,-92.0,-56.0,-83.0,-85.0,-69.0,31.0,,,,,,6,33,4,La Rioja,17
ES-VC,2020-04-01,214,-93.0,-53.0,-82.0,-85.0,-74.0,32.0,,,,,,47,169,17,Comunidad Valenciana,10
ES-AN,2020-04-02,225,-92.0,-56.0,-81.0,-85.0,-74.0,30.0,,,,,,54,203,25,Andalucía,1
ES-AR,2020-04-02,127,-91.0,-47.0,-77.0,-82.0,-72.0,32.0,,,,,,22,90,8,Aragón,2
ES-AS,2020-04-02,53,-92.0,-51.0,-74.0,-73.0,-72.0,30.0,,,,,,4,32,1,Principado de Asturias,3
ES-CB,2020-04-02,53,-92.0,-53.0,-78.0,-82.0,-72.0,32.0,,,,,,8,12,2,Cantabria,6
ES-CE,2020-04-02,0,-90.0,-66.0,-87.0,,-71.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-04-02,454,-92.0,-54.0,-73.0,-83.0,-71.0,30.0,,,,,,69,222,12,Castilla-León,7
ES-CM,2020-04-02,266,-91.0,-53.0,-77.0,-83.0,-72.0,31.0,,,,,,81,254,11,Castilla-La Mancha,8
ES-CN,2020-04-02,30,-92.0,-57.0,-87.0,-82.0,-73.0,29.0,,,,,,7,14,2,Canarias,5
ES-CT,2020-04-02,1152,-92.0,-47.0,-82.0,-84.0,-78.0,37.0,,,,,,176,508,38,Cataluña,9
ES-EX,2020-04-02,60,-92.0,-56.0,-69.0,-79.0,-68.0,26.0,,,,,,20,32,4,Extremadura,11
ES-GA,2020-04-02,269,-90.0,-51.0,-66.0,-81.0,-70.0,32.0,,,,,,25,85,8,Galicia,12
ES-IB,2020-04-02,35,-93.0,-55.0,-85.0,-87.0,-77.0,35.0,,,,,,9,56,7,Islas Baleares,4
ES-MC,2020-04-02,20,-90.0,-49.0,-78.0,-76.0,-68.0,30.0,,,,,,7,12,2,Región de Murcia,14
ES-MD,2020-04-02,1004,-91.0,-51.0,-87.0,-87.0,-83.0,39.0,,,,,,255,945,62,Comunidad de Madrid,13
ES-ML,2020-04-02,3,-93.0,-55.0,-79.0,-76.0,-70.0,,,,,,,1,2,0,Melilla,19
ES-NC,2020-04-02,127,-91.0,-48.0,-77.0,-84.0,-72.0,32.0,,,,,,13,52,4,Comunidad Foral de Navarra,15
ES-PV,2020-04-02,244,-93.0,-46.0,-84.0,-81.0,-75.0,35.0,,,,,,33,133,10,País Vasco,16
ES-RI,2020-04-02,103,-91.0,-51.0,-80.0,-86.0,-69.0,31.0,,,,,,15,34,2,La Rioja,17
ES-VC,2020-04-02,194,-93.0,-55.0,-83.0,-86.0,-75.0,33.0,,,,,,48,138,14,Comunidad Valenciana,10
ES-AN,2020-04-03,178,-89.0,-51.0,-80.0,-85.0,-72.0,33.0,,,,,,44,132,18,Andalucía,1
ES-AR,2020-04-03,108,-89.0,-46.0,-76.0,-83.0,-71.0,35.0,,,,,,29,75,10,Aragón,2
ES-AS,2020-04-03,37,-89.0,-44.0,-78.0,-73.0,-71.0,33.0,,,,,,3,29,2,Principado de Asturias,3
ES-CB,2020-04-03,34,-89.0,-49.0,-82.0,-83.0,-71.0,36.0,,,,,,2,16,0,Cantabria,6
ES-CE,2020-04-03,1,-87.0,-61.0,-87.0,,-69.0,,,,,,,1,0,0,Ceuta,18
ES-CL,2020-04-03,506,-90.0,-52.0,-77.0,-84.0,-70.0,33.0,,,,,,67,189,11,Castilla-León,7
ES-CM,2020-04-03,245,-89.0,-50.0,-78.0,-85.0,-71.0,35.0,,,,,,75,270,10,Castilla-La Mancha,8
ES-CN,2020-04-03,17,-89.0,-53.0,-88.0,-83.0,-73.0,32.0,,,,,,5,23,2,Canarias,5
ES-CT,2020-04-03,1336,-89.0,-46.0,-82.0,-84.0,-77.0,39.0,,,,,,177,546,40,Cataluña,9
ES-EX,2020-04-03,67,-89.0,-53.0,-71.0,-81.0,-67.0,29.0,,,,,,17,23,1,Extremadura,11
ES-GA,2020-04-03,209,-87.0,-46.0,-74.0,-83.0,-69.0,37.0,,,,,,27,93,9,Galicia,12
ES-IB,2020-04-03,45,-89.0,-47.0,-84.0,-87.0,-75.0,35.0,,,,,,5,33,4,Islas Baleares,4
ES-MC,2020-04-03,16,-88.0,-52.0,-81.0,-80.0,-68.0,34.0,,,,,,7,34,4,Región de Murcia,14
ES-MD,2020-04-03,932,-90.0,-49.0,-88.0,-87.0,-82.0,41.0,,,,,,183,893,61,Comunidad de Madrid,13
ES-ML,2020-04-03,3,-87.0,-52.0,-83.0,-82.0,-69.0,,,,,,,0,2,0,Melilla,19
ES-NC,2020-04-03,128,-89.0,-44.0,-81.0,-85.0,-71.0,36.0,,,,,,18,72,5,Comunidad Foral de Navarra,15
ES-PV,2020-04-03,319,-90.0,-42.0,-84.0,-82.0,-75.0,37.0,,,,,,50,157,7,País Vasco,16
ES-RI,2020-04-03,79,-89.0,-47.0,-82.0,-86.0,-68.0,33.0,,,,,,16,42,0,La Rioja,17
ES-VC,2020-04-03,195,-90.0,-49.0,-83.0,-86.0,-74.0,35.0,,,,,,55,107,13,Comunidad Valenciana,10
ES-AN,2020-04-04,179,-92.0,-58.0,-85.0,-87.0,-64.0,26.0,,,,,,51,84,9,Andalucía,1
ES-AR,2020-04-04,92,-92.0,-54.0,-83.0,-87.0,-64.0,26.0,,,,,,20,48,5,Aragón,2
ES-AS,2020-04-04,45,-92.0,-51.0,-84.0,-75.0,-63.0,27.0,,,,,,4,17,3,Principado de Asturias,3
ES-CB,2020-04-04,63,-93.0,-57.0,-89.0,-85.0,-63.0,28.0,,,,,,6,9,0,Cantabria,6
ES-CE,2020-04-04,2,-89.0,-67.0,-89.0,,-68.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-04-04,509,-92.0,-58.0,-84.0,-85.0,-62.0,25.0,,,,,,89,170,13,Castilla-León,7
ES-CM,2020-04-04,271,-92.0,-57.0,-85.0,-85.0,-63.0,26.0,,,,,,97,190,11,Castilla-La Mancha,8
ES-CN,2020-04-04,26,-92.0,-57.0,-91.0,-87.0,-68.0,25.0,,,,,,3,21,2,Canarias,5
ES-CT,2020-04-04,1032,-92.0,-54.0,-87.0,-85.0,-68.0,27.0,,,,,,166,408,36,Cataluña,9
ES-EX,2020-04-04,52,-92.0,-59.0,-76.0,-82.0,-59.0,24.0,,,,,,11,16,2,Extremadura,11
ES-GA,2020-04-04,130,-90.0,-54.0,-82.0,-85.0,-59.0,28.0,,,,,,17,75,7,Galicia,12
ES-IB,2020-04-04,25,-91.0,-56.0,-88.0,-88.0,-68.0,29.0,,,,,,6,24,2,Islas Baleares,4
ES-MC,2020-04-04,20,-90.0,-50.0,-85.0,-80.0,-59.0,26.0,,,,,,5,22,2,Región de Murcia,14
ES-MD,2020-04-04,730,-93.0,-56.0,-91.0,-88.0,-69.0,27.0,,,,,,145,604,52,Comunidad de Madrid,13
ES-ML,2020-04-04,2,-90.0,-59.0,-88.0,-78.0,-61.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-04-04,80,-92.0,-52.0,-86.0,-87.0,-64.0,29.0,,,,,,7,40,0,Comunidad Foral de Navarra,15
ES-PV,2020-04-04,207,-93.0,-51.0,-89.0,-85.0,-67.0,27.0,,,,,,51,79,5,País Vasco,16
ES-RI,2020-04-04,56,-93.0,-56.0,-87.0,-89.0,-65.0,28.0,,,,,,11,34,0,La Rioja,17
ES-VC,2020-04-04,134,-93.0,-57.0,-87.0,-88.0,-67.0,28.0,,,,,,46,91,12,Comunidad Valenciana,10
ES-AN,2020-04-05,172,-95.0,-80.0,-89.0,-90.0,-67.0,22.0,,,,,,40,69,12,Andalucía,1
ES-AR,2020-04-05,95,-93.0,-75.0,-86.0,-90.0,-68.0,21.0,,,,,,29,44,8,Aragón,2
ES-AS,2020-04-05,44,-95.0,-77.0,-88.0,-81.0,-65.0,24.0,,,,,,6,16,1,Principado de Asturias,3
ES-CB,2020-04-05,25,-95.0,-75.0,-92.0,-89.0,-64.0,24.0,,,,,,9,12,2,Cantabria,6
ES-CE,2020-04-05,2,-90.0,-82.0,-91.0,,-66.0,,,,,,,1,0,0,Ceuta,18
ES-CL,2020-04-05,332,-95.0,-78.0,-86.0,-90.0,-65.0,23.0,,,,,,78,104,9,Castilla-León,7
ES-CM,2020-04-05,298,-94.0,-78.0,-85.0,-90.0,-66.0,22.0,,,,,,67,186,16,Castilla-La Mancha,8
ES-CN,2020-04-05,14,-94.0,-75.0,-92.0,-89.0,-69.0,21.0,,,,,,2,19,3,Canarias,5
ES-CT,2020-04-05,908,-94.0,-75.0,-89.0,-88.0,-68.0,22.0,,,,,,146,300,28,Cataluña,9
ES-EX,2020-04-05,31,-94.0,-73.0,-82.0,-89.0,-63.0,23.0,,,,,,14,27,2,Extremadura,11
ES-GA,2020-04-05,129,-93.0,-79.0,-86.0,-89.0,-64.0,25.0,,,,,,27,44,8,Galicia,12
ES-IB,2020-04-05,29,-93.0,-69.0,-91.0,-91.0,-66.0,22.0,,,,,,2,14,2,Islas Baleares,4
ES-MC,2020-04-05,12,-94.0,-84.0,-91.0,-87.0,-66.0,25.0,,,,,,14,12,1,Región de Murcia,14
ES-MD,2020-04-05,651,-94.0,-73.0,-92.0,-90.0,-69.0,23.0,,,,,,194,472,38,Comunidad de Madrid,13
ES-ML,2020-04-05,0,-92.0,-84.0,-88.0,,-59.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-04-05,84,-93.0,-77.0,-88.0,-89.0,-67.0,24.0,,,,,,19,36,5,Comunidad Foral de Navarra,15
ES-PV,2020-04-05,223,-94.0,-76.0,-92.0,-88.0,-69.0,23.0,,,,,,46,51,2,País Vasco,16
ES-RI,2020-04-05,38,-95.0,-75.0,-90.0,-92.0,-69.0,24.0,,,,,,11,21,0,La Rioja,17
ES-VC,2020-04-05,116,-95.0,-85.0,-92.0,-91.0,-70.0,23.0,,,,,,42,78,12,Comunidad Valenciana,10
ES-AN,2020-04-06,145,-87.0,-54.0,-78.0,-84.0,-72.0,28.0,,,,,,42,116,9,Andalucía,1
ES-AR,2020-04-06,124,-86.0,-47.0,-72.0,-80.0,-70.0,29.0,,,,,,37,56,8,Aragón,2
ES-AS,2020-04-06,44,-88.0,-51.0,-76.0,-72.0,-70.0,27.0,,,,,,8,24,2,Principado de Asturias,3
ES-CB,2020-04-06,27,-88.0,-53.0,-81.0,-82.0,-71.0,30.0,,,,,,8,17,1,Cantabria,6
ES-CE,2020-04-06,2,-83.0,-66.0,-85.0,,-71.0,,,,,,,1,0,0,Ceuta,18
ES-CL,2020-04-06,485,-88.0,-53.0,-72.0,-82.0,-69.0,27.0,,,,,,66,156,4,Castilla-León,7
ES-CM,2020-04-06,307,-85.0,-48.0,-76.0,-83.0,-71.0,29.0,,,,,,76,275,9,Castilla-La Mancha,8
ES-CN,2020-04-06,21,-88.0,-55.0,-86.0,-82.0,-72.0,26.0,,,,,,3,19,0,Canarias,5
ES-CT,2020-04-06,855,-88.0,-50.0,-80.0,-83.0,-77.0,35.0,,,,,,168,445,28,Cataluña,9
ES-EX,2020-04-06,41,-86.0,-52.0,-67.0,-79.0,-66.0,23.0,,,,,,18,34,3,Extremadura,11
ES-GA,2020-04-06,181,-85.0,-48.0,-65.0,-81.0,-68.0,30.0,,,,,,16,72,6,Galicia,12
ES-IB,2020-04-06,23,-88.0,-50.0,-81.0,-86.0,-74.0,32.0,,,,,,2,27,3,Islas Baleares,4
ES-MC,2020-04-06,12,-84.0,-47.0,-77.0,-74.0,-63.0,26.0,,,,,,5,14,2,Región de Murcia,14
ES-MD,2020-04-06,630,-88.0,-50.0,-86.0,-86.0,-82.0,36.0,,,,,,192,699,49,Comunidad de Madrid,13
ES-ML,2020-04-06,0,-86.0,-52.0,-80.0,-79.0,-67.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-04-06,136,-86.0,-48.0,-76.0,-84.0,-70.0,30.0,,,,,,16,61,2,Comunidad Foral de Navarra,15
ES-PV,2020-04-06,293,-88.0,-45.0,-85.0,-81.0,-74.0,31.0,,,,,,51,102,7,País Vasco,16
ES-RI,2020-04-06,42,-87.0,-50.0,-77.0,-84.0,-67.0,28.0,,,,,,14,25,3,La Rioja,17
ES-VC,2020-04-06,152,-88.0,-54.0,-81.0,-85.0,-72.0,31.0,,,,,,38,96,12,Comunidad Valenciana,10
ES-AN,2020-04-07,172,-88.0,-44.0,-76.0,-82.0,-72.0,27.0,,,,,,39,108,12,Andalucía,1
ES-AR,2020-04-07,108,-88.0,-37.0,-74.0,-81.0,-70.0,30.0,,,,,,31,62,5,Aragón,2
ES-AS,2020-04-07,45,-90.0,-33.0,-74.0,-71.0,-70.0,27.0,,,,,,6,29,1,Principado de Asturias,3
ES-CB,2020-04-07,13,-88.0,-37.0,-76.0,-79.0,-70.0,29.0,,,,,,3,17,0,Cantabria,6
ES-CE,2020-04-07,0,-93.0,-53.0,-85.0,,-70.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-04-07,355,-88.0,-40.0,-70.0,-81.0,-70.0,27.0,,,,,,70,176,11,Castilla-León,7
ES-CM,2020-04-07,208,-87.0,-35.0,-75.0,-81.0,-71.0,28.0,,,,,,62,220,6,Castilla-La Mancha,8
ES-CN,2020-04-07,17,-91.0,-47.0,-86.0,-81.0,-72.0,26.0,,,,,,0,16,2,Canarias,5
ES-CT,2020-04-07,818,-90.0,-43.0,-79.0,-83.0,-78.0,35.0,,,,,,160,428,32,Cataluña,9
ES-EX,2020-04-07,29,-88.0,-46.0,-68.0,-77.0,-67.0,24.0,,,,,,10,36,3,Extremadura,11
ES-GA,2020-04-07,147,-86.0,-35.0,-65.0,-81.0,-69.0,29.0,,,,,,28,52,3,Galicia,12
ES-IB,2020-04-07,19,-89.0,-44.0,-82.0,-85.0,-75.0,32.0,,,,,,10,27,3,Islas Baleares,4
ES-MC,2020-04-07,4,-86.0,-38.0,-75.0,-74.0,-67.0,28.0,,,,,,4,8,1,Región de Murcia,14
ES-MD,2020-04-07,755,-91.0,-36.0,-86.0,-86.0,-82.0,36.0,,,,,,169,715,32,Comunidad de Madrid,13
ES-ML,2020-04-07,2,-86.0,-46.0,-82.0,-73.0,-70.0,,,,,,,0,1,0,Melilla,19
ES-NC,2020-04-07,85,-89.0,-36.0,-78.0,-84.0,-70.0,30.0,,,,,,20,53,0,Comunidad Foral de Navarra,15
ES-PV,2020-04-07,235,-88.0,-24.0,-80.0,-79.0,-74.0,32.0,,,,,,47,101,1,País Vasco,16
ES-RI,2020-04-07,50,-90.0,-35.0,-81.0,-84.0,-67.0,28.0,,,,,,15,25,1,La Rioja,17
ES-VC,2020-04-07,132,-90.0,-48.0,-81.0,-85.0,-73.0,31.0,,,,,,58,97,6,Comunidad Valenciana,10
ES-AN,2020-04-08,145,-87.0,-33.0,-75.0,-82.0,-72.0,27.0,,,,,,55,101,13,Andalucía,1
ES-AR,2020-04-08,109,-87.0,-20.0,-69.0,-79.0,-70.0,28.0,,,,,,25,42,2,Aragón,2
ES-AS,2020-04-08,48,-88.0,-20.0,-70.0,-68.0,-69.0,26.0,,,,,,6,23,3,Principado de Asturias,3
ES-CB,2020-04-08,27,-87.0,-25.0,-75.0,-79.0,-70.0,28.0,,,,,,5,20,3,Cantabria,6
ES-CE,2020-04-08,0,-92.0,-45.0,-84.0,,-69.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-04-08,383,-88.0,-32.0,-69.0,-79.0,-70.0,26.0,,,,,,68,149,8,Castilla-León,7
ES-CM,2020-04-08,211,-86.0,-27.0,-74.0,-80.0,-71.0,28.0,,,,,,91,181,5,Castilla-La Mancha,8
ES-CN,2020-04-08,12,-90.0,-40.0,-87.0,-81.0,-72.0,25.0,,,,,,4,28,0,Canarias,5
ES-CT,2020-04-08,1106,-89.0,-35.0,-79.0,-83.0,-78.0,35.0,,,,,,174,410,23,Cataluña,9
ES-EX,2020-04-08,42,-87.0,-34.0,-65.0,-76.0,-66.0,23.0,,,,,,13,28,3,Extremadura,11
ES-GA,2020-04-08,151,-85.0,-24.0,-66.0,-80.0,-69.0,28.0,,,,,,12,43,5,Galicia,12
ES-IB,2020-04-08,23,-88.0,-33.0,-79.0,-85.0,-74.0,32.0,,,,,,10,28,2,Islas Baleares,4
ES-MC,2020-04-08,18,-84.0,-26.0,-73.0,-71.0,-66.0,27.0,,,,,,6,11,0,Región de Murcia,14
ES-MD,2020-04-08,686,-90.0,-25.0,-84.0,-85.0,-82.0,36.0,,,,,,178,629,47,Comunidad de Madrid,13
ES-ML,2020-04-08,0,-85.0,-37.0,-77.0,-69.0,-70.0,,,,,,,0,2,0,Melilla,19
ES-NC,2020-04-08,92,-87.0,-20.0,-75.0,-82.0,-70.0,30.0,,,,,,12,43,2,Comunidad Foral de Navarra,15
ES-PV,2020-04-08,227,-88.0,-23.0,-79.0,-79.0,-74.0,32.0,,,,,,39,96,8,País Vasco,16
ES-RI,2020-04-08,47,-89.0,-22.0,-76.0,-80.0,-67.0,28.0,,,,,,15,22,0,La Rioja,17
ES-VC,2020-04-08,136,-89.0,-40.0,-79.0,-84.0,-73.0,30.0,,,,,,31,101,8,Comunidad Valenciana,10
ES-AN,2020-04-09,94,-93.0,-79.0,-82.0,-90.0,-85.0,33.0,,,,,,32,73,11,Andalucía,1
ES-AR,2020-04-09,98,-94.0,-83.0,-79.0,-89.0,-88.0,37.0,,,,,,23,42,4,Aragón,2
ES-AS,2020-04-09,42,-95.0,-83.0,-79.0,-82.0,-86.0,34.0,,,,,,16,28,1,Principado de Asturias,3
ES-CB,2020-04-09,23,-95.0,-89.0,-82.0,-89.0,-86.0,36.0,,,,,,4,17,2,Cantabria,6
ES-CE,2020-04-09,2,-97.0,-78.0,-92.0,,-87.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-04-09,381,-94.0,-83.0,-81.0,-90.0,-85.0,34.0,,,,,,82,130,3,Castilla-León,7
ES-CM,2020-04-09,176,-94.0,-89.0,-82.0,-90.0,-87.0,36.0,,,,,,64,125,4,Castilla-La Mancha,8
ES-CN,2020-04-09,21,-94.0,-69.0,-91.0,-88.0,-85.0,32.0,,,,,,1,17,3,Canarias,5
ES-CT,2020-04-09,1151,-88.0,-31.0,-79.0,-82.0,-80.0,36.0,,,,,,169,398,16,Cataluña,9
ES-EX,2020-04-09,22,-93.0,-73.0,-76.0,-85.0,-81.0,30.0,,,,,,16,27,0,Extremadura,11
ES-GA,2020-04-09,161,-94.0,-83.0,-77.0,-91.0,-86.0,38.0,,,,,,22,30,3,Galicia,12
ES-IB,2020-04-09,11,-92.0,-65.0,-86.0,-90.0,-85.0,37.0,,,,,,5,10,0,Islas Baleares,4
ES-MC,2020-04-09,7,-91.0,-70.0,-81.0,-82.0,-82.0,34.0,,,,,,2,6,1,Región de Murcia,14
ES-MD,2020-04-09,638,-95.0,-78.0,-91.0,-92.0,-92.0,43.0,,,,,,124,497,22,Comunidad de Madrid,13
ES-ML,2020-04-09,0,-92.0,-89.0,-88.0,,-85.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-04-09,79,-94.0,-72.0,-82.0,-89.0,-88.0,37.0,,,,,,17,21,0,Comunidad Foral de Navarra,15
ES-PV,2020-04-09,193,-95.0,-91.0,-88.0,-89.0,-91.0,40.0,,,,,,49,63,2,País Vasco,16
ES-RI,2020-04-09,47,-94.0,-74.0,-82.0,-89.0,-86.0,36.0,,,,,,7,24,2,La Rioja,17
ES-VC,2020-04-09,134,-89.0,-40.0,-81.0,-85.0,-75.0,32.0,,,,,,28,96,11,Comunidad Valenciana,10
ES-AN,2020-04-10,104,-96.0,-91.0,-86.0,-92.0,-88.0,39.0,,,,,,46,76,4,Andalucía,1
ES-AR,2020-04-10,98,-96.0,-90.0,-83.0,-91.0,-89.0,42.0,,,,,,32,41,5,Aragón,2
ES-AS,2020-04-10,59,-97.0,-94.0,-85.0,-85.0,-88.0,40.0,,,,,,5,28,0,Principado de Asturias,3
ES-CB,2020-04-10,29,-96.0,-92.0,-88.0,-91.0,-87.0,42.0,,,,,,9,7,0,Cantabria,6
ES-CE,2020-04-10,1,-97.0,-84.0,-92.0,,-86.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-04-10,351,-96.0,-94.0,-85.0,-92.0,-87.0,40.0,,,,,,63,94,8,Castilla-León,7
ES-CM,2020-04-10,156,-96.0,-94.0,-87.0,-93.0,-88.0,43.0,,,,,,55,143,7,Castilla-La Mancha,8
ES-CN,2020-04-10,14,-97.0,-87.0,-93.0,-91.0,-88.0,40.0,,,,,,0,9,1,Canarias,5
ES-CT,2020-04-10,1091,-96.0,-89.0,-87.0,-91.0,-91.0,45.0,,,,,,157,327,24,Cataluña,9
ES-EX,2020-04-10,47,-96.0,-92.0,-81.0,-90.0,-85.0,36.0,,,,,,13,10,2,Extremadura,11
ES-GA,2020-04-10,74,-95.0,-94.0,-83.0,-92.0,-88.0,45.0,,,,,,31,40,1,Galicia,12
ES-IB,2020-04-10,21,-95.0,-86.0,-89.0,-92.0,-88.0,40.0,,,,,,7,9,1,Islas Baleares,4
ES-MC,2020-04-10,7,-96.0,-92.0,-88.0,-89.0,-88.0,42.0,,,,,,3,4,1,Región de Murcia,14
ES-MD,2020-04-10,711,-96.0,-86.0,-92.0,-93.0,-92.0,46.0,,,,,,159,451,27,Comunidad de Madrid,13
ES-ML,2020-04-10,1,-94.0,-89.0,-90.0,-88.0,-86.0,,,,,,,0,1,0,Melilla,19
ES-NC,2020-04-10,70,-95.0,-92.0,-86.0,-91.0,-90.0,43.0,,,,,,13,27,1,Comunidad Foral de Navarra,15
ES-PV,2020-04-10,190,-96.0,-92.0,-89.0,-90.0,-91.0,44.0,,,,,,38,64,3,País Vasco,16
ES-RI,2020-04-10,40,-96.0,-90.0,-89.0,-93.0,-89.0,42.0,,,,,,9,23,0,La Rioja,17
ES-VC,2020-04-10,104,-96.0,-92.0,-89.0,-93.0,-90.0,42.0,,,,,,32,86,3,Comunidad Valenciana,10
ES-AN,2020-04-11,106,-92.0,-47.0,-83.0,-85.0,-62.0,25.0,,,,,,23,68,5,Andalucía,1
