ccaa_iso,fecha,num_casos,lug_ocio,lug_mercado,lug_parque,lug_estacion,lug_trabajo,lug_residencial,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,Fallecidos,Hospitalizados,UCI,CCAA,cod_ine
ES-CM,2020-03-19,697,-91.0,-88.0,-77.0,-85.0,-79.0,33.0,,,,,,29,220,14,Castilla-La Mancha,8
ES-CN,2020-03-19,75,-86.0,-49.0,-84.0,-68.0,-60.0,24.0,,,,,,3,32,4,Canarias,5
ES-CT,2020-03-19,1721,-85.0,-41.0,-75.0,-77.0,-64.0,31.0,,,,,,53,541,78,Cataluña,9
ES-EX,2020-03-19,107,-84.0,-50.0,-62.0,-74.0,-58.0,22.0,,,,,,3,33,3,Extremadura,11
ES-GA,2020-03-19,290,-92.0,-91.0,-72.0,-88.0,-85.0,36.0,,,,,,1,57,10,Galicia,12
ES-IB,2020-03-19,103,-84.0,-43.0,-73.0,-75.0,-57.0,28.0,,,,,,1,24,5,Islas Baleares,4
ES-MC,2020-03-19,81,-92.0,-88.0,-83.0,-84.0,-85.0,36.0,,,,,,0,18,2,Región de Murcia,14
ES-MD,2020-03-19,2498,-87.0,-41.0,-83.0,-82.0,-73.0,35.0,,,,,,157,1546,120,Comunidad de Madrid,13
ES-ML,2020-03-19,5,-87.0,-55.0,-81.0,-78.0,-65.0,,,,,,,0,1,0,Melilla,19
ES-NC,2020-03-19,153,-92.0,-89.0,-79.0,-88.0,-86.0,36.0,,,,,,2,50,2,Comunidad Foral de Navarra,15
ES-PV,2020-03-19,462,-94.0,-91.0,-86.0,-87.0,-90.0,39.0,,,,,,16,137,15,País Vasco,16
ES-RI,2020-03-19,169,-84.0,-42.0,-72.0,-80.0,-56.0,26.0,,,,,,4,32,3,La Rioja,17
ES-VC,2020-03-19,471,-94.0,-92.0,-86.0,-88.0,-88.0,37.0,,,,,,9,158,21,Comunidad Valenciana,10
ES-AN,2020-03-20,760,-87.0,-48.0,-78.0,-81.0,-63.0,30.0,,,,,,14,196,20,Andalucía,1
ES-AR,2020-03-20,240,-86.0,-41.0,-69.0,-80.0,-59.0,30.0,,,,,,5,59,10,Aragón,2
ES-AS,2020-03-20,83,-88.0,-40.0,-75.0,-70.0,-62.0,30.0,,,,,,3,29,5,Principado de Asturias,3
ES-CB,2020-03-20,143,-87.0,-41.0,-77.0,-78.0,-61.0,31.0,,,,,,2,2,1,Cantabria,6
ES-CE,2020-03-20,6,-86.0,-62.0,-85.0,,-65.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-03-20,847,-87.0,-46.0,-74.0,-81.0,-60.0,30.0,,,,,,20,191,24,Castilla-León,7
ES-CM,2020-03-20,852,-85.0,-31.0,-75.0,-80.0,-64.0,31.0,,,,,,42,305,23,Castilla-La Mancha,8
ES-CN,2020-03-20,121,-87.0,-48.0,-85.0,-71.0,-61.0,27.0,,,,,,3,24,8,Canarias,5
ES-CT,2020-03-20,2076,-87.0,-41.0,-77.0,-79.0,-65.0,34.0,,,,,,72,633,59,Cataluña,9
ES-EX,2020-03-20,140,-87.0,-51.0,-73.0,-79.0,-59.0,27.0,,,,,,3,41,1,Extremadura,11
ES-GA,2020-03-20,465,-84.0,-29.0,-74.0,-79.0,-65.0,34.0,,,,,,5,76,5,Galicia,12
ES-IB,2020-03-20,97,-85.0,-41.0,-77.0,-76.0,-57.0,29.0,,,,,,1,37,7,Islas Baleares,4
ES-MC,2020-03-20,92,-83.0,-27.0,-78.0,-74.0,-62.0,30.0,,,,,,1,35,1,Región de Murcia,14
ES-MD,2020-03-20,3104,-89.0,-43.0,-86.0,-83.0,-73.0,38.0,,,,,,210,1693,119,Comunidad de Madrid,13
ES-ML,2020-03-20,4,-88.0,-52.0,-84.0,-86.0,-65.0,,,,,,,0,6,1,Melilla,19
ES-NC,2020-03-20,225,-87.0,-24.0,-79.0,-83.0,-69.0,34.0,,,,,,5,86,3,Comunidad Foral de Navarra,15
ES-PV,2020-03-20,592,-87.0,-28.0,-81.0,-78.0,-73.0,35.0,,,,,,16,202,8,País Vasco,16
ES-RI,2020-03-20,190,-87.0,-41.0,-79.0,-84.0,-58.0,30.0,,,,,,12,34,4,La Rioja,17
ES-VC,2020-03-20,526,-86.0,-30.0,-80.0,-81.0,-68.0,32.0,,,,,,19,219,29,Comunidad Valenciana,10
ES-AN,2020-03-21,523,-92.0,-57.0,-87.0,-85.0,-63.0,26.0,,,,,,18,232,29,Andalucía,1
ES-AR,2020-03-21,178,-91.0,-52.0,-80.0,-86.0,-62.0,25.0,,,,,,4,78,8,Aragón,2
ES-AS,2020-03-21,68,-92.0,-49.0,-84.0,-75.0,-61.0,26.0,,,,,,5,33,4,Principado de Asturias,3
ES-CB,2020-03-21,99,-92.0,-54.0,-88.0,-83.0,-60.0,27.0,,,,,,3,9,6,Cantabria,6
ES-CE,2020-03-21,6,-88.0,-65.0,-88.0,,-66.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-03-21,705,-92.0,-55.0,-84.0,-84.0,-60.0,24.0,,,,,,38,200,26,Castilla-León,7
ES-CM,2020-03-21,563,-91.0,-54.0,-86.0,-83.0,-61.0,26.0,,,,,,50,281,15,Castilla-La Mancha,8
ES-CN,2020-03-21,75,-91.0,-55.0,-90.0,-78.0,-61.0,24.0,,,,,,0,39,2,Canarias,5
ES-CT,2020-03-21,1547,-92.0,-52.0,-86.0,-83.0,-64.0,26.0,,,,,,79,561,52,Cataluña,9
ES-EX,2020-03-21,115,-91.0,-56.0,-79.0,-82.0,-58.0,24.0,,,,,,4,45,5,Extremadura,11
ES-GA,2020-03-21,267,-89.0,-51.0,-82.0,-83.0,-57.0,27.0,,,,,,5,88,10,Galicia,12
ES-IB,2020-03-21,62,-90.0,-53.0,-87.0,-82.0,-62.0,28.0,,,,,,5,32,8,Islas Baleares,4
ES-MC,2020-03-21,70,-90.0,-51.0,-86.0,-80.0,-57.0,26.0,,,,,,0,14,6,Región de Murcia,14
ES-MD,2020-03-21,1959,-93.0,-55.0,-92.0,-87.0,-66.0,26.0,,,,,,237,1305,108,Comunidad de Madrid,13
ES-ML,2020-03-21,3,-90.0,-59.0,-87.0,,-61.0,,,,,,,0,2,0,Melilla,19
ES-NC,2020-03-21,151,-92.0,-49.0,-86.0,-88.0,-61.0,28.0,,,,,,4,70,8,Comunidad Foral de Navarra,15
ES-PV,2020-03-21,433,-93.0,-50.0,-89.0,-84.0,-65.0,27.0,,,,,,21,203,12,País Vasco,16
ES-RI,2020-03-21,134,-92.0,-51.0,-86.0,-86.0,-64.0,27.0,,,,,,9,25,5,La Rioja,17
ES-VC,2020-03-21,423,-92.0,-53.0,-87.0,-86.0,-63.0,27.0,,,,,,21,233,31,Comunidad Valenciana,10
ES-AN,2020-03-22,492,-94.0,-78.0,-90.0,-88.0,-67.0,22.0,,,,,,28,215,37,Andalucía,1
ES-AR,2020-03-22,165,-92.0,-72.0,-85.0,-89.0,-66.0,21.0,,,,,,11,60,9,Aragón,2
ES-AS,2020-03-22,76,-94.0,-75.0,-87.0,-80.0,-64.0,24.0,,,,,,10,30,3,Principado de Asturias,3
ES-CB,2020-03-22,84,-94.0,-73.0,-92.0,-87.0,-63.0,23.0,,,,,,2,6,2,Cantabria,6
ES-CE,2020-03-22,7,-87.0,-78.0,-89.0,,-64.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-03-22,650,-94.0,-76.0,-84.0,-88.0,-64.0,23.0,,,,,,37,214,12,Castilla-León,7
ES-CM,2020-03-22,588,-93.0,-75.0,-86.0,-89.0,-65.0,22.0,,,,,,52,341,23,Castilla-La Mancha,8
ES-CN,2020-03-22,73,-93.0,-72.0,-92.0,-83.0,-63.0,20.0,,,,,,4,34,9,Canarias,5
ES-CT,2020-03-22,1414,-94.0,-72.0,-90.0,-87.0,-65.0,22.0,,,,,,97,508,62,Cataluña,9
ES-EX,2020-03-22,117,-93.0,-70.0,-80.0,-87.0,-61.0,22.0,,,,,,6,48,5,Extremadura,11
ES-GA,2020-03-22,242,-92.0,-76.0,-83.0,-87.0,-60.0,24.0,,,,,,4,81,10,Galicia,12
ES-IB,2020-03-22,90,-93.0,-67.0,-91.0,-88.0,-65.0,22.0,,,,,,3,27,12,Islas Baleares,4
ES-MC,2020-03-22,65,-95.0,-86.0,-92.0,-87.0,-65.0,25.0,,,,,,2,27,7,Región de Murcia,14
ES-MD,2020-03-22,1673,-93.0,-66.0,-92.0,-88.0,-66.0,23.0,,,,,,235,1238,112,Comunidad de Madrid,13
ES-ML,2020-03-22,5,-92.0,-86.0,-90.0,,-59.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-03-22,142,-92.0,-73.0,-87.0,-89.0,-64.0,23.0,,,,,,9,55,13,Comunidad Foral de Navarra,15
ES-PV,2020-03-22,393,-94.0,-75.0,-92.0,-87.0,-66.0,23.0,,,,,,21,166,15,País Vasco,16
ES-RI,2020-03-22,108,-94.0,-71.0,-89.0,-89.0,-66.0,23.0,,,,,,0,18,4,La Rioja,17
ES-VC,2020-03-22,375,-95.0,-83.0,-93.0,-90.0,-68.0,23.0,,,,,,29,227,37,Comunidad Valenciana,10
ES-AN,2020-03-23,534,-85.0,-50.0,-77.0,-81.0,-65.0,26.0,,,,,,30,367,29,Andalucía,1
ES-AR,2020-03-23,264,-83.0,-42.0,-67.0,-78.0,-60.0,26.0,,,,,,11,86,13,Aragón,2
ES-AS,2020-03-23,70,-86.0,-46.0,-73.0,-69.0,-62.0,25.0,,,,,,4,36,5,Principado de Asturias,3
ES-CB,2020-03-23,88,-85.0,-44.0,-76.0,-79.0,-61.0,26.0,,,,,,4,6,1,Cantabria,6
ES-CE,2020-03-23,3,-82.0,-64.0,-84.0,,-67.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-03-23,687,-85.0,-48.0,-67.0,-78.0,-60.0,24.0,,,,,,57,283,25,Castilla-León,7
ES-CM,2020-03-23,670,-82.0,-43.0,-74.0,-80.0,-60.0,26.0,,,,,,87,437,26,Castilla-La Mancha,8
ES-CN,2020-03-23,99,-86.0,-53.0,-86.0,-79.0,-64.0,24.0,,,,,,4,33,7,Canarias,5
ES-CT,2020-03-23,1657,-87.0,-47.0,-80.0,-82.0,-68.0,31.0,,,,,,135,744,81,Cataluña,9
ES-EX,2020-03-23,210,-84.0,-49.0,-64.0,-76.0,-59.0,21.0,,,,,,10,64,8,Extremadura,11
ES-GA,2020-03-23,375,-82.0,-42.0,-63.0,-78.0,-58.0,26.0,,,,,,4,106,14,Galicia,12
ES-IB,2020-03-23,81,-84.0,-45.0,-74.0,-79.0,-61.0,28.0,,,,,,3,47,9,Islas Baleares,4
ES-MC,2020-03-23,103,-81.0,-40.0,-79.0,-74.0,-54.0,24.0,,,,,,0,32,3,Región de Murcia,14
ES-MD,2020-03-23,2130,-86.0,-47.0,-85.0,-83.0,-75.0,33.0,,,,,,276,1933,135,Comunidad de Madrid,13
ES-ML,2020-03-23,5,-84.0,-51.0,-79.0,-83.0,-64.0,,,,,,,0,1,1,Melilla,19
ES-NC,2020-03-23,157,-83.0,-38.0,-71.0,-81.0,-57.0,25.0,,,,,,9,96,9,Comunidad Foral de Navarra,15
ES-PV,2020-03-23,474,-85.0,-39.0,-82.0,-77.0,-60.0,26.0,,,,,,17,248,14,País Vasco,16
ES-RI,2020-03-23,158,-83.0,-41.0,-72.0,-81.0,-54.0,24.0,,,,,,9,27,3,La Rioja,17
ES-VC,2020-03-23,441,-85.0,-45.0,-80.0,-82.0,-61.0,27.0,,,,,,25,330,54,Comunidad Valenciana,10
ES-AN,2020-03-24,475,-87.0,-54.0,-78.0,-83.0,-67.0,27.0,,,,,,36,351,41,Andalucía,1
ES-AR,2020-03-24,191,-85.0,-49.0,-66.0,-80.0,-62.0,27.0,,,,,,10,139,26,Aragón,2
ES-AS,2020-03-24,58,-88.0,-49.0,-72.0,-69.0,-64.0,25.0,,,,,,3,36,9,Principado de Asturias,3
ES-CB,2020-03-24,58,-87.0,-49.0,-75.0,-78.0,-63.0,27.0,,,,,,5,15,3,Cantabria,6
ES-CE,2020-03-24,7,-87.0,-71.0,-89.0,,-68.0,,,,,,,0,1,0,Ceuta,18
ES-CL,2020-03-24,579,-86.0,-52.0,-69.0,-80.0,-62.0,25.0,,,,,,58,361,41,Castilla-León,7
ES-CM,2020-03-24,546,-85.0,-50.0,-76.0,-80.0,-62.0,26.0,,,,,,83,462,34,Castilla-La Mancha,8
ES-CN,2020-03-24,54,-87.0,-54.0,-86.0,-79.0,-66.0,25.0,,,,,,5,52,11,Canarias,5
ES-CT,2020-03-24,1501,-87.0,-46.0,-79.0,-81.0,-69.0,33.0,,,,,,132,876,87,Cataluña,9
ES-EX,2020-03-24,138,-85.0,-56.0,-64.0,-77.0,-61.0,23.0,,,,,,16,62,6,Extremadura,11
ES-GA,2020-03-24,287,-83.0,-46.0,-63.0,-79.0,-60.0,27.0,,,,,,7,142,22,Galicia,12
ES-IB,2020-03-24,65,-86.0,-51.0,-77.0,-80.0,-64.0,29.0,,,,,,5,48,9,Islas Baleares,4
ES-MC,2020-03-24,62,-86.0,-55.0,-85.0,-80.0,-63.0,29.0,,,,,,4,23,9,Región de Murcia,14
ES-MD,2020-03-24,2035,-88.0,-50.0,-86.0,-84.0,-76.0,35.0,,,,,,287,1854,125,Comunidad de Madrid,13
ES-ML,2020-03-24,1,-87.0,-58.0,-82.0,,-67.0,,,,,,,0,2,0,Melilla,19
ES-NC,2020-03-24,196,-85.0,-47.0,-73.0,-82.0,-60.0,27.0,,,,,,10,91,9,Comunidad Foral de Navarra,15
ES-PV,2020-03-24,390,-87.0,-45.0,-79.0,-78.0,-63.0,29.0,,,,,,25,326,14,País Vasco,16
ES-RI,2020-03-24,119,-85.0,-50.0,-75.0,-81.0,-56.0,24.0,,,,,,6,37,6,La Rioja,17
ES-VC,2020-03-24,323,-87.0,-53.0,-83.0,-84.0,-64.0,28.0,,,,,,31,365,45,Comunidad Valenciana,10
ES-AN,2020-03-25,497,-87.0,-55.0,-78.0,-83.0,-68.0,28.0,,,,,,33,347,39,Andalucía,1
ES-AR,2020-03-25,185,-86.0,-48.0,-68.0,-81.0,-62.0,27.0,,,,,,24,135,16,Aragón,2
ES-AS,2020-03-25,57,-87.0,-50.0,-69.0,-69.0,-64.0,26.0,,,,,,0,43,10,Principado de Asturias,3
ES-CB,2020-03-25,57,-87.0,-50.0,-75.0,-80.0,-63.0,28.0,,,,,,2,6,1,Cantabria,6
ES-CE,2020-03-25,7,-85.0,-64.0,-86.0,,-69.0,,,,,,,0,1,2,Ceuta,18
ES-CL,2020-03-25,612,-87.0,-54.0,-68.0,-80.0,-63.0,26.0,,,,,,63,391,20,Castilla-León,7
ES-CM,2020-03-25,544,-85.0,-52.0,-75.0,-80.0,-63.0,27.0,,,,,,106,452,30,Castilla-La Mancha,8
ES-CN,2020-03-25,57,-87.0,-55.0,-86.0,-79.0,-67.0,26.0,,,,,,6,51,12,Canarias,5
ES-CT,2020-03-25,1446,-88.0,-48.0,-80.0,-82.0,-70.0,33.0,,,,,,174,777,80,Cataluña,9
ES-EX,2020-03-25,126,-86.0,-56.0,-64.0,-77.0,-61.0,23.0,,,,,,11,58,7,Extremadura,11
ES-GA,2020-03-25,286,-84.0,-49.0,-66.0,-79.0,-61.0,28.0,,,,,,7,139,8,Galicia,12
ES-IB,2020-03-25,82,-86.0,-52.0,-76.0,-81.0,-64.0,30.0,,,,,,3,52,11,Islas Baleares,4
ES-MC,2020-03-25,69,-83.0,-44.0,-76.0,-75.0,-60.0,27.0,,,,,,3,46,12,Región de Murcia,14
ES-MD,2020-03-25,1767,-89.0,-52.0,-86.0,-85.0,-77.0,36.0,,,,,,293,1835,121,Comunidad de Madrid,13
ES-ML,2020-03-25,3,-87.0,-57.0,-81.0,-78.0,-66.0,,,,,,,1,1,0,Melilla,19
ES-NC,2020-03-25,187,-86.0,-49.0,-75.0,-83.0,-61.0,29.0,,,,,,12,133,11,Comunidad Foral de Navarra,15
ES-PV,2020-03-25,400,-87.0,-48.0,-80.0,-79.0,-63.0,30.0,,,,,,35,315,27,País Vasco,16
ES-RI,2020-03-25,130,-86.0,-52.0,-74.0,-80.0,-57.0,26.0,,,,,,13,47,4,La Rioja,17
ES-VC,2020-03-25,386,-87.0,-51.0,-81.0,-83.0,-64.0,29.0,,,,,,33,325,46,Comunidad Valenciana,10
ES-AN,2020-03-26,437,-87.0,-56.0,-77.0,-83.0,-68.0,28.0,,,,,,46,377,60,Andalucía,1
ES-AR,2020-03-26,166,-86.0,-50.0,-70.0,-82.0,-64.0,28.0,,,,,,19,143,18,Aragón,2
ES-AS,2020-03-26,77,-88.0,-49.0,-72.0,-71.0,-65.0,28.0,,,,,,10,45,9,Principado de Asturias,3
ES-CB,2020-03-26,39,-87.0,-51.0,-76.0,-80.0,-65.0,29.0,,,,,,6,11,6,Cantabria,6
ES-CE,2020-03-26,4,-84.0,-68.0,-86.0,,-68.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-03-26,499,-87.0,-54.0,-71.0,-81.0,-64.0,27.0,,,,,,73,377,23,Castilla-León,7
ES-CM,2020-03-26,554,-85.0,-52.0,-75.0,-80.0,-64.0,28.0,,,,,,113,412,29,Castilla-La Mancha,8
ES-CN,2020-03-26,63,-88.0,-57.0,-87.0,-80.0,-67.0,27.0,,,,,,9,53,10,Canarias,5
ES-CT,2020-03-26,1501,-88.0,-49.0,-81.0,-83.0,-71.0,35.0,,,,,,168,787,56,Cataluña,9
ES-EX,2020-03-26,125,-86.0,-57.0,-65.0,-78.0,-62.0,24.0,,,,,,15,65,8,Extremadura,11
ES-GA,2020-03-26,290,-84.0,-50.0,-64.0,-80.0,-62.0,29.0,,,,,,9,127,14,Galicia,12
ES-IB,2020-03-26,70,-87.0,-55.0,-80.0,-83.0,-65.0,32.0,,,,,,4,56,9,Islas Baleares,4
ES-MC,2020-03-26,36,-84.0,-48.0,-77.0,-75.0,-61.0,28.0,,,,,,9,34,9,Región de Murcia,14
ES-MD,2020-03-26,1579,-89.0,-52.0,-86.0,-85.0,-77.0,37.0,,,,,,298,1695,101,Comunidad de Madrid,13
ES-ML,2020-03-26,5,-88.0,-56.0,-83.0,,-67.0,,,,,,,0,6,0,Melilla,19
ES-NC,2020-03-26,120,-86.0,-48.0,-76.0,-83.0,-61.0,29.0,,,,,,17,112,8,Comunidad Foral de Navarra,15
ES-PV,2020-03-26,356,-88.0,-46.0,-82.0,-78.0,-64.0,31.0,,,,,,26,298,24,País Vasco,16
ES-RI,2020-03-26,118,-86.0,-51.0,-75.0,-84.0,-58.0,27.0,,,,,,9,54,2,La Rioja,17
ES-VC,2020-03-26,284,-87.0,-52.0,-80.0,-83.0,-65.0,29.0,,,,,,37,322,44,Comunidad Valenciana,10
ES-AN,2020-03-27,402,-88.0,-54.0,-79.0,-84.0,-67.0,32.0,,,,,,48,359,38,Andalucía,1
ES-AR,2020-03-27,212,-87.0,-47.0,-73.0,-82.0,-63.0,32.0,,,,,,10,136,18,Aragón,2
ES-AS,2020-03-27,69,-88.0,-45.0,-76.0,-71.0,-64.0,31.0,,,,,,5,65,2,Principado de Asturias,3
ES-CB,2020-03-27,73,-88.0,-48.0,-79.0,-81.0,-64.0,33.0,,,,,,3,11,3,Cantabria,6
ES-CE,2020-03-27,1,-86.0,-63.0,-87.0,,-67.0,,,,,,,1,0,0,Ceuta,18
ES-CL,2020-03-27,466,-89.0,-53.0,-76.0,-83.0,-63.0,31.0,,,,,,63,357,24,Castilla-León,7
ES-CM,2020-03-27,423,-88.0,-53.0,-80.0,-83.0,-65.0,33.0,,,,,,93,410,25,Castilla-La Mancha,8
ES-CN,2020-03-27,66,-88.0,-53.0,-87.0,-81.0,-67.0,30.0,,,,,,10,38,10,Canarias,5
ES-CT,2020-03-27,1394,-88.0,-47.0,-81.0,-83.0,-70.0,36.0,,,,,,194,846,48,Cataluña,9
ES-EX,2020-03-27,91,-88.0,-55.0,-69.0,-80.0,-62.0,28.0,,,,,,21,50,1,Extremadura,11
ES-GA,2020-03-27,295,-85.0,-45.0,-72.0,-81.0,-61.0,34.0,,,,,,11,140,18,Galicia,12
ES-IB,2020-03-27,38,-86.0,-46.0,-79.0,-82.0,-63.0,31.0,,,,,,5,69,9,Islas Baleares,4
ES-MC,2020-03-27,39,-86.0,-46.0,-81.0,-78.0,-60.0,31.0,,,,,,6,31,6,Región de Murcia,14
ES-MD,2020-03-27,1499,-90.0,-51.0,-88.0,-86.0,-77.0,40.0,,,,,,334,1479,101,Comunidad de Madrid,13
ES-ML,2020-03-27,5,-87.0,-55.0,-82.0,-87.0,-66.0,,,,,,,0,1,0,Melilla,19
ES-NC,2020-03-27,113,-87.0,-44.0,-79.0,-84.0,-61.0,33.0,,,,,,12,107,5,Comunidad Foral de Navarra,15
ES-PV,2020-03-27,394,-88.0,-42.0,-81.0,-79.0,-64.0,34.0,,,,,,32,262,18,País Vasco,16
ES-RI,2020-03-27,131,-88.0,-47.0,-77.0,-84.0,-59.0,30.0,,,,,,6,52,3,La Rioja,17
ES-VC,2020-03-27,307,-89.0,-51.0,-84.0,-85.0,-65.0,33.0,,,,,,49,335,36,Comunidad Valenciana,10
ES-AN,2020-03-28,297,-92.0,-59.0,-85.0,-86.0,-63.0,26.0,,,,,,28,241,41,Andalucía,1
ES-AR,2020-03-28,147,-92.0,-56.0,-83.0,-87.0,-63.0,25.0,,,,,,15,103,15,Aragón,2
ES-AS,2020-03-28,53,-92.0,-52.0,-84.0,-75.0,-62.0,26.0,,,,,,3,37,5,Principado de Asturias,3
ES-CB,2020-03-28,68,-93.0,-57.0,-88.0,-85.0,-62.0,27.0,,,,,,3,10,4,Cantabria,6
ES-CE,2020-03-28,4,-88.0,-65.0,-89.0,,-67.0,,,,,,,0,1,0,Ceuta,18
ES-CL,2020-03-28,471,-92.0,-59.0,-84.0,-85.0,-60.0,24.0,,,,,,63,280,32,Castilla-León,7
ES-CM,2020-03-28,392,-91.0,-58.0,-84.0,-84.0,-62.0,26.0,,,,,,105,293,22,Castilla-La Mancha,8
ES-CN,2020-03-28,38,-91.0,-58.0,-91.0,-87.0,-67.0,25.0,,,,,,5,73,7,Canarias,5
ES-CT,2020-03-28,1419,-92.0,-56.0,-87.0,-85.0,-66.0,27.0,,,,,,184,622,42,Cataluña,9
ES-EX,2020-03-28,75,-91.0,-61.0,-76.0,-82.0,-58.0,24.0,,,,,,17,38,2,Extremadura,11
ES-GA,2020-03-28,338,-90.0,-58.0,-82.0,-85.0,-59.0,28.0,,,,,,19,109,16,Galicia,12
ES-IB,2020-03-28,35,-91.0,-57.0,-88.0,-87.0,-65.0,28.0,,,,,,6,44,3,Islas Baleares,4
ES-MC,2020-03-28,31,-90.0,-54.0,-86.0,-80.0,-58.0,27.0,,,,,,6,35,2,Región de Murcia,14
ES-MD,2020-03-28,1251,-93.0,-57.0,-91.0,-87.0,-68.0,27.0,,,,,,275,913,72,Comunidad de Madrid,13
ES-ML,2020-03-28,3,-90.0,-58.0,-85.0,,-61.0,,,,,,,0,5,0,Melilla,19
ES-NC,2020-03-28,107,-92.0,-53.0,-86.0,-88.0,-61.0,28.0,,,,,,22,85,7,Comunidad Foral de Navarra,15
ES-PV,2020-03-28,285,-93.0,-53.0,-89.0,-85.0,-65.0,27.0,,,,,,36,210,15,País Vasco,16
ES-RI,2020-03-28,103,-93.0,-56.0,-87.0,-88.0,-63.0,27.0,,,,,,5,37,2,La Rioja,17
ES-VC,2020-03-28,227,-92.0,-56.0,-87.0,-88.0,-64.0,27.0,,,,,,46,219,41,Comunidad Valenciana,10
ES-AN,2020-03-29,326,-94.0,-81.0,-88.0,-90.0,-65.0,21.0,,,,,,40,193,30,Andalucía,1
ES-AR,2020-03-29,136,-92.0,-75.0,-87.0,-90.0,-64.0,20.0,,,,,,19,66,7,Aragón,2
ES-AS,2020-03-29,42,-94.0,-78.0,-88.0,-80.0,-63.0,23.0,,,,,,12,34,4,Principado de Asturias,3
ES-CB,2020-03-29,39,-94.0,-76.0,-92.0,-89.0,-61.0,23.0,,,,,,3,13,2,Cantabria,6
ES-CE,2020-03-29,7,-89.0,-78.0,-91.0,,-64.0,,,,,,,0,2,0,Ceuta,18
ES-CL,2020-03-29,393,-94.0,-78.0,-84.0,-89.0,-62.0,22.0,,,,,,88,224,19,Castilla-León,7
ES-CM,2020-03-29,377,-93.0,-77.0,-84.0,-89.0,-63.0,21.0,,,,,,69,280,18,Castilla-La Mancha,8
ES-CN,2020-03-29,38,-94.0,-75.0,-92.0,-87.0,-66.0,20.0,,,,,,5,27,10,Canarias,5
ES-CT,2020-03-29,1065,-94.0,-75.0,-90.0,-88.0,-64.0,21.0,,,,,,187,508,48,Cataluña,9
ES-EX,2020-03-29,51,-93.0,-75.0,-79.0,-87.0,-60.0,22.0,,,,,,16,39,5,Extremadura,11
ES-GA,2020-03-29,199,-92.0,-77.0,-84.0,-88.0,-59.0,24.0,,,,,,11,125,15,Galicia,12
ES-IB,2020-03-29,37,-92.0,-68.0,-90.0,-88.0,-61.0,22.0,,,,,,6,37,5,Islas Baleares,4
ES-MC,2020-03-29,25,-94.0,-85.0,-90.0,-86.0,-63.0,24.0,,,,,,9,28,3,Región de Murcia,14
ES-MD,2020-03-29,884,-94.0,-72.0,-92.0,-89.0,-65.0,22.0,,,,,,245,676,64,Comunidad de Madrid,13
ES-ML,2020-03-29,5,-92.0,-86.0,-90.0,,-59.0,,,,,,,0,0,1,Melilla,19
ES-NC,2020-03-29,79,-93.0,-77.0,-88.0,-90.0,-61.0,23.0,,,,,,13,43,3,Comunidad Foral de Navarra,15
ES-PV,2020-03-29,247,-94.0,-77.0,-93.0,-88.0,-63.0,22.0,,,,,,39,122,13,País Vasco,16
ES-RI,2020-03-29,90,-94.0,-75.0,-90.0,-90.0,-65.0,23.0,,,,,,7,28,1,La Rioja,17
ES-VC,2020-03-29,197,-95.0,-84.0,-92.0,-90.0,-66.0,22.0,,,,,,36,183,26,Comunidad Valenciana,10
ES-AN,2020-03-30,305,-88.0,-58.0,-78.0,-84.0,-72.0,28.0,,,,,,53,255,41,Andalucía,1
ES-AR,2020-03-30,129,-88.0,-52.0,-73.0,-81.0,-70.0,29.0,,,,,,31,105,7,Aragón,2
ES-AS,2020-03-30,44,-90.0,-56.0,-78.0,-74.0,-70.0,28.0,,,,,,7,31,7,Principado de Asturias,3
ES-CB,2020-03-30,27,-89.0,-57.0,-82.0,-84.0,-71.0,30.0,,,,,,15,5,2,Cantabria,6
ES-CE,2020-03-30,3,-84.0,-65.0,-86.0,,-70.0,,,,,,,0,3,1,Ceuta,18
ES-CL,2020-03-30,443,-89.0,-57.0,-73.0,-82.0,-69.0,27.0,,,,,,81,271,20,Castilla-León,7
ES-CM,2020-03-30,462,-87.0,-53.0,-77.0,-83.0,-70.0,29.0,,,,,,90,415,27,Castilla-La Mancha,8
ES-CN,2020-03-30,57,-89.0,-57.0,-87.0,-82.0,-71.0,26.0,,,,,,4,36,12,Canarias,5
ES-CT,2020-03-30,1260,-90.0,-56.0,-83.0,-85.0,-77.0,35.0,,,,,,212,717,56,Cataluña,9
ES-EX,2020-03-30,69,-88.0,-57.0,-69.0,-80.0,-66.0,23.0,,,,,,23,56,9,Extremadura,11
ES-GA,2020-03-30,250,-86.0,-50.0,-68.0,-82.0,-68.0,30.0,,,,,,27,106,15,Galicia,12
ES-IB,2020-03-30,63,-89.0,-53.0,-82.0,-85.0,-74.0,32.0,,,,,,7,54,8,Islas Baleares,4
ES-MC,2020-03-30,30,-86.0,-52.0,-79.0,-76.0,-62.0,26.0,,,,,,3,37,3,Región de Murcia,14
